選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
ルイーズ,楽天,0.195,38.0,135.0,128.0,25.0,6.0,17.0,0.0,7.0,0.0,44.0,0.0,3.0,0.237,0.375,0.612,2.61,2.77,2011.0,7000,内野手,2,34,1977/10/19,185cm,112kg,不明,右右,アメリカ,True
中島　俊哉,楽天,0.194,43.0,82.0,72.0,14.0,2.0,6.0,1.0,2.0,1.0,13.0,7.0,0.0,0.227,0.319,0.546,2.29,2.37,2011.0,1450,外野手,9,31,1980/06/10,180cm,80kg,O型,右右,福岡,False
大島　裕行,西武,0.194,26.0,70.0,62.0,12.0,0.0,3.0,0.0,6.0,0.0,11.0,2.0,1.0,0.265,0.21,0.474,1.61,1.72,2011.0,1400,外野手,12,30,1981/06/15,180cm,85kg,O型,左左,埼玉,False
松元　ユウイチ,ヤクルト,0.193,51.0,63.0,57.0,11.0,1.0,8.0,0.0,6.0,0.0,8.0,0.0,2.0,0.27,0.281,0.551,2.12,2.24,2011.0,1650,外野手,13,31,1980/12/18,178cm,83kg,A型,左左,ブラジル,True
ヘスマン,オリックス,0.192,48.0,142.0,130.0,25.0,6.0,14.0,0.0,11.0,1.0,46.0,0.0,2.0,0.261,0.377,0.637,3.13,3.28,2011.0,4200,内野手,1,33,1978/03/05,196cm,98kg,不明,右右,アメリカ,True
橋本　到,巨人,0.192,33.0,30.0,26.0,5.0,0.0,0.0,3.0,2.0,0.0,10.0,2.0,0.0,0.25,0.192,0.442,1.09,1.29,2011.0,720,外野手,3,21,1990/04/28,172cm,72kg,O型,右左,宮城,False
新井　良太,阪神,0.192,43.0,27.0,26.0,5.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,1.0,0.222,0.192,0.415,0.5,0.64,2011.0,1100,内野手,6,28,1983/08/16,187cm,89kg,AB型,右右,広島,False
鈴木　尚広,巨人,0.19,90.0,68.0,58.0,11.0,0.0,0.0,18.0,4.0,1.0,13.0,5.0,3.0,0.254,0.224,0.478,1.67,1.82,2011.0,4000,外野手,15,33,1978/04/27,180cm,78kg,A型,右両,福島,False
山崎　勝己,ソフトバンク,0.189,86.0,168.0,148.0,28.0,0.0,13.0,0.0,5.0,0.0,45.0,14.0,4.0,0.214,0.236,0.451,1.0,1.07,2011.0,2800,捕手,11,29,1982/08/16,180cm,82kg,O型,右右,兵庫,False
城島　健司,阪神,0.189,38.0,144.0,132.0,25.0,5.0,13.0,0.0,8.0,2.0,16.0,0.0,5.0,0.243,0.326,0.569,2.13,2.44,2011.0,40000,捕手,13,35,1976/06/08,182cm,94kg,A型,右右,長崎,False
森本　稀哲,横浜,0.187,48.0,153.0,134.0,25.0,1.0,9.0,0.0,8.0,1.0,42.0,9.0,4.0,0.236,0.246,0.482,1.24,1.41,2011.0,8000,外野手,13,30,1981/01/31,185cm,81kg,B型,右右,東京都,True
森山　周,オリックス,0.186,82.0,125.0,113.0,21.0,0.0,4.0,5.0,6.0,0.0,19.0,6.0,1.0,0.227,0.195,0.422,1.06,1.19,2011.0,2300,外野手,6,30,1981/08/11,179cm,73kg,O型,右左,兵庫,False
的場　直樹,ロッテ,0.186,27.0,74.0,70.0,13.0,0.0,3.0,0.0,1.0,1.0,24.0,2.0,1.0,0.208,0.2,0.408,0.69,0.81,2011.0,1600,捕手,12,34,1977/05/09,179cm,87kg,O型,右右,大阪,False
倉　義和,広島,0.185,55.0,135.0,108.0,20.0,0.0,8.0,0.0,13.0,4.0,25.0,9.0,3.0,0.294,0.194,0.488,1.78,2.0,2011.0,3100,捕手,14,36,1975/07/27,179cm,80kg,O型,右右,京都,False
杉谷　拳士,日本ハム,0.185,50.0,110.0,92.0,17.0,0.0,7.0,7.0,5.0,2.0,21.0,11.0,1.0,0.242,0.239,0.482,1.58,1.66,2011.0,500,内野手,3,20,1991/02/04,173cm,74kg,B型,右両,東京都,True
岩村　明憲,楽天,0.183,77.0,197.0,175.0,32.0,0.0,9.0,0.0,17.0,1.0,41.0,3.0,6.0,0.258,0.217,0.475,1.35,1.5,2011.0,15000,内野手,11,32,1979/02/09,176cm,84kg,O型,右左,愛媛,False
飯山　裕志,日本ハム,0.183,99.0,194.0,169.0,31.0,0.0,7.0,3.0,2.0,0.0,35.0,22.0,0.0,0.192,0.207,0.399,0.79,0.95,2011.0,2400,内野手,14,32,1979/07/13,178cm,76kg,B型,右右,鹿児島,False
高橋　信二,巨人,0.182,27.0,49.0,44.0,8.0,0.0,3.0,0.0,4.0,0.0,8.0,1.0,0.0,0.25,0.227,0.477,1.47,1.58,2011.0,7000,内野手,15,33,1978/08/07,182cm,85kg,A型,右右,岡山,False
辻　俊哉,オリックス,0.182,8.0,16.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,0.25,0.273,0.523,0.31,0.25,2011.0,1300,捕手,10,32,1979/07/14,178cm,82kg,A型,右右,山梨,False
福川　将和,ヤクルト,0.182,10.0,13.0,11.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.308,0.273,0.58,3.22,3.21,2011.0,2300,捕手,10,35,1976/12/29,177cm,86kg,O型,右右,大阪,False
グスマン,中日,0.181,73.0,251.0,238.0,43.0,7.0,15.0,0.0,9.0,3.0,81.0,0.0,7.0,0.219,0.298,0.517,1.56,1.77,2011.0,2520,外野手,1,27,1984/11/24,196cm,113kg,O型,右右,ドミニカ共和国,True
南　竜介,ロッテ,0.179,32.0,43.0,39.0,7.0,1.0,3.0,1.0,1.0,1.0,10.0,2.0,0.0,0.22,0.333,0.553,2.4,2.53,2011.0,1500,外野手,12,30,1981/07/09,186cm,88kg,A型,右右,兵庫,False
會澤　翼,広島,0.179,19.0,29.0,28.0,5.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,3.0,0.207,0.214,0.421,-0.24,-0.2,2011.0,800,捕手,5,23,1988/04/13,177cm,80kg,B型,右右,茨城,False
寺内　崇幸,巨人,0.178,73.0,128.0,107.0,19.0,0.0,8.0,6.0,4.0,1.0,26.0,16.0,1.0,0.214,0.215,0.429,1.32,1.36,2011.0,1500,内野手,5,28,1983/05/27,177cm,71kg,B型,右右,栃木,False
塀内　久雄,ロッテ,0.178,35.0,50.0,45.0,8.0,0.0,2.0,0.0,2.0,0.0,11.0,3.0,0.0,0.213,0.222,0.435,1.17,1.23,2011.0,1610,内野手,12,30,1981/07/07,180cm,82kg,A型,右左,愛媛,False
脇谷　亮太,巨人,0.175,53.0,167.0,154.0,27.0,0.0,10.0,7.0,6.0,2.0,24.0,4.0,0.0,0.215,0.221,0.436,1.32,1.49,2011.0,4400,内野手,6,30,1981/11/04,176cm,74kg,A型,右左,大分,False
黒羽根　利規,横浜,0.175,45.0,114.0,97.0,17.0,1.0,5.0,0.0,11.0,0.0,27.0,6.0,3.0,0.259,0.237,0.496,1.56,1.63,2011.0,680,捕手,6,24,1987/06/02,178cm,84kg,A型,右右,神奈川,False
川本　良平,ヤクルト,0.173,42.0,83.0,75.0,13.0,2.0,4.0,1.0,5.0,2.0,23.0,1.0,0.0,0.244,0.293,0.537,2.36,2.56,2011.0,2100,捕手,7,29,1982/04/28,178cm,85kg,A型,右右,広島,False
大廣　翔治,楽天,0.172,18.0,33.0,29.0,5.0,0.0,1.0,1.0,0.0,1.0,9.0,3.0,0.0,0.2,0.207,0.407,1.06,1.13,2011.0,730,内野手,7,29,1982/07/29,183cm,90kg,A型,右右,群馬,False
渡辺　正人,ロッテ,0.171,54.0,120.0,105.0,18.0,1.0,10.0,0.0,5.0,4.0,30.0,6.0,0.0,0.237,0.248,0.484,1.72,1.85,2011.0,1210,内野手,14,32,1979/04/03,183cm,80kg,A型,右右,大阪,False
林　威助,阪神,0.167,63.0,92.0,90.0,15.0,1.0,5.0,1.0,1.0,0.0,14.0,0.0,2.0,0.174,0.233,0.407,0.59,0.83,2011.0,3200,外野手,9,32,1979/01/22,178cm,80kg,B型,左左,台湾,True
中村　晃,ソフトバンク,0.167,33.0,52.0,48.0,8.0,0.0,2.0,4.0,0.0,0.0,11.0,4.0,0.0,0.167,0.188,0.354,0.77,0.87,2011.0,570,外野手,4,22,1989/11/05,176cm,81kg,O型,左左,埼玉,False
阿部　真宏,西武,0.167,24.0,30.0,24.0,4.0,0.0,1.0,0.0,4.0,0.0,5.0,2.0,1.0,0.286,0.167,0.452,1.26,1.44,2011.0,3700,内野手,11,33,1978/05/12,182cm,80kg,B型,右右,神奈川,False
狩野　恵輔,阪神,0.167,10.0,14.0,12.0,2.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.231,0.25,0.481,0.7,0.81,2011.0,3500,外野手,11,29,1982/12/17,181cm,79kg,B型,右右,群馬,False
井野　卓,楽天,0.167,2.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.167,0.167,0.333,0.01,0.16,2011.0,800,捕手,6,28,1983/11/23,180cm,78kg,B型,右右,群馬,False
小田　幸平,中日,0.164,40.0,69.0,61.0,10.0,0.0,4.0,0.0,5.0,0.0,15.0,3.0,1.0,0.227,0.164,0.391,0.67,0.81,2011.0,3300,捕手,14,34,1977/03/15,180cm,84kg,A型,右右,兵庫,False
伊藤　光,オリックス,0.156,66.0,188.0,160.0,25.0,2.0,11.0,3.0,11.0,2.0,57.0,14.0,0.0,0.218,0.238,0.456,1.33,1.52,2011.0,580,捕手,4,22,1989/04/23,180cm,76kg,B型,右右,愛知,False
福地　寿樹,ヤクルト,0.155,40.0,65.0,58.0,9.0,0.0,5.0,10.0,2.0,2.0,13.0,3.0,0.0,0.21,0.224,0.434,1.67,1.81,2011.0,9000,外野手,18,36,1975/12/17,184cm,85kg,O型,右両,佐賀,False
ブラウン,西武,0.155,21.0,65.0,58.0,9.0,0.0,5.0,0.0,5.0,2.0,16.0,0.0,0.0,0.246,0.19,0.436,1.36,1.53,2011.0,6000,外野手,2,33,1978/03/27,183cm,98kg,不明,右左,アメリカ,True
田中　大二郎,巨人,0.154,25.0,47.0,39.0,6.0,0.0,1.0,0.0,2.0,4.0,6.0,2.0,0.0,0.267,0.231,0.497,2.06,2.06,2011.0,790,内野手,5,23,1988/04/29,179cm,85kg,A型,左左,神奈川,False
大田　泰示,巨人,0.154,12.0,28.0,26.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.148,0.192,0.34,0.19,0.65,2011.0,1000,内野手,3,21,1990/06/09,188cm,91kg,O型,右右,広島,False
濱中　治,ヤクルト,0.154,5.0,14.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.214,0.154,0.368,0.54,0.79,2011.0,1500,外野手,15,33,1978/07/09,178cm,83kg,B型,右右,和歌山,False
加藤　健,巨人,0.152,21.0,39.0,33.0,5.0,1.0,5.0,0.0,5.0,0.0,10.0,1.0,3.0,0.263,0.273,0.536,1.22,1.2,2011.0,1200,捕手,13,30,1981/03/23,186cm,90kg,A型,右右,新潟,False
後藤　武敏,西武,0.152,24.0,37.0,33.0,5.0,0.0,1.0,0.0,4.0,0.0,13.0,0.0,0.0,0.243,0.212,0.455,1.49,1.62,2011.0,2000,内野手,9,31,1980/06/05,176cm,84kg,A型,右右,静岡,False
安部　友裕,広島,0.15,8.0,20.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.15,0.15,0.3,-0.32,-0.13,2011.0,600,内野手,4,22,1989/06/24,181cm,80kg,O型,右左,福岡,False
上本　達之,西武,0.145,44.0,77.0,69.0,10.0,1.0,7.0,1.0,4.0,1.0,24.0,3.0,0.0,0.203,0.203,0.406,0.93,1.16,2011.0,2000,捕手,9,31,1980/11/08,186cm,92kg,B型,右左,山口,False
野口　祥順,ヤクルト,0.143,26.0,15.0,14.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.143,0.143,0.286,-1.47,-1.2,2011.0,1400,内野手,12,30,1981/05/16,185cm,78kg,A型,右右,茨城,False
佐藤　賢治,日本ハム,0.143,8.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.143,0.143,0.286,-0.57,-0.36,2011.0,620,外野手,5,23,1988/08/26,181cm,86kg,A型,右左,東京都,True
浅井　良,阪神,0.138,63.0,75.0,65.0,9.0,0.0,5.0,0.0,6.0,1.0,15.0,2.0,0.0,0.219,0.2,0.419,0.95,1.23,2011.0,3500,外野手,10,32,1979/07/19,176cm,80kg,O型,右右,神奈川,False
ガイエル,ヤクルト,0.138,11.0,34.0,29.0,4.0,1.0,4.0,0.0,3.0,2.0,11.0,0.0,1.0,0.265,0.31,0.575,2.27,2.46,2011.0,9000,外野手,5,39,1972/10/05,178cm,90kg,不明,右左,カナダ,True
水田　圭介,中日,0.133,14.0,19.0,15.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.235,0.133,0.369,0.83,1.04,2011.0,950,内野手,11,31,1980/11/04,175cm,74kg,AB型,右右,大阪,False
平石　洋介,楽天,0.133,35.0,16.0,15.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.188,0.133,0.321,0.38,0.62,2011.0,1020,外野手,7,31,1980/04/23,175cm,75kg,A型,左左,大分,False
西村　弥,楽天,0.13,63.0,26.0,23.0,3.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0,1.0,0.167,0.13,0.297,-0.28,-0.07,2011.0,900,内野手,6,28,1983/09/08,177cm,75kg,A型,右両,沖縄,False
今岡　誠,ロッテ,0.13,13.0,26.0,23.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.2,0.174,0.374,0.64,0.8,2011.0,1500,内野手,15,37,1974/09/11,185cm,83kg,A型,右右,兵庫,False
飯原　誉士,ヤクルト,0.126,64.0,122.0,103.0,13.0,0.0,8.0,0.0,14.0,0.0,20.0,4.0,7.0,0.229,0.165,0.394,0.25,0.46,2011.0,5500,外野手,6,28,1983/04/26,181cm,81kg,O型,右右,栃木,False
武山　真吾,横浜,0.125,46.0,102.0,88.0,11.0,1.0,5.0,0.0,4.0,3.0,26.0,6.0,4.0,0.188,0.193,0.381,0.18,0.45,2011.0,2000,捕手,9,27,1984/06/22,177cm,86kg,O型,右右,愛知,False
松井　佑介,中日,0.125,4.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.125,0.125,0.25,-0.85,-0.62,2011.0,1100,外野手,2,24,1987/07/10,183cm,83kg,O型,右右,大阪,False
荒木　貴裕,ヤクルト,0.125,3.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.125,0.125,0.25,-1.88,-1.76,2011.0,1100,内野手,2,24,1987/07/26,179cm,76kg,AB型,右右,富山,False
細谷　圭,ロッテ,0.121,22.0,60.0,58.0,7.0,2.0,5.0,0.0,1.0,0.0,28.0,1.0,2.0,0.136,0.276,0.411,0.22,0.49,2011.0,700,内野手,6,23,1988/01/17,182cm,84kg,B型,右右,群馬,False
佐藤　友亮,西武,0.12,42.0,57.0,50.0,6.0,1.0,1.0,0.0,2.0,1.0,10.0,4.0,1.0,0.17,0.2,0.37,0.29,0.51,2011.0,3700,外野手,11,33,1978/06/13,178cm,85kg,O型,右右,神奈川,False
円谷　英俊,巨人,0.118,13.0,20.0,17.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.211,0.176,0.387,0.78,0.78,2011.0,750,内野手,5,27,1984/09/17,181cm,78kg,B型,右左,神奈川,False
枡田　慎太郎,楽天,0.115,14.0,30.0,26.0,3.0,0.0,4.0,0.0,1.0,0.0,10.0,2.0,0.0,0.143,0.154,0.297,-0.11,0.37,2011.0,630,内野手,6,24,1987/07/08,178cm,80kg,AB型,右左,京都,False
今成　亮太,日本ハム,0.115,22.0,28.0,26.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.111,0.115,0.226,-0.8,-0.25,2011.0,590,捕手,6,24,1987/10/06,178cm,80kg,O型,右左,埼玉,False
江川　智晃,ソフトバンク,0.111,11.0,10.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.2,0.444,0.644,2.79,3.38,2011.0,1000,外野手,7,25,1986/10/31,180cm,83kg,B型,右右,三重,False
山崎　憲晴,横浜,0.105,21.0,41.0,38.0,4.0,0.0,1.0,0.0,2.0,0.0,14.0,1.0,1.0,0.15,0.105,0.255,-1.08,-0.83,2011.0,1220,内野手,3,25,1986/12/13,176cm,79kg,O型,右右,静岡,False
石井　義人,西武,0.105,12.0,20.0,19.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.15,0.105,0.255,-0.65,-0.38,2011.0,5500,内野手,15,33,1978/07/12,178cm,82kg,O型,右左,埼玉,False
駿太,オリックス,0.1,30.0,47.0,40.0,4.0,0.0,1.0,0.0,1.0,0.0,13.0,6.0,0.0,0.122,0.125,0.247,-0.72,-0.54,2011.0,700,外野手,1,18,1993/03/05,180cm,75kg,A型,右左,群馬,False
英智,中日,0.1,56.0,24.0,20.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,0.182,0.1,0.282,0.4,0.65,2011.0,3600,外野手,13,35,1976/05/09,182cm,74kg,O型,右右,岐阜,False
阿部　俊人,楽天,0.091,17.0,24.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.091,0.091,0.182,-1.53,-1.35,2011.0,1200,内野手,1,23,1988/12/23,180cm,73kg,AB型,右左,宮城,False
中谷　仁,楽天,0.091,11.0,23.0,22.0,2.0,1.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.091,0.227,0.318,-0.23,0.14,2011.0,1300,捕手,14,32,1979/05/05,182cm,85kg,A型,右右,和歌山,False
カラバイヨ,オリックス,0.091,4.0,12.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.167,0.091,0.258,-0.61,-0.3,2011.0,1000,外野手,2,28,1983/10/21,187cm,105kg,不明,右右,ベネズエラ,True
清水　誉,阪神,0.091,11.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.091,0.091,0.182,-1.41,-1.16,2011.0,900,捕手,5,27,1984/04/23,178cm,78kg,A型,右右,兵庫,False
三輪　正義,ヤクルト,0.077,54.0,16.0,13.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.077,0.077,0.154,-0.71,-0.35,2011.0,600,内野手,4,27,1984/01/23,168cm,68kg,A型,右左,山口,False
白濱　裕太,広島,0.077,7.0,14.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.077,0.077,0.154,-1.41,-1.18,2011.0,500,捕手,8,26,1985/10/31,180cm,85kg,A型,右右,大阪,False
柴原　洋,ソフトバンク,0.077,11.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.077,0.077,0.154,-1.65,-1.4,2011.0,6240,外野手,15,37,1974/05/23,174cm,75kg,A型,左左,福岡,False
金澤　岳,ロッテ,0.071,21.0,29.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.069,0.071,0.14,-1.63,-1.06,2011.0,740,捕手,9,27,1984/05/05,180cm,82kg,O型,右左,栃木,False
日高　剛,オリックス,0.068,26.0,50.0,44.0,3.0,0.0,2.0,0.0,5.0,1.0,12.0,0.0,1.0,0.18,0.091,0.271,-0.55,-0.26,2011.0,7000,捕手,16,34,1977/08/15,182cm,88kg,A型,右左,福岡,False
松本　哲也,巨人,0.053,20.0,19.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.053,0.053,0.105,-2.37,-2.16,2011.0,2700,外野手,5,27,1984/07/03,168cm,64kg,O型,左左,山梨,False
前田　大輔,オリックス,0.05,12.0,24.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.095,0.05,0.145,-1.21,-0.97,2011.0,2000,捕手,9,32,1979/09/14,179cm,80kg,A型,右右,香川,False
高口　隆行,ロッテ,0.045,38.0,24.0,22.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.087,0.045,0.132,-1.58,-1.3,2011.0,1200,内野手,6,28,1983/08/23,180cm,78kg,B型,右右,東京都,True
金子　圭輔,オリックス,0.0,11.0,16.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.077,0.0,0.077,-1.43,-1.17,2011.0,1200,内野手,8,26,1985/07/23,180cm,74kg,B型,右両,千葉,False
横山　徹也,オリックス,0.0,5.0,11.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.2,0.0,0.2,-0.45,-0.06,2011.0,1000,捕手,9,27,1984/06/26,176cm,83kg,A型,右右,京都,False
鬼崎　裕司,ヤクルト,0.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.1,0.0,0.1,-1.88,-1.5,2011.0,1400,内野手,4,28,1983/04/07,177cm,77kg,B型,右左,佐賀,False
鬼崎　裕司,西武,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,2011.0,1400,内野手,4,28,1983/04/07,177cm,77kg,B型,右左,佐賀,False
前田　章宏,中日,0.0,11.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.111,0.0,0.111,-1.81,-1.42,2011.0,770,捕手,10,28,1983/06/19,184cm,91kg,O型,右右,愛知,False
田中　大輔,中日,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.25,0.0,0.25,0.01,0.54,2011.0,680,捕手,5,27,1984/12/18,175cm,81kg,O型,右右,広島,False
柳田　悠岐,ソフトバンク,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.83,-2.54,2011.0,1200,外野手,1,23,1988/10/09,187cm,89kg,AB型,右左,広島,False
坂　克彦,阪神,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.87,-2.59,2011.0,1300,内野手,8,26,1985/09/06,180cm,84kg,A型,右左,茨城,False
渡部　龍一,日本ハム,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.74,-2.48,2011.0,560,捕手,8,26,1985/10/02,171cm,79kg,A型,右右,北海道,False
岡崎　太一,阪神,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.57,2011.0,1100,捕手,7,28,1983/06/20,180cm,80kg,O型,右右,奈良,False
野原　祐也,阪神,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.75,-2.5,2011.0,600,外野手,3,26,1985/01/07,177cm,84kg,B型,右左,埼玉,False
星　秀和,西武,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.85,-1.69,2011.0,650,外野手,7,25,1986/11/10,180cm,92kg,A型,右左,群馬,False
カラスコ,中日,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.63,2011.0,1260,内野手,1,24,1987/02/14,186cm,104kg,不明,右両,ドミニカ共和国,True
野中　信吾,オリックス,0.0,12.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.56,-0.81,2011.0,1100,内野手,10,28,1983/09/24,168cm,70kg,A型,右両,佐賀,False
青野　毅,ロッテ,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.333,0.0,0.333,1.39,2.03,2011.0,1350,内野手,11,28,1983/01/12,178cm,83kg,B型,右右,鹿児島,False
市川　卓,日本ハム,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333,0.0,0.333,1.52,2.16,2011.0,550,内野手,7,25,1986/06/07,186cm,90kg,O型,右左,三重,False
柳田　殖生,中日,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,2011.0,680,内野手,6,29,1982/03/31,178cm,77kg,A型,右右,兵庫,False
林崎　遼,西武,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2011.0,1000,内野手,1,23,1988/06/12,175cm,75kg,O型,右右,兵庫,False
関口　雄大,日本ハム,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2011.0,550,外野手,4,26,1985/08/26,177cm,85kg,B型,右右,栃木,False
丈武,楽天,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,2011.0,650,内野手,3,31,1980/11/29,185cm,84kg,O型,右右,茨城,False
岳野　竜也,西武,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-4.86,-5.04,2011.0,700,捕手,3,25,1986/05/14,180cm,90kg,O型,右右,福岡,False
中川　大志,楽天,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.86,-4.59,2011.0,650,内野手,3,21,1990/06/08,186cm,92kg,A型,右右,愛知,False
松井　淳,ヤクルト,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.7,2011.0,800,外野手,2,24,1987/11/27,176cm,88kg,O型,右左,神奈川,False
中井　大介,巨人,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.57,2011.0,780,内野手,4,22,1989/11/27,181cm,85kg,B型,右右,三重,False
黒瀬　春樹,阪神,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2011.0,600,内野手,8,26,1985/04/15,180cm,83kg,B型,右右,岐阜,False
今宮　健太,ソフトバンク,0.0,18.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3,7.02,2011.0,800,内野手,2,20,1991/07/15,171cm,67kg,O型,右右,大分,False
中島　卓也,日本ハム,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.69,2.16,2011.0,500,内野手,3,20,1991/01/11,176cm,69kg,A型,右左,福岡,False
清水　将海,ソフトバンク,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.7,2011.0,1300,捕手,15,36,1975/01/09,181cm,88kg,B型,右右,群馬,False
