選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
木村　文紀,西武,0.201,105.0,203.0,184.0,37.0,2.0,13.0,7.0,13.0,1.0,53.0,4.0,5.0,0.256,0.272,0.528,1.82,1.98,2017.0,1400,外野手,11,29,1988/09/13,182cm,88kg,O型,右右,東京都,True
ダフィー,ロッテ,0.201,54.0,183.0,164.0,33.0,6.0,18.0,0.0,14.0,4.0,61.0,0.0,2.0,0.279,0.372,0.651,3.45,3.61,2017.0,8200,内野手,1,28,1989/02/06,191cm,98kg,不明,右右,アメリカ,True
田中　浩康,DeNA,0.201,66.0,175.0,154.0,31.0,1.0,20.0,2.0,11.0,2.0,25.0,8.0,4.0,0.263,0.253,0.517,1.92,2.0,2017.0,1500,内野手,13,35,1982/05/24,177cm,80kg,O型,右右,京都,False
野本　圭,中日,0.2,15.0,35.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.2,0.257,0.457,0.6,0.58,2017.0,1300,外野手,9,33,1984/07/07,180cm,81kg,B型,左左,岡山,False
阿部　俊人,楽天,0.2,44.0,23.0,20.0,4.0,0.0,1.0,1.0,2.0,0.0,6.0,1.0,0.0,0.273,0.2,0.473,2.11,2.24,2017.0,1150,内野手,7,29,1988/12/23,180cm,73kg,AB型,右左,宮城,False
嶋　基宏,楽天,0.199,112.0,369.0,281.0,56.0,3.0,28.0,2.0,57.0,3.0,62.0,27.0,8.0,0.339,0.263,0.603,3.07,3.19,2017.0,10000,捕手,11,33,1984/12/13,179cm,82kg,A型,右右,岐阜,False
清水　優心,日本ハム,0.198,61.0,120.0,111.0,22.0,1.0,10.0,0.0,5.0,0.0,35.0,3.0,4.0,0.231,0.261,0.492,1.31,1.46,2017.0,640,捕手,3,21,1996/05/22,185cm,88kg,A型,右右,山口,False
谷内　亮太,ヤクルト,0.198,42.0,104.0,91.0,18.0,0.0,7.0,0.0,9.0,0.0,19.0,4.0,3.0,0.27,0.22,0.49,1.55,1.63,2017.0,1100,内野手,5,26,1991/02/03,177cm,79kg,B型,右右,石川,False
岡﨑　太一,阪神,0.195,34.0,54.0,41.0,8.0,2.0,5.0,0.0,5.0,1.0,12.0,7.0,0.0,0.298,0.341,0.639,3.28,3.4,2017.0,1300,捕手,13,34,1983/06/20,180cm,84kg,O型,右右,奈良,False
香月　一也,ロッテ,0.195,19.0,42.0,41.0,8.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.195,0.195,0.39,0.4,0.5,2017.0,520,内野手,3,21,1996/04/16,176cm,83kg,A型,右左,福岡,False
グリーン,ヤクルト,0.194,25.0,81.0,72.0,14.0,2.0,8.0,0.0,7.0,2.0,17.0,0.0,2.0,0.284,0.306,0.59,2.67,2.83,2017.0,5000,内野手,1,28,1989/06/30,193cm,115kg,不明,右左,アメリカ,True
岡本　和真,巨人,0.194,15.0,35.0,31.0,6.0,0.0,2.0,0.0,4.0,0.0,10.0,0.0,0.0,0.286,0.226,0.512,2.31,2.43,2017.0,1200,内野手,3,21,1996/06/30,185cm,96kg,A型,右右,奈良,False
木下　拓哉,中日,0.192,51.0,94.0,78.0,15.0,0.0,4.0,0.0,10.0,1.0,21.0,4.0,4.0,0.289,0.256,0.545,1.96,2.05,2017.0,1000,捕手,2,26,1991/12/18,183cm,92kg,B型,右右,高知,False
キャンベル,阪神,0.191,21.0,54.0,47.0,9.0,1.0,5.0,0.0,7.0,0.0,17.0,0.0,2.0,0.296,0.298,0.594,2.56,2.67,2017.0,7000,内野手,1,30,1987/04/09,191cm,98kg,不明,右右,アメリカ,True
細谷　圭,ロッテ,0.19,41.0,106.0,100.0,19.0,2.0,13.0,0.0,5.0,0.0,38.0,1.0,2.0,0.229,0.32,0.549,1.99,2.1,2017.0,3000,内野手,12,29,1988/01/17,182cm,84kg,B型,右右,群馬,False
乙坂　智,DeNA,0.19,83.0,66.0,63.0,12.0,2.0,3.0,0.0,1.0,1.0,13.0,1.0,0.0,0.215,0.333,0.549,2.26,2.37,2017.0,1600,外野手,6,23,1994/01/06,182cm,83kg,O型,右左,神奈川,False
伊藤　光,オリックス,0.189,103.0,239.0,196.0,37.0,5.0,23.0,0.0,18.0,2.0,47.0,22.0,2.0,0.263,0.332,0.594,2.66,2.76,2017.0,4700,捕手,10,28,1989/04/23,180cm,83kg,B型,右右,愛知,False
野間　峻祥,広島,0.189,98.0,85.0,74.0,14.0,0.0,2.0,10.0,7.0,0.0,13.0,4.0,1.0,0.259,0.203,0.462,1.4,1.58,2017.0,1400,外野手,3,24,1993/01/28,180cm,83kg,B型,右左,兵庫,False
天谷　宗一郎,広島,0.189,56.0,45.0,37.0,7.0,0.0,2.0,1.0,3.0,1.0,17.0,4.0,0.0,0.268,0.216,0.485,1.97,2.05,2017.0,2400,外野手,16,34,1983/11/08,178cm,87kg,O型,左左,福井,False
飯原　誉士,ヤクルト,0.188,17.0,18.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.278,0.188,0.465,1.86,2.06,2017.0,2700,外野手,12,34,1983/04/26,181cm,88kg,O型,右右,栃木,False
白崎　浩之,DeNA,0.185,34.0,55.0,54.0,10.0,0.0,4.0,0.0,1.0,0.0,19.0,0.0,0.0,0.2,0.241,0.441,1.12,1.16,2017.0,2000,内野手,5,27,1990/08/20,184cm,89kg,O型,右右,北海道,False
福田　秀平,ソフトバンク,0.183,104.0,113.0,104.0,19.0,3.0,16.0,4.0,6.0,0.0,34.0,3.0,1.0,0.227,0.308,0.535,1.96,2.15,2017.0,2300,外野手,11,28,1989/02/10,182cm,79kg,AB型,右左,神奈川,False
山本　泰寛,巨人,0.182,29.0,83.0,66.0,12.0,1.0,7.0,1.0,9.0,1.0,18.0,7.0,1.0,0.289,0.258,0.547,2.44,2.56,2017.0,1280,内野手,2,24,1993/10/10,176cm,76kg,B型,右右,東京都,True
宗　佑磨,オリックス,0.182,10.0,26.0,22.0,4.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,1.0,0.308,0.227,0.535,0.49,0.71,2017.0,600,内野手,3,21,1996/06/07,181cm,78kg,B型,右左,東京都,True
髙濱　祐仁,日本ハム,0.182,3.0,12.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.25,0.182,0.432,1.26,1.47,2017.0,490,内野手,3,21,1996/08/08,183cm,84kg,B型,右右,佐賀,False
江川　智晃,ソフトバンク,0.179,32.0,71.0,67.0,12.0,1.0,5.0,0.0,2.0,1.0,20.0,1.0,0.0,0.214,0.269,0.483,1.6,1.71,2017.0,1900,外野手,13,31,1986/10/31,180cm,86kg,B型,右右,三重,False
平沢　大河,ロッテ,0.176,50.0,129.0,119.0,21.0,1.0,3.0,1.0,6.0,1.0,40.0,3.0,1.0,0.222,0.235,0.458,1.34,1.48,2017.0,1250,内野手,2,20,1997/12/24,176cm,76kg,A型,右左,宮城,False
吉村　裕基,ソフトバンク,0.176,8.0,19.0,17.0,3.0,2.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0.263,0.529,0.793,3.84,4.27,2017.0,5000,外野手,15,33,1984/06/14,182cm,85kg,B型,右右,福岡,False
小窪　哲也,広島,0.175,26.0,65.0,57.0,10.0,0.0,8.0,1.0,6.0,0.0,13.0,2.0,3.0,0.254,0.211,0.464,1.11,1.25,2017.0,4000,内野手,10,32,1985/04/12,175cm,83kg,O型,右右,奈良,False
伊志嶺　翔大,ロッテ,0.173,52.0,117.0,104.0,18.0,0.0,4.0,4.0,9.0,0.0,22.0,4.0,1.0,0.239,0.202,0.441,1.47,1.61,2017.0,2000,外野手,7,29,1988/05/12,179cm,79kg,A型,右右,沖縄,False
太田　賢吾,日本ハム,0.171,40.0,88.0,82.0,14.0,1.0,6.0,0.0,2.0,0.0,21.0,4.0,1.0,0.19,0.256,0.447,1.03,1.15,2017.0,490,内野手,3,20,1997/01/19,186cm,81kg,A型,右左,埼玉,False
髙濱　卓也,ロッテ,0.171,28.0,38.0,35.0,6.0,0.0,1.0,0.0,3.0,0.0,6.0,0.0,4.0,0.237,0.229,0.465,0.23,0.26,2017.0,1450,内野手,10,28,1989/07/06,184cm,84kg,A型,右左,佐賀,False
市川　友也,日本ハム,0.17,57.0,154.0,135.0,23.0,1.0,8.0,0.0,6.0,4.0,32.0,8.0,3.0,0.226,0.244,0.47,1.3,1.44,2017.0,2300,捕手,8,32,1985/05/09,176cm,81kg,O型,右右,神奈川,False
吉田　裕太,ロッテ,0.17,61.0,107.0,94.0,16.0,3.0,6.0,0.0,7.0,0.0,30.0,6.0,4.0,0.228,0.34,0.568,1.83,1.91,2017.0,1480,捕手,4,26,1991/07/21,183cm,94kg,O型,右右,千葉,False
岡　大海,日本ハム,0.169,60.0,132.0,124.0,21.0,0.0,7.0,6.0,4.0,0.0,34.0,3.0,4.0,0.194,0.218,0.412,0.59,0.76,2017.0,2300,外野手,4,26,1991/07/15,185cm,77kg,B型,右右,岡山,False
枡田　慎太郎,楽天,0.169,32.0,77.0,71.0,12.0,1.0,4.0,1.0,6.0,0.0,23.0,0.0,1.0,0.234,0.268,0.501,1.77,1.88,2017.0,2500,外野手,12,30,1987/07/08,178cm,80kg,AB型,右左,京都,False
淺間　大基,日本ハム,0.167,19.0,44.0,42.0,7.0,0.0,3.0,1.0,2.0,0.0,17.0,0.0,1.0,0.205,0.238,0.443,0.99,1.02,2017.0,960,外野手,3,21,1996/06/21,183cm,79kg,B型,右左,東京都,True
陽川　尚将,阪神,0.167,12.0,19.0,18.0,3.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.211,0.333,0.544,2.12,2.47,2017.0,900,内野手,4,26,1991/07/17,180cm,89kg,O型,右右,大阪,False
井野　卓,ヤクルト,0.167,7.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.167,0.167,0.333,0.17,0.29,2017.0,780,捕手,12,34,1983/11/23,178cm,83kg,B型,右右,群馬,False
江村　直也,ロッテ,0.167,13.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.167,0.167,0.333,-1.54,-1.49,2017.0,980,捕手,7,25,1992/05/06,176cm,83kg,B型,右右,広島,False
大松　尚逸,ヤクルト,0.162,94.0,143.0,130.0,21.0,3.0,16.0,0.0,13.0,0.0,27.0,0.0,5.0,0.238,0.254,0.492,1.34,1.54,2017.0,800,内野手,13,35,1982/06/16,184cm,93kg,B型,左左,石川,False
クルーズ,楽天,0.162,13.0,37.0,37.0,6.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.162,0.216,0.378,0.16,0.21,2017.0,24000,内野手,4,33,1984/02/10,183cm,95kg,不明,右右,メキシコ,True
クルーズ,巨人,0.156,9.0,33.0,32.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.152,0.188,0.339,-0.15,0.25,2017.0,24000,内野手,4,33,1984/02/10,183cm,95kg,不明,右右,メキシコ,True
相川　亮二,巨人,0.158,29.0,40.0,38.0,6.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,1.0,0.175,0.184,0.359,0.1,0.48,2017.0,4500,捕手,23,41,1976/07/11,183cm,86kg,A型,右右,千葉,False
関根　大気,DeNA,0.158,29.0,20.0,19.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.2,0.158,0.358,0.39,0.61,2017.0,1600,外野手,4,22,1995/06/28,173cm,75kg,A型,左左,愛知,False
重信　慎之介,巨人,0.157,74.0,77.0,70.0,11.0,0.0,2.0,10.0,6.0,0.0,21.0,1.0,0.0,0.224,0.214,0.438,1.33,1.48,2017.0,1400,外野手,2,24,1993/04/17,173cm,70kg,A型,右左,千葉,False
塚田　正義,ソフトバンク,0.154,14.0,27.0,26.0,4.0,2.0,2.0,0.0,0.0,1.0,8.0,0.0,1.0,0.185,0.423,0.608,2.06,2.38,2017.0,1100,外野手,6,28,1989/07/23,177cm,80kg,A型,右右,茨城,False
大木　貴将,ロッテ,0.154,9.0,13.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.154,0.154,0.308,0.24,0.42,2017.0,430,内野手,2,26,1991/11/22,174cm,73kg,B型,右左,千葉,False
杉谷　拳士,日本ハム,0.147,35.0,85.0,75.0,11.0,0.0,3.0,1.0,5.0,0.0,20.0,5.0,1.0,0.2,0.2,0.4,0.75,0.88,2017.0,2450,内野手,9,26,1991/02/04,173cm,77kg,B型,右両,東京都,True
山下　幸輝,DeNA,0.143,21.0,21.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.143,0.238,0.381,0.39,0.41,2017.0,1200,内野手,3,24,1993/01/31,173cm,72kg,B型,右左,千葉,False
猪本　健太郎,ロッテ,0.143,8.0,14.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.143,0.214,0.357,-0.61,-0.48,2017.0,500,内野手,9,27,1990/12/23,182cm,95kg,O型,右右,熊本,False
岸里　亮佑,日本ハム,0.143,7.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.143,0.214,0.357,0.2,0.27,2017.0,500,外野手,4,22,1995/04/03,180cm,71kg,B型,右左,岩手,False
岡﨑　大輔,オリックス,0.143,5.0,14.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.143,0.143,0.286,-0.44,-0.23,2017.0,600,内野手,1,19,1998/09/17,182cm,75kg,AB型,右左,埼玉,False
縞田　拓弥,オリックス,0.143,5.0,9.0,7.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.333,0.143,0.476,0.77,1.0,2017.0,1600,内野手,6,30,1987/01/22,180cm,80kg,O型,右右,福岡,False
榎本　葵,ヤクルト,0.143,9.0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.25,0.143,0.393,0.91,1.22,2017.0,500,外野手,7,25,1992/07/24,180cm,80kg,O型,左左,神奈川,False
福田　将儀,楽天,0.143,9.0,7.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.143,0.143,0.286,0.4,0.59,2017.0,1000,外野手,3,25,1992/04/17,174cm,76kg,O型,右右,千葉,False
西田　明央,ヤクルト,0.137,37.0,86.0,73.0,10.0,1.0,7.0,1.0,11.0,1.0,20.0,0.0,2.0,0.256,0.219,0.475,1.57,1.91,2017.0,1860,捕手,7,25,1992/04/28,178cm,83kg,AB型,右右,京都,False
西田　哲朗,楽天,0.136,22.0,24.0,22.0,3.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.208,0.136,0.345,0.28,0.55,2017.0,1200,内野手,8,26,1991/09/04,180cm,78kg,O型,右右,大阪,False
渡邉　諒,日本ハム,0.133,22.0,35.0,30.0,4.0,0.0,2.0,0.0,3.0,0.0,13.0,2.0,0.0,0.212,0.233,0.445,1.23,1.37,2017.0,730,内野手,4,22,1995/04/30,178cm,78kg,B型,右右,茨城,False
森越　祐人,阪神,0.13,29.0,27.0,23.0,3.0,0.0,1.0,0.0,2.0,0.0,10.0,2.0,1.0,0.2,0.217,0.417,0.48,0.53,2017.0,650,内野手,7,29,1988/08/11,178cm,73kg,A型,右右,愛知,False
上本　崇司,広島,0.125,37.0,10.0,8.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.3,0.125,0.425,3.88,4.13,2017.0,700,内野手,5,27,1990/08/22,170cm,71kg,A型,右両,広島,False
斉藤　彰吾,西武,0.125,10.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.125,0.125,0.25,-0.85,-0.62,2017.0,1400,外野手,10,28,1989/05/14,179cm,80kg,B型,左左,埼玉,False
柴田　講平,ロッテ,0.121,17.0,34.0,33.0,4.0,1.0,2.0,1.0,0.0,1.0,9.0,0.0,0.0,0.147,0.212,0.359,0.4,0.73,2017.0,700,外野手,9,31,1986/07/17,177cm,78kg,A型,左左,福岡,False
中川　大志,楽天,0.118,23.0,36.0,34.0,4.0,0.0,4.0,0.0,1.0,1.0,11.0,0.0,0.0,0.167,0.176,0.343,0.15,0.3,2017.0,950,内野手,9,27,1990/06/08,186cm,92kg,A型,右右,愛知,False
荒木　郁也,阪神,0.118,49.0,22.0,17.0,2.0,0.0,0.0,4.0,2.0,0.0,7.0,3.0,0.0,0.211,0.118,0.328,1.48,1.67,2017.0,1000,内野手,7,29,1988/04/25,183cm,69kg,B型,右左,東京都,True
杉本　裕太郎,オリックス,0.118,9.0,17.0,17.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.118,0.353,0.471,0.38,0.66,2017.0,600,外野手,2,26,1991/04/05,190cm,94kg,B型,右右,徳島,False
Ｇ．後藤　武敏,DeNA,0.115,26.0,29.0,26.0,3.0,0.0,3.0,0.0,3.0,0.0,7.0,0.0,1.0,0.207,0.154,0.361,0.08,0.27,2017.0,2200,内野手,15,37,1980/06/05,176cm,84kg,A型,右右,静岡,False
田中　和基,楽天,0.111,51.0,59.0,54.0,6.0,1.0,2.0,7.0,3.0,0.0,25.0,2.0,0.0,0.158,0.204,0.362,0.56,0.82,2017.0,1200,外野手,1,23,1994/08/08,181cm,75kg,A型,右両,福岡,False
山崎　勝己,オリックス,0.111,17.0,22.0,18.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,0.2,0.222,0.422,1.05,1.1,2017.0,1160,捕手,17,35,1982/08/16,180cm,88kg,O型,右右,兵庫,False
森本　龍弥,日本ハム,0.111,5.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.2,0.111,0.311,-1.03,-0.81,2017.0,510,内野手,5,23,1994/06/12,185cm,101kg,O型,右右,兵庫,False
下水流　昂,広島,0.111,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.111,0.222,0.333,-0.09,-0.07,2017.0,1200,外野手,5,29,1988/04/23,178cm,91kg,A型,右右,神奈川,False
細川　亨,楽天,0.1,20.0,23.0,20.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.1,0.25,0.35,0.15,0.48,2017.0,2000,捕手,16,37,1980/01/04,183cm,103kg,B型,右右,青森,False
上本　達之,西武,0.1,11.0,11.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.182,0.1,0.282,-0.27,0.03,2017.0,1600,捕手,15,37,1980/11/08,186cm,93kg,B型,右左,山口,False
下妻　貴寛,楽天,0.1,8.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.1,0.1,0.2,-1.04,-0.84,2017.0,580,捕手,5,23,1994/04/15,186cm,85kg,B型,右右,山形,False
下園　辰哉,DeNA,0.1,8.0,11.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.182,0.1,0.282,-1.17,-0.97,2017.0,2300,外野手,11,33,1984/11/22,179cm,81kg,B型,左左,宮崎,False
佐野　恵太,DeNA,0.095,18.0,24.0,21.0,2.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.208,0.143,0.351,0.45,0.7,2017.0,670,内野手,1,23,1994/11/28,178cm,84kg,A型,右左,岡山,False
杉山　翔大,中日,0.091,39.0,83.0,66.0,6.0,0.0,1.0,0.0,9.0,2.0,16.0,5.0,1.0,0.218,0.091,0.309,0.15,0.53,2017.0,2580,捕手,5,26,1991/02/10,173cm,88kg,O型,右右,千葉,False
岩﨑　恭平,オリックス,0.091,7.0,11.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.091,0.091,0.182,-0.89,-0.65,2017.0,1150,内野手,9,31,1986/04/04,178cm,73kg,AB型,右左,神奈川,False
ジェンセン,ソフトバンク,0.083,6.0,14.0,12.0,1.0,1.0,1.0,0.0,2.0,0.0,9.0,0.0,0.0,0.214,0.333,0.548,2.05,2.6,2017.0,7840,内野手,1,29,1988/05/20,190cm,109kg,不明,左右,アメリカ,True
真砂　勇介,ソフトバンク,0.083,9.0,13.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.154,0.333,0.487,1.37,1.89,2017.0,600,外野手,5,23,1994/05/04,185cm,80kg,B型,右右,京都,False
鈴木　昂平,オリックス,0.081,72.0,39.0,37.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.081,0.135,0.216,-1.42,-1.31,2017.0,950,内野手,2,26,1991/06/20,175cm,77kg,B型,右右,東京都,True
江越　大賀,阪神,0.077,28.0,18.0,13.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,0.333,0.077,0.41,2.36,2.84,2017.0,1700,外野手,3,24,1993/03/12,182cm,80kg,O型,右右,長崎,False
シリアコ,DeNA,0.074,12.0,28.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.107,0.111,0.218,-1.05,-0.83,2017.0,1000,内野手,1,30,1987/06/16,191cm,102kg,不明,右右,ドミニカ共和国,True
田代　将太郎,西武,0.071,38.0,62.0,56.0,4.0,1.0,5.0,3.0,5.0,1.0,16.0,0.0,1.0,0.161,0.161,0.322,-0.25,0.12,2017.0,600,外野手,6,28,1989/12/13,178cm,75kg,A型,左左,北海道,False
溝脇　隼人,中日,0.071,12.0,16.0,14.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,1.0,0.188,0.286,0.473,0.56,1.04,2017.0,550,内野手,5,23,1994/05/17,178cm,70kg,O型,右左,熊本,False
伊志嶺　忠,楽天,0.071,14.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.071,0.143,0.214,-1.19,-1.06,2017.0,1350,捕手,10,32,1985/06/22,178cm,78kg,AB型,右左,沖縄,False
新井　良太,阪神,0.063,17.0,17.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.118,0.063,0.18,-1.27,-0.95,2017.0,2100,内野手,12,34,1983/08/16,188cm,99kg,AB型,右右,広島,False
小田　裕也,オリックス,0.059,43.0,20.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.111,0.059,0.17,-1.12,-0.87,2017.0,1500,外野手,3,28,1989/11/04,172cm,75kg,O型,右左,熊本,False
内田　靖人,楽天,0.048,7.0,21.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.048,0.048,0.095,-2.45,-2.24,2017.0,700,内野手,4,22,1995/05/30,185cm,86kg,O型,右右,福島,False
岡田　幸文,ロッテ,0.0,31.0,40.0,33.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.132,0.0,0.132,-1.3,-1.0,2017.0,4180,外野手,9,33,1984/07/06,177cm,70kg,O型,左左,栃木,False
實松　一成,巨人,0.0,14.0,13.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.333,0.0,0.333,1.35,1.62,2017.0,3700,捕手,19,36,1981/01/18,177cm,85kg,A型,右右,佐賀,False
森山　恵佑,日本ハム,0.0,5.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.083,0.0,0.083,-2.13,-1.77,2017.0,840,外野手,1,23,1994/05/02,188cm,92kg,B型,左左,富山,False
柿沼　友哉,ロッテ,0.0,8.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,-3.01,-2.89,2017.0,420,捕手,2,24,1993/05/12,180cm,82kg,A型,右右,茨城,False
吉田　雄人,オリックス,0.0,11.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.78,-2.5,2017.0,490,外野手,4,22,1995/04/21,178cm,78kg,B型,右左,北海道,False
平沼　翔太,日本ハム,0.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.73,-2.46,2017.0,520,内野手,2,20,1997/08/16,179cm,78kg,A型,右左,福井,False
金澤　岳,ロッテ,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.73,-2.47,2017.0,1300,捕手,15,33,1984/05/05,180cm,82kg,O型,右左,栃木,False
三輪　正義,ヤクルト,0.0,16.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.43,-1.26,2017.0,1830,内野手,10,33,1984/01/23,168cm,70kg,A型,右左,山口,False
愛斗,西武,0.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.167,0.0,0.167,-1.18,-0.7,2017.0,600,外野手,2,20,1997/04/06,178cm,84kg,O型,右右,大阪,False
狩野　恵輔,阪神,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-3.82,-3.78,2017.0,2800,外野手,17,35,1982/12/17,181cm,86kg,B型,右右,群馬,False
三家　和真,ロッテ,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.74,-2.48,2017.0,500,外野手,3,24,1993/08/13,180cm,80kg,B型,右両,和歌山,False
飛雄馬,DeNA,0.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.43,2017.0,900,内野手,6,26,1991/03/17,181cm,88kg,B型,右右,大阪,False
飯山　裕志,日本ハム,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.57,2017.0,2200,内野手,20,38,1979/07/13,178cm,78kg,B型,右右,鹿児島,False
石岡　諒太,中日,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.75,-2.5,2017.0,750,内野手,2,25,1992/05/25,187cm,90kg,A型,左左,兵庫,False
西森　将司,DeNA,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,2017.0,610,捕手,6,30,1987/12/29,182cm,80kg,A型,右両,京都,False
栗原　陵矢,ソフトバンク,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,2017.0,680,捕手,3,21,1996/07/04,177cm,72kg,A型,右左,福井,False
板山　祐太郎,阪神,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.61,2017.0,900,外野手,2,23,1994/03/27,180cm,78kg,B型,右左,神奈川,False
城所　龍磨,ソフトバンク,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.77,-2.52,2017.0,4000,外野手,14,32,1985/09/24,177cm,75kg,B型,右左,愛知,False
飯田　大祐,オリックス,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.84,-2.61,2017.0,1000,捕手,1,27,1990/09/19,181cm,85kg,O型,右右,茨城,False
