選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
明石　健志,ソフトバンク,0.253,63.0,172.0,154.0,39.0,2.0,17.0,4.0,12.0,0.0,32.0,5.0,1.0,0.305,0.364,0.669,3.88,3.84,2020.0,10000,内野手,17,34,1986/01/09,175cm,67kg,B,右左,北海道,False
ソト,DeNA,0.252,114.0,480.0,428.0,108.0,25.0,78.0,0.0,44.0,3.0,103.0,0.0,12.0,0.323,0.47,0.793,5.08,5.23,2020.0,18500,内野手,3,31,1989/02/28,185cm,97kg,不明,右右,プエルトリコ,True
マルテ,阪神,0.252,29.0,119.0,103.0,26.0,4.0,14.0,1.0,14.0,0.0,14.0,0.0,6.0,0.336,0.447,0.783,4.65,4.78,2020.0,14170,内野手,2,29,1991/06/21,185cm,102kg,不明,右右,ドミニカ共和国,True
横尾　俊建,日本ハム,0.252,44.0,116.0,107.0,27.0,2.0,11.0,0.0,6.0,2.0,16.0,0.0,3.0,0.302,0.327,0.629,3.25,3.37,2020.0,2000,内野手,5,27,1993/05/27,175cm,97kg,O,右右,東京都,True
田中　広輔,広島,0.251,112.0,454.0,378.0,95.0,8.0,39.0,8.0,55.0,5.0,86.0,12.0,1.0,0.351,0.37,0.721,4.9,4.96,2020.0,15000,内野手,7,31,1989/07/03,171cm,84kg,A,右左,神奈川,False
森　友哉,西武,0.251,104.0,405.0,358.0,90.0,9.0,38.0,4.0,38.0,3.0,67.0,2.0,7.0,0.325,0.38,0.705,4.32,4.4,2020.0,20000,捕手,7,25,1995/08/08,170cm,85kg,A,右左,大阪,False
中井　大介,DeNA,0.25,69.0,105.0,100.0,25.0,2.0,4.0,1.0,3.0,1.0,23.0,1.0,1.0,0.279,0.36,0.639,3.49,3.46,2020.0,2100,内野手,13,31,1989/11/27,183cm,88kg,B,右右,三重,False
髙谷　裕亮,ソフトバンク,0.25,33.0,62.0,52.0,13.0,2.0,10.0,0.0,4.0,2.0,19.0,4.0,0.0,0.328,0.423,0.751,4.83,4.76,2020.0,3400,捕手,14,39,1981/11/13,179cm,89kg,O,右左,栃木,False
西巻　賢二,ロッテ,0.25,11.0,19.0,16.0,4.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.333,0.313,0.646,2.9,2.87,2020.0,480,内野手,3,21,1999/04/22,167cm,70kg,A,右右,福島,False
曽根　海成,広島,0.25,33.0,17.0,16.0,4.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.294,0.313,0.607,2.32,2.48,2020.0,1000,内野手,7,25,1995/04/24,175cm,74kg,A,右左,大阪,False
森　敬斗,DeNA,0.25,8.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.333,0.583,2.91,2.7,2020.0,1000,内野手,1,18,2002/01/28,175cm,75kg,A,右左,静岡,False
柳町　達,ソフトバンク,0.25,12.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.25,0.65,4.12,4.12,2020.0,760,外野手,1,23,1997/04/20,180cm,75kg,B,右左,茨城,False
三木　亮,ロッテ,0.25,22.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.25,0.25,0.5,1.74,1.69,2020.0,2700,内野手,7,29,1991/10/25,175cm,78kg,A,右右,大阪,False
九鬼　隆平,ソフトバンク,0.25,5.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.4,1.0,1.4,13.26,13.41,2020.0,620,捕手,4,22,1998/09/05,179cm,78kg,A,右右,大阪,False
百瀬　大騎,DeNA,0.25,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.5,1.89,1.89,2020.0,590,内野手,6,23,1997/03/11,178cm,78kg,A,右左,長野,False
西川　愛也,西武,0.25,3.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,4.7,4.05,2020.0,700,外野手,3,21,1999/06/10,180cm,78kg,A,右左,大阪,False
中村　奨吾,ロッテ,0.249,120.0,499.0,422.0,105.0,8.0,49.0,6.0,52.0,8.0,97.0,15.0,6.0,0.341,0.365,0.706,4.42,4.39,2020.0,7200,内野手,6,28,1992/05/28,180cm,88kg,A,右右,兵庫,False
金子　侑司,西武,0.249,86.0,338.0,301.0,75.0,3.0,21.0,14.0,29.0,0.0,55.0,5.0,5.0,0.312,0.302,0.615,3.14,3.27,2020.0,12000,外野手,8,30,1990/04/24,179cm,76kg,B,右両,京都,False
木浪　聖也,阪神,0.249,92.0,334.0,297.0,74.0,3.0,25.0,2.0,24.0,2.0,54.0,8.0,1.0,0.307,0.354,0.66,3.93,3.88,2020.0,2200,内野手,2,26,1994/06/15,179cm,81kg,O,右左,青森,False
外崎　修汰,西武,0.247,120.0,500.0,433.0,107.0,8.0,43.0,21.0,54.0,4.0,87.0,7.0,7.0,0.335,0.353,0.688,4.29,4.3,2020.0,14000,内野手,6,28,1992/12/20,177cm,82kg,O,右右,青森,False
京田　陽太,中日,0.247,120.0,491.0,442.0,109.0,5.0,29.0,8.0,27.0,6.0,80.0,15.0,4.0,0.298,0.348,0.647,3.57,3.51,2020.0,6400,内野手,4,26,1994/04/20,184cm,83kg,O,右左,石川,False
ウィーラー,巨人,0.247,98.0,288.0,263.0,65.0,12.0,36.0,3.0,22.0,2.0,47.0,0.0,6.0,0.309,0.418,0.727,4.25,4.33,2020.0,20000,内野手,6,33,1987/01/16,178cm,100kg,不明,右右,アメリカ,True
陽川　尚将,阪神,0.247,71.0,182.0,158.0,39.0,8.0,24.0,2.0,15.0,6.0,42.0,2.0,4.0,0.333,0.437,0.77,4.77,4.84,2020.0,1900,内野手,7,29,1991/07/17,180cm,89kg,O,右右,大阪,False
若林　晃弘,巨人,0.247,76.0,159.0,146.0,36.0,2.0,14.0,2.0,8.0,1.0,32.0,3.0,6.0,0.288,0.342,0.631,2.55,2.61,2020.0,1900,内野手,3,27,1993/08/26,180cm,77kg,A,右両,東京都,True
坂口　智隆,ヤクルト,0.246,114.0,458.0,398.0,98.0,9.0,36.0,4.0,47.0,7.0,60.0,3.0,8.0,0.334,0.354,0.688,4.09,4.17,2020.0,11500,外野手,18,36,1984/07/07,181cm,82kg,O,右左,兵庫,False
ロペス,DeNA,0.246,81.0,305.0,293.0,72.0,12.0,42.0,0.0,10.0,0.0,36.0,0.0,8.0,0.269,0.396,0.665,3.39,3.5,2020.0,15000,内野手,8,37,1983/11/24,183cm,103kg,不明,右右,ベネズエラ,True
福田　永将,中日,0.246,64.0,216.0,195.0,48.0,5.0,24.0,0.0,18.0,2.0,43.0,0.0,7.0,0.315,0.39,0.705,3.96,3.95,2020.0,6500,内野手,14,32,1988/07/23,181cm,88kg,O,右右,神奈川,False
西野　真弘,オリックス,0.246,23.0,77.0,69.0,17.0,0.0,3.0,0.0,5.0,0.0,10.0,3.0,1.0,0.297,0.29,0.587,2.9,2.82,2020.0,2800,内野手,6,30,1990/08/02,167cm,71kg,O,右左,東京都,True
井上　晴哉,ロッテ,0.245,113.0,447.0,376.0,92.0,15.0,67.0,0.0,59.0,8.0,93.0,0.0,11.0,0.356,0.394,0.749,4.93,5.08,2020.0,5500,内野手,7,31,1989/07/03,180cm,114kg,A,右右,広島,False
山崎　晃大朗,ヤクルト,0.245,109.0,323.0,282.0,69.0,3.0,23.0,8.0,31.0,1.0,70.0,7.0,5.0,0.32,0.305,0.625,3.09,3.21,2020.0,1300,外野手,5,27,1993/08/11,173cm,68kg,O,左左,和歌山,False
西浦　直亨,ヤクルト,0.245,101.0,310.0,286.0,70.0,10.0,43.0,4.0,16.0,2.0,74.0,4.0,11.0,0.288,0.385,0.672,3.3,3.37,2020.0,3000,内野手,7,29,1991/04/11,178cm,75kg,B,右右,奈良,False
角中　勝也,ロッテ,0.244,84.0,254.0,217.0,53.0,2.0,15.0,2.0,24.0,5.0,41.0,7.0,7.0,0.332,0.341,0.673,3.82,3.8,2020.0,10000,外野手,14,33,1987/05/25,180cm,85kg,A,右左,石川,False
石川　慎吾,巨人,0.244,43.0,47.0,45.0,11.0,2.0,7.0,0.0,2.0,0.0,12.0,0.0,1.0,0.277,0.4,0.677,3.59,3.66,2020.0,2400,外野手,9,27,1993/04/27,178cm,80kg,O,右右,大阪,False
栗原　陵矢,ソフトバンク,0.243,118.0,500.0,440.0,107.0,17.0,73.0,5.0,38.0,5.0,90.0,11.0,7.0,0.307,0.42,0.727,4.26,4.4,2020.0,1000,捕手,6,24,1996/07/04,179cm,75kg,A,右左,福井,False
ボーア,阪神,0.243,99.0,379.0,329.0,80.0,17.0,45.0,1.0,45.0,3.0,88.0,0.0,13.0,0.338,0.422,0.76,4.61,4.72,2020.0,27250,内野手,1,32,1988/05/28,193cm,122kg,不明,右左,アメリカ,True
牧原　大成,ソフトバンク,0.241,77.0,180.0,170.0,41.0,1.0,8.0,6.0,3.0,1.0,25.0,4.0,2.0,0.256,0.324,0.579,2.78,2.84,2020.0,4000,内野手,10,28,1992/10/15,172cm,74kg,A,右左,福岡,False
田中　和基,楽天,0.24,80.0,282.0,254.0,61.0,8.0,25.0,6.0,23.0,1.0,76.0,3.0,2.0,0.305,0.382,0.687,4.13,4.18,2020.0,3200,外野手,4,26,1994/08/08,181cm,75kg,A,右両,福岡,False
若月　健矢,オリックス,0.24,75.0,215.0,192.0,46.0,3.0,19.0,2.0,9.0,5.0,40.0,8.0,4.0,0.29,0.349,0.639,3.31,3.28,2020.0,4500,捕手,7,25,1995/10/04,179cm,90kg,O,右右,埼玉,False
野間　峻祥,広島,0.24,70.0,56.0,50.0,12.0,0.0,1.0,2.0,4.0,0.0,17.0,2.0,0.0,0.296,0.24,0.536,1.94,2.06,2020.0,3400,外野手,6,27,1993/01/28,180cm,89kg,B,右左,兵庫,False
中田　翔,日本ハム,0.239,119.0,506.0,440.0,105.0,31.0,108.0,1.0,55.0,2.0,109.0,0.0,19.0,0.32,0.491,0.811,4.95,5.22,2020.0,29000,内野手,13,31,1989/04/22,184cm,107kg,O,右右,広島,False
小田　裕也,オリックス,0.239,87.0,94.0,88.0,21.0,1.0,7.0,4.0,2.0,1.0,23.0,3.0,1.0,0.264,0.352,0.616,2.91,2.89,2020.0,2400,外野手,6,31,1989/11/04,172cm,75kg,O,右左,熊本,False
陽　岱鋼,巨人,0.238,38.0,77.0,63.0,15.0,1.0,6.0,1.0,9.0,3.0,21.0,0.0,1.0,0.351,0.302,0.652,4.25,4.61,2020.0,30000,外野手,15,33,1987/01/17,184cm,89kg,A,右右,台湾,True
銀次,楽天,0.236,88.0,245.0,212.0,50.0,0.0,23.0,3.0,23.0,2.0,28.0,5.0,5.0,0.313,0.274,0.586,2.89,3.02,2020.0,11000,内野手,15,32,1988/02/24,174cm,78kg,A,右左,岩手,False
平田　良介,中日,0.235,55.0,193.0,166.0,39.0,3.0,17.0,0.0,24.0,2.0,33.0,0.0,4.0,0.337,0.331,0.668,3.89,3.94,2020.0,18000,外野手,15,32,1988/03/23,177cm,87kg,B,右右,大阪,False
ブラッシュ,楽天,0.235,37.0,149.0,119.0,28.0,2.0,18.0,1.0,25.0,2.0,46.0,0.0,2.0,0.369,0.345,0.714,4.83,5.06,2020.0,14000,外野手,2,31,1989/07/04,196cm,106kg,不明,右右,アメリカ,True
渡邊　佳明,楽天,0.235,35.0,95.0,85.0,20.0,0.0,12.0,0.0,3.0,0.0,15.0,6.0,1.0,0.258,0.318,0.576,2.56,2.56,2020.0,1400,内野手,2,23,1997/01/08,180cm,79kg,A,右左,神奈川,False
細川　成也,DeNA,0.235,19.0,54.0,51.0,12.0,1.0,1.0,1.0,2.0,1.0,20.0,0.0,1.0,0.278,0.333,0.611,3.06,3.06,2020.0,880,外野手,4,22,1998/08/04,179cm,93kg,AB,右右,神奈川,False
紅林　弘太郎,オリックス,0.235,5.0,18.0,17.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.278,0.235,0.513,1.43,1.49,2020.0,720,内野手,1,18,2002/02/07,186cm,82kg,B,右右,静岡,False
マーティン,ロッテ,0.234,104.0,448.0,359.0,84.0,25.0,65.0,7.0,70.0,17.0,100.0,0.0,10.0,0.382,0.485,0.866,6.46,6.54,2020.0,16000,外野手,2,32,1988/03/06,189cm,91kg,不明,右左,キューバ,True
レアード,ロッテ,0.233,39.0,147.0,133.0,31.0,6.0,15.0,0.0,13.0,0.0,28.0,0.0,5.0,0.299,0.391,0.69,3.65,3.81,2020.0,23760,内野手,6,33,1987/09/11,185cm,98kg,不明,右右,アメリカ,True
山野辺　翔,西武,0.233,53.0,64.0,60.0,14.0,0.0,4.0,5.0,1.0,2.0,11.0,0.0,2.0,0.266,0.283,0.549,2.15,2.3,2020.0,1200,内野手,2,26,1994/05/24,170cm,74kg,AB,右右,東京都,True
西田　明央,ヤクルト,0.232,69.0,215.0,190.0,44.0,7.0,20.0,0.0,20.0,3.0,48.0,1.0,4.0,0.313,0.368,0.682,3.84,3.95,2020.0,1500,捕手,10,28,1992/04/28,178cm,83kg,AB,右右,京都,False
木村　文紀,西武,0.231,90.0,301.0,264.0,61.0,8.0,33.0,5.0,18.0,7.0,75.0,9.0,4.0,0.295,0.383,0.677,3.61,3.75,2020.0,4500,外野手,14,32,1988/09/13,183cm,87kg,O,右右,東京都,True
松本　直樹,ヤクルト,0.231,6.0,14.0,13.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.286,0.231,0.516,2.37,2.48,2020.0,1000,捕手,3,27,1993/10/17,177cm,82kg,A,右右,香川,False
藤岡　裕大,ロッテ,0.229,106.0,370.0,314.0,72.0,4.0,33.0,8.0,36.0,1.0,60.0,16.0,5.0,0.309,0.315,0.624,3.36,3.42,2020.0,3500,内野手,3,27,1993/08/08,178cm,77kg,O,右左,岡山,False
中山　翔太,ヤクルト,0.229,29.0,53.0,48.0,11.0,4.0,8.0,0.0,3.0,1.0,19.0,0.0,2.0,0.283,0.5,0.783,4.31,4.72,2020.0,1500,外野手,2,24,1996/09/22,185cm,95kg,A,右右,大阪,False
松田　宣浩,ソフトバンク,0.228,116.0,431.0,395.0,90.0,13.0,46.0,1.0,32.0,1.0,76.0,0.0,2.0,0.285,0.382,0.668,3.9,4.01,2020.0,45000,内野手,15,37,1983/05/17,180cm,85kg,B,右右,滋賀,False
平沼　翔太,日本ハム,0.228,52.0,180.0,158.0,36.0,0.0,6.0,1.0,12.0,4.0,24.0,6.0,5.0,0.299,0.291,0.59,2.54,2.52,2020.0,1000,内野手,5,23,1997/08/16,179cm,78kg,A,右左,福井,False
佐藤　都志也,ロッテ,0.228,60.0,127.0,114.0,26.0,2.0,12.0,0.0,9.0,2.0,25.0,2.0,1.0,0.296,0.316,0.612,3.26,3.29,2020.0,1200,捕手,1,22,1998/01/27,181cm,83kg,B,右左,福島,False
北村　拓己,巨人,0.227,57.0,88.0,75.0,17.0,2.0,10.0,0.0,10.0,1.0,24.0,2.0,2.0,0.326,0.333,0.659,3.62,3.66,2020.0,860,内野手,3,25,1995/08/29,181cm,85kg,A,右右,石川,False
呉　念庭,西武,0.227,51.0,52.0,44.0,10.0,0.0,5.0,2.0,4.0,2.0,8.0,2.0,1.0,0.32,0.295,0.615,2.8,2.78,2020.0,560,内野手,5,27,1993/06/07,178cm,75kg,AB,右左,台湾,True
宗　佑磨,オリックス,0.225,72.0,203.0,182.0,41.0,1.0,9.0,5.0,10.0,6.0,32.0,5.0,2.0,0.288,0.308,0.596,2.73,2.72,2020.0,1900,外野手,6,24,1996/06/07,181cm,83kg,B,右左,東京都,True
シエラ,中日,0.225,25.0,94.0,80.0,18.0,1.0,7.0,1.0,10.0,3.0,25.0,0.0,6.0,0.33,0.288,0.617,2.69,2.88,2020.0,2500,外野手,1,32,1988/09/24,185cm,105kg,不明,右右,ドミニカ共和国,True
デスパイネ,ソフトバンク,0.224,25.0,97.0,85.0,19.0,6.0,12.0,0.0,12.0,0.0,11.0,0.0,5.0,0.32,0.447,0.767,4.21,4.36,2020.0,40000,外野手,7,34,1986/06/17,175cm,95kg,不明,右右,キューバ,True
長谷川　勇也,ソフトバンク,0.224,29.0,87.0,76.0,17.0,1.0,7.0,0.0,10.0,1.0,18.0,0.0,2.0,0.322,0.329,0.651,3.61,3.58,2020.0,8000,外野手,14,36,1984/12/22,180cm,88kg,AB,右左,山形,False
辰己　涼介,楽天,0.223,104.0,282.0,251.0,56.0,8.0,28.0,11.0,20.0,2.0,57.0,9.0,1.0,0.286,0.378,0.664,3.66,3.72,2020.0,2200,外野手,2,24,1996/12/27,180cm,74kg,A,右左,兵庫,False
雄平,ヤクルト,0.223,43.0,113.0,103.0,23.0,0.0,9.0,3.0,6.0,1.0,23.0,0.0,2.0,0.265,0.262,0.528,2.33,2.63,2020.0,10000,外野手,18,36,1984/06/25,174cm,83kg,A,左左,神奈川,False
石川　昂弥,中日,0.222,14.0,41.0,36.0,8.0,0.0,1.0,0.0,3.0,1.0,12.0,1.0,1.0,0.3,0.278,0.578,2.6,2.57,2020.0,1500,内野手,1,19,2001/06/22,185cm,93kg,O,右右,愛知,False
松井　雅人,オリックス,0.222,23.0,40.0,36.0,8.0,1.0,4.0,0.0,3.0,1.0,7.0,0.0,2.0,0.3,0.361,0.661,3.06,3.08,2020.0,2800,捕手,11,33,1987/11/19,179cm,81kg,A,右左,群馬,False
モタ,巨人,0.222,9.0,11.0,9.0,2.0,1.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,0.364,0.556,0.919,8.09,8.29,2020.0,550,外野手,2,24,1996/01/03,188cm,98kg,不明,右右,ドミニカ共和国,True
谷口　雄也,日本ハム,0.222,7.0,9.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.222,0.333,0.556,2.37,2.2,2020.0,1600,外野手,10,28,1992/06/01,182cm,92kg,B,右左,三重,False
桂　依央利,中日,0.222,2.0,9.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.222,0.333,0.556,2.37,2.2,2020.0,760,捕手,7,29,1991/07/09,185cm,90kg,B,右右,大阪,False
安田　尚憲,ロッテ,0.221,113.0,460.0,393.0,87.0,6.0,54.0,2.0,62.0,1.0,106.0,0.0,10.0,0.326,0.321,0.647,3.63,3.75,2020.0,1300,内野手,3,21,1999/04/15,188cm,95kg,A,右左,大阪,False
杉谷　拳士,日本ハム,0.221,88.0,161.0,131.0,29.0,2.0,11.0,4.0,12.0,4.0,32.0,14.0,2.0,0.306,0.344,0.65,3.43,3.38,2020.0,3000,内野手,12,29,1991/02/04,173cm,78kg,B,右両,東京都,True
ビヤヌエバ,日本ハム,0.22,54.0,196.0,168.0,37.0,4.0,19.0,1.0,22.0,4.0,39.0,0.0,1.0,0.321,0.31,0.631,3.62,3.89,2020.0,8000,内野手,2,29,1991/06/19,180cm,95kg,不明,右右,メキシコ,True
小幡　竜平,阪神,0.22,54.0,134.0,127.0,28.0,0.0,7.0,3.0,5.0,1.0,37.0,1.0,1.0,0.256,0.26,0.515,2.06,2.1,2020.0,720,内野手,2,20,2000/09/21,184cm,74kg,B,右左,大分,False
山足　達也,オリックス,0.219,63.0,105.0,96.0,21.0,1.0,5.0,3.0,2.0,1.0,13.0,6.0,0.0,0.242,0.302,0.545,2.37,2.36,2020.0,1150,内野手,3,27,1993/10/26,174cm,76kg,AB,右右,大阪,False
遠藤　一星,中日,0.219,65.0,87.0,73.0,16.0,0.0,4.0,0.0,6.0,3.0,12.0,4.0,1.0,0.301,0.233,0.534,2.27,2.48,2020.0,1400,外野手,6,31,1989/03/23,182cm,83kg,O,右左,東京都,True
ロドリゲス,オリックス,0.218,59.0,211.0,193.0,42.0,6.0,25.0,1.0,14.0,3.0,55.0,0.0,3.0,0.28,0.363,0.642,3.39,3.49,2020.0,7000,内野手,1,29,1991/11/18,191cm,95kg,不明,右右,ドミニカ共和国,True
田村　龍弘,ロッテ,0.217,92.0,237.0,203.0,44.0,4.0,23.0,1.0,20.0,3.0,45.0,10.0,3.0,0.295,0.31,0.605,2.99,3.1,2020.0,7000,捕手,8,26,1994/05/13,172cm,81kg,A,右右,大阪,False
福田　秀平,ロッテ,0.216,62.0,225.0,204.0,44.0,5.0,19.0,3.0,17.0,0.0,73.0,4.0,3.0,0.276,0.353,0.629,2.84,2.87,2020.0,3600,外野手,14,31,1989/02/10,182cm,77kg,AB,右左,神奈川,False
大下　誠一郎,オリックス,0.216,32.0,104.0,88.0,19.0,2.0,9.0,0.0,8.0,5.0,15.0,2.0,3.0,0.314,0.352,0.666,3.36,3.49,2020.0,240,外野手,1,23,1997/11/03,171cm,89kg,AB,右右,福岡,False
伊藤　光,DeNA,0.216,30.0,63.0,51.0,11.0,0.0,6.0,0.0,10.0,1.0,15.0,1.0,2.0,0.355,0.314,0.669,3.82,3.72,2020.0,11000,捕手,13,31,1989/04/23,180cm,83kg,B,右右,愛知,False
岩見　雅紀,楽天,0.216,16.0,38.0,37.0,8.0,1.0,4.0,0.0,1.0,0.0,11.0,0.0,2.0,0.237,0.378,0.615,2.21,2.26,2020.0,920,外野手,3,26,1994/07/10,187cm,108kg,A,右右,滋賀,False
廣岡　大志,ヤクルト,0.215,87.0,142.0,121.0,26.0,8.0,15.0,4.0,16.0,0.0,43.0,3.0,4.0,0.302,0.446,0.748,4.38,4.69,2020.0,1500,内野手,5,23,1997/04/09,183cm,81kg,O,右右,大阪,False
中谷　将大,阪神,0.215,70.0,87.0,79.0,17.0,2.0,16.0,1.0,5.0,1.0,27.0,1.0,0.0,0.267,0.304,0.571,2.87,3.13,2020.0,3000,外野手,10,27,1993/01/05,187cm,96kg,A,右右,福岡,False
佐野　皓大,オリックス,0.214,77.0,162.0,140.0,30.0,0.0,3.0,20.0,9.0,0.0,37.0,13.0,2.0,0.262,0.293,0.555,2.66,2.65,2020.0,1290,外野手,6,24,1996/09/02,182cm,73kg,A,右右,大分,False
中村　剛也,西武,0.213,79.0,297.0,258.0,55.0,9.0,31.0,0.0,34.0,3.0,75.0,0.0,7.0,0.31,0.372,0.682,3.73,3.85,2020.0,35000,内野手,19,37,1983/08/15,175cm,102kg,O,右右,大阪,False
坂本　誠志郎,阪神,0.213,38.0,95.0,75.0,16.0,0.0,4.0,1.0,13.0,0.0,20.0,7.0,1.0,0.33,0.267,0.596,3.01,3.02,2020.0,1400,捕手,5,27,1993/11/10,176cm,80kg,O,右右,兵庫,False
溝脇　隼人,中日,0.213,39.0,50.0,47.0,10.0,0.0,3.0,0.0,2.0,0.0,8.0,1.0,0.0,0.245,0.319,0.564,2.58,2.58,2020.0,650,内野手,8,26,1994/05/17,179cm,75kg,O,右左,熊本,False
戸柱　恭孝,DeNA,0.212,96.0,276.0,259.0,55.0,5.0,23.0,0.0,11.0,0.0,53.0,5.0,8.0,0.244,0.309,0.552,1.9,2.02,2020.0,3200,捕手,5,30,1990/04/11,179cm,90kg,A,右左,鹿児島,False
上本　崇司,広島,0.212,56.0,62.0,52.0,11.0,0.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,0.305,0.25,0.555,2.27,2.28,2020.0,900,内野手,8,30,1990/08/22,170cm,71kg,A,右両,広島,False
甲斐　拓也,ソフトバンク,0.211,104.0,360.0,289.0,61.0,11.0,33.0,4.0,43.0,3.0,80.0,22.0,7.0,0.317,0.377,0.694,3.66,3.83,2020.0,11000,捕手,10,28,1992/11/05,170cm,84kg,O,右右,大分,False
山下　幸輝,DeNA,0.209,39.0,46.0,43.0,9.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,1.0,0.261,0.256,0.517,1.9,1.91,2020.0,885,内野手,6,27,1993/01/31,173cm,80kg,B,右左,千葉,False
乙坂　智,DeNA,0.208,85.0,115.0,101.0,21.0,1.0,7.0,5.0,12.0,0.0,28.0,1.0,2.0,0.289,0.267,0.557,2.82,3.0,2020.0,3200,外野手,9,26,1994/01/06,183cm,83kg,O,右左,神奈川,False
磯村　嘉孝,広島,0.208,31.0,55.0,48.0,10.0,1.0,1.0,0.0,4.0,0.0,8.0,3.0,2.0,0.269,0.333,0.603,2.42,2.42,2020.0,1800,捕手,10,28,1992/11/01,178cm,90kg,A,右右,愛知,False
松井　佑介,オリックス,0.208,29.0,53.0,53.0,11.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.208,0.283,0.491,1.41,1.4,2020.0,1500,外野手,11,33,1987/07/10,185cm,87kg,O,右右,大阪,False
大城　滉二,オリックス,0.207,94.0,285.0,251.0,52.0,1.0,14.0,7.0,20.0,3.0,51.0,11.0,4.0,0.274,0.231,0.505,1.93,2.04,2020.0,4200,内野手,5,27,1993/06/14,175cm,82kg,B,右右,沖縄,False
メヒア,西武,0.207,74.0,260.0,237.0,49.0,11.0,33.0,0.0,20.0,2.0,82.0,0.0,5.0,0.273,0.409,0.682,3.58,3.7,2020.0,2200,内野手,5,27,1993/03/10,192cm,108kg,不明,右右,ドミニカ共和国,True
メヒア,西武,0.207,74.0,260.0,237.0,49.0,11.0,33.0,0.0,20.0,2.0,82.0,0.0,5.0,0.273,0.409,0.682,3.58,3.7,2020.0,10000,内野手,7,35,1985/12/02,198cm,118kg,不明,右右,ベネズエラ,True
メヒア,広島,0.188,37.0,85.0,80.0,15.0,2.0,4.0,1.0,5.0,0.0,21.0,0.0,3.0,0.235,0.288,0.523,1.66,1.81,2020.0,2200,内野手,5,27,1993/03/10,192cm,108kg,不明,右右,ドミニカ共和国,True
メヒア,広島,0.188,37.0,85.0,80.0,15.0,2.0,4.0,1.0,5.0,0.0,21.0,0.0,3.0,0.235,0.288,0.523,1.66,1.81,2020.0,10000,内野手,7,35,1985/12/02,198cm,118kg,不明,右右,ベネズエラ,True
鈴木　将平,西武,0.207,46.0,157.0,140.0,29.0,1.0,10.0,0.0,10.0,1.0,24.0,4.0,2.0,0.261,0.286,0.547,2.13,2.34,2020.0,660,外野手,4,22,1998/05/20,175cm,78kg,O,左左,静岡,False
王　柏融,日本ハム,0.207,52.0,95.0,87.0,18.0,2.0,9.0,0.0,6.0,1.0,27.0,0.0,2.0,0.263,0.322,0.585,2.56,2.75,2020.0,10000,外野手,2,27,1993/09/09,182cm,94kg,不明,右左,台湾,True
山川　穂高,西武,0.205,102.0,401.0,322.0,66.0,24.0,73.0,0.0,64.0,13.0,100.0,0.0,6.0,0.357,0.45,0.807,5.65,5.89,2020.0,21000,内野手,7,29,1991/11/23,176cm,103kg,A,右右,沖縄,False
松本　剛,日本ハム,0.203,84.0,162.0,138.0,28.0,1.0,11.0,5.0,8.0,4.0,21.0,11.0,1.0,0.265,0.268,0.533,2.26,2.39,2020.0,1800,外野手,9,27,1993/08/11,180cm,82kg,AB,右右,埼玉,False
和田　康士朗,ロッテ,0.203,71.0,69.0,59.0,12.0,0.0,0.0,23.0,6.0,1.0,23.0,3.0,0.0,0.288,0.22,0.508,3.74,3.82,2020.0,240,外野手,3,21,1999/01/14,185cm,77kg,B,左左,埼玉,False
中島　卓也,日本ハム,0.201,88.0,191.0,159.0,32.0,0.0,8.0,11.0,22.0,0.0,36.0,10.0,1.0,0.298,0.233,0.531,2.68,2.74,2020.0,9000,内野手,12,29,1991/01/11,178cm,75kg,A,右左,福岡,False
太田　光,楽天,0.2,67.0,164.0,130.0,26.0,2.0,16.0,0.0,18.0,2.0,38.0,11.0,2.0,0.301,0.323,0.624,3.07,3.28,2020.0,1450,捕手,2,24,1996/10/14,178cm,76kg,O,右右,岡山,False
