選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
小深田　大翔,楽天,0.288,112.0,437.0,378.0,109.0,3.0,31.0,17.0,42.0,4.0,59.0,11.0,5.0,0.364,0.381,0.745,5.05,4.93,2020.0,1500,内野手,1,25,1995/09/28,168cm,69kg,O,右左,兵庫,False
坂倉　将吾,広島,0.287,81.0,228.0,209.0,60.0,3.0,26.0,1.0,17.0,2.0,36.0,0.0,6.0,0.346,0.411,0.758,4.93,4.67,2020.0,800,捕手,4,22,1998/05/29,176cm,86kg,A,右左,千葉,False
オースティン,DeNA,0.286,65.0,269.0,238.0,68.0,20.0,56.0,0.0,29.0,1.0,69.0,0.0,4.0,0.364,0.605,0.969,7.77,7.65,2020.0,10000,内野手,1,29,1991/09/06,188cm,100kg,不明,右右,アメリカ,True
伊藤　裕季也,DeNA,0.286,5.0,17.0,14.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.375,0.429,0.804,5.98,5.52,2020.0,1320,内野手,2,24,1996/08/30,182cm,93kg,O,右右,三重,False
滝野　要,中日,0.286,10.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.375,0.286,0.661,4.79,4.75,2020.0,650,外野手,2,24,1996/07/08,185cm,76kg,B,右左,三重,False
岡林　勇希,中日,0.286,6.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.286,0.286,0.571,2.95,2.86,2020.0,550,外野手,1,18,2002/02/22,175cm,74kg,O,右左,三重,False
長野　久義,広島,0.285,95.0,299.0,267.0,76.0,10.0,42.0,1.0,29.0,1.0,61.0,0.0,5.0,0.355,0.468,0.823,6.02,5.9,2020.0,17000,外野手,11,36,1984/12/06,180cm,85kg,O,右右,佐賀,False
丸　佳浩,巨人,0.284,120.0,491.0,423.0,120.0,27.0,77.0,8.0,63.0,0.0,101.0,3.0,3.0,0.375,0.553,0.928,7.52,7.34,2020.0,45000,外野手,13,31,1989/04/11,177cm,94kg,AB,右左,千葉,False
渡邉　諒,日本ハム,0.283,117.0,465.0,414.0,117.0,6.0,39.0,4.0,43.0,0.0,81.0,5.0,9.0,0.348,0.377,0.725,4.7,4.65,2020.0,3500,内野手,7,25,1995/04/30,178cm,85kg,B,右右,茨城,False
島内　宏明,楽天,0.281,114.0,471.0,406.0,114.0,8.0,53.0,9.0,48.0,7.0,71.0,6.0,8.0,0.363,0.392,0.755,5.36,5.31,2020.0,10000,外野手,9,30,1990/02/02,180cm,75kg,B,左左,石川,False
大和,DeNA,0.281,85.0,225.0,199.0,56.0,4.0,23.0,3.0,20.0,0.0,28.0,3.0,8.0,0.342,0.387,0.729,4.22,4.29,2020.0,10000,内野手,15,33,1987/11/05,177cm,72kg,A,右右,鹿児島,False
浅村　栄斗,楽天,0.28,120.0,529.0,432.0,121.0,32.0,104.0,1.0,91.0,4.0,111.0,0.0,15.0,0.408,0.56,0.969,7.84,7.74,2020.0,50000,内野手,12,30,1990/11/12,182cm,90kg,O,右右,大阪,False
堂林　翔太,広島,0.279,111.0,451.0,401.0,112.0,14.0,58.0,17.0,41.0,4.0,91.0,3.0,12.0,0.35,0.436,0.787,5.35,5.26,2020.0,1600,内野手,11,29,1991/08/17,183cm,88kg,A,右右,愛知,False
塩見　泰隆,ヤクルト,0.279,43.0,179.0,154.0,43.0,8.0,21.0,13.0,17.0,5.0,44.0,3.0,4.0,0.369,0.487,0.856,6.49,6.4,2020.0,1050,外野手,3,27,1993/06/12,179cm,76kg,B,右右,神奈川,False
清田　育宏,ロッテ,0.278,70.0,209.0,180.0,50.0,7.0,23.0,0.0,22.0,2.0,52.0,5.0,6.0,0.363,0.467,0.829,5.63,5.42,2020.0,6000,外野手,11,34,1986/02/11,180cm,85kg,A,右右,千葉,False
原口　文仁,阪神,0.278,48.0,78.0,72.0,20.0,3.0,19.0,0.0,5.0,1.0,16.0,0.0,2.0,0.333,0.444,0.778,5.08,4.94,2020.0,2800,捕手,11,28,1992/03/03,182cm,93kg,AB,右右,埼玉,False
藤井　亮太,ヤクルト,0.278,10.0,20.0,18.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.316,0.278,0.594,3.3,3.26,2020.0,1100,内野手,7,32,1988/09/30,176cm,73kg,A,右左,兵庫,False
松山　竜平,広島,0.277,108.0,425.0,404.0,112.0,9.0,67.0,0.0,17.0,1.0,72.0,0.0,11.0,0.306,0.416,0.722,4.22,4.09,2020.0,8500,外野手,13,35,1985/09/18,176cm,96kg,B,右左,鹿児島,False
グラシアル,ソフトバンク,0.277,69.0,276.0,256.0,71.0,10.0,35.0,2.0,16.0,3.0,62.0,0.0,2.0,0.326,0.441,0.767,5.36,5.27,2020.0,15000,内野手,3,35,1985/10/14,187cm,95kg,不明,右右,キューバ,True
倉本　寿彦,DeNA,0.276,82.0,216.0,199.0,55.0,1.0,17.0,0.0,16.0,1.0,42.0,0.0,2.0,0.333,0.312,0.645,3.97,3.86,2020.0,5000,内野手,6,29,1991/01/07,180cm,82kg,B,右左,神奈川,False
岡本　和真,巨人,0.275,118.0,500.0,440.0,121.0,31.0,97.0,2.0,55.0,5.0,85.0,0.0,10.0,0.362,0.545,0.907,6.93,6.8,2020.0,14000,内野手,6,24,1996/06/30,185cm,96kg,A,右右,奈良,False
大田　泰示,日本ハム,0.275,115.0,481.0,455.0,125.0,14.0,68.0,3.0,25.0,1.0,105.0,0.0,11.0,0.314,0.407,0.721,4.27,4.19,2020.0,10000,外野手,12,30,1990/06/09,188cm,96kg,O,右右,広島,False
吉川　尚輝,巨人,0.274,112.0,389.0,354.0,97.0,8.0,32.0,11.0,30.0,3.0,60.0,2.0,6.0,0.336,0.398,0.734,4.87,4.71,2020.0,2300,内野手,4,25,1995/02/08,177cm,78kg,A,右左,岐阜,False
モヤ,オリックス,0.274,46.0,176.0,164.0,45.0,12.0,38.0,0.0,11.0,1.0,33.0,0.0,7.0,0.324,0.567,0.891,5.88,5.8,2020.0,6500,外野手,3,29,1991/08/09,201cm,117kg,不明,右左,プエルトリコ,True
宮本　丈,ヤクルト,0.274,94.0,171.0,146.0,40.0,2.0,12.0,3.0,18.0,2.0,23.0,5.0,3.0,0.361,0.37,0.731,4.86,4.7,2020.0,850,内野手,3,25,1995/04/03,182cm,78kg,B,右左,大阪,False
エスコバー,ヤクルト,0.273,104.0,402.0,377.0,103.0,1.0,30.0,6.0,13.0,9.0,52.0,1.0,9.0,0.312,0.329,0.641,3.3,3.2,2020.0,8720,内野手,1,34,1986/12/16,185cm,88kg,不明,右右,ベネズエラ,True
渡邉　大樹,ヤクルト,0.273,33.0,12.0,11.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.333,0.273,0.606,1.99,2.21,2020.0,650,外野手,5,23,1997/06/07,182cm,87kg,O,右右,千葉,False
栗山　巧,西武,0.272,111.0,428.0,372.0,101.0,12.0,67.0,0.0,53.0,1.0,77.0,0.0,10.0,0.362,0.427,0.79,5.52,5.42,2020.0,15000,外野手,19,37,1983/09/03,177cm,85kg,O,右左,兵庫,False
ロメロ,楽天,0.272,103.0,404.0,356.0,97.0,24.0,63.0,0.0,38.0,8.0,108.0,0.0,8.0,0.354,0.539,0.893,6.61,6.54,2020.0,6540,外野手,4,32,1988/10/17,188cm,100kg,不明,右右,アメリカ,True
菊池　涼介,広島,0.271,106.0,429.0,376.0,102.0,10.0,41.0,3.0,35.0,1.0,68.0,16.0,9.0,0.334,0.423,0.757,4.7,4.58,2020.0,30000,内野手,9,30,1990/03/11,171cm,72kg,A,右右,東京都,True
中村　晃,ソフトバンク,0.271,100.0,413.0,362.0,98.0,6.0,50.0,0.0,39.0,3.0,47.0,3.0,4.0,0.341,0.367,0.709,4.75,4.83,2020.0,24000,外野手,13,31,1989/11/05,176cm,83kg,O,左左,埼玉,False
源田　壮亮,西武,0.27,120.0,518.0,455.0,123.0,1.0,21.0,18.0,38.0,1.0,80.0,22.0,6.0,0.327,0.33,0.656,3.78,3.72,2020.0,14000,内野手,4,27,1993/02/16,179cm,75kg,O,右左,大分,False
周東　佑京,ソフトバンク,0.27,103.0,346.0,307.0,83.0,1.0,27.0,50.0,24.0,2.0,79.0,11.0,2.0,0.325,0.352,0.677,4.88,4.8,2020.0,2000,内野手,3,24,1996/02/10,179cm,66kg,A,右左,群馬,False
大城　卓三,巨人,0.27,93.0,308.0,274.0,74.0,9.0,41.0,1.0,30.0,0.0,82.0,1.0,1.0,0.339,0.412,0.751,5.31,5.29,2020.0,3500,捕手,3,27,1993/02/11,187cm,90kg,B,右左,沖縄,False
スパンジェンバーグ,西武,0.268,111.0,445.0,407.0,109.0,15.0,57.0,12.0,32.0,4.0,150.0,0.0,2.0,0.326,0.482,0.807,5.84,5.72,2020.0,8000,外野手,1,29,1991/03/16,183cm,89kg,不明,右左,アメリカ,True
糸井　嘉男,阪神,0.268,86.0,311.0,269.0,72.0,2.0,28.0,2.0,38.0,3.0,50.0,0.0,5.0,0.363,0.357,0.72,4.92,4.81,2020.0,40000,外野手,17,39,1981/07/31,188cm,99kg,A,右左,京都,False
今宮　健太,ソフトバンク,0.268,43.0,177.0,164.0,44.0,6.0,22.0,2.0,5.0,0.0,22.0,5.0,2.0,0.285,0.445,0.73,4.45,4.53,2020.0,29000,内野手,11,29,1991/07/15,172cm,76kg,O,右右,大分,False
杉本　裕太郎,オリックス,0.268,41.0,141.0,127.0,34.0,2.0,17.0,1.0,10.0,4.0,34.0,0.0,4.0,0.34,0.354,0.695,4.21,4.15,2020.0,880,外野手,5,29,1991/04/05,190cm,102kg,B,右右,徳島,False
ビシエド,中日,0.267,109.0,462.0,409.0,109.0,17.0,82.0,3.0,34.0,9.0,48.0,0.0,17.0,0.329,0.447,0.776,4.75,4.91,2020.0,30000,内野手,5,31,1989/03/10,185cm,108kg,不明,右右,キューバ,True
木下　拓哉,中日,0.267,88.0,269.0,251.0,67.0,6.0,32.0,0.0,12.0,1.0,49.0,5.0,1.0,0.303,0.402,0.705,4.41,4.25,2020.0,1200,捕手,5,29,1991/12/18,183cm,92kg,B,右右,高知,False
パーラ,巨人,0.267,47.0,154.0,146.0,39.0,4.0,13.0,0.0,8.0,0.0,35.0,0.0,6.0,0.305,0.384,0.689,3.38,3.36,2020.0,16200,外野手,1,33,1987/05/06,180cm,95kg,不明,左左,ベネズエラ,True
ピレラ,広島,0.266,99.0,337.0,316.0,84.0,11.0,34.0,2.0,19.0,2.0,53.0,0.0,4.0,0.312,0.411,0.723,4.45,4.4,2020.0,6480,外野手,1,31,1989/11/21,182cm,99kg,不明,右右,ベネズエラ,True
柴田　竜拓,DeNA,0.266,110.0,276.0,233.0,62.0,2.0,20.0,0.0,29.0,4.0,50.0,9.0,1.0,0.356,0.352,0.708,4.82,4.67,2020.0,4280,内野手,5,27,1993/12/16,167cm,68kg,O,右左,岡山,False
會澤　翼,広島,0.266,79.0,263.0,229.0,61.0,7.0,36.0,2.0,22.0,11.0,51.0,1.0,8.0,0.359,0.415,0.774,5.16,5.02,2020.0,18000,捕手,14,32,1988/04/13,177cm,91kg,B,右右,茨城,False
田中　俊太,巨人,0.265,48.0,78.0,68.0,18.0,1.0,6.0,2.0,8.0,1.0,15.0,0.0,0.0,0.346,0.368,0.714,5.27,5.29,2020.0,1700,内野手,3,27,1993/08/18,178cm,82kg,O,右左,神奈川,False
松原　聖弥,巨人,0.263,86.0,313.0,278.0,73.0,3.0,19.0,12.0,29.0,0.0,71.0,4.0,4.0,0.33,0.371,0.701,4.55,4.51,2020.0,600,外野手,4,25,1995/01/26,173cm,72kg,O,右左,大阪,False
川島　慶三,ソフトバンク,0.263,59.0,162.0,137.0,36.0,4.0,9.0,0.0,19.0,4.0,17.0,2.0,2.0,0.369,0.38,0.748,4.76,4.78,2020.0,7000,内野手,15,37,1983/10/05,173cm,74kg,A,右右,長崎,False
梅野　隆太郎,阪神,0.262,98.0,342.0,298.0,78.0,7.0,29.0,5.0,33.0,0.0,77.0,9.0,9.0,0.333,0.389,0.723,4.35,4.3,2020.0,10000,捕手,7,29,1991/06/17,173cm,77kg,A,右右,福岡,False
立岡　宗一郎,巨人,0.261,29.0,27.0,23.0,6.0,1.0,4.0,1.0,4.0,0.0,6.0,0.0,1.0,0.37,0.478,0.849,6.14,5.97,2020.0,2000,外野手,12,30,1990/05/18,181cm,82kg,A,右左,熊本,False
菅野　剛士,ロッテ,0.26,81.0,275.0,223.0,58.0,2.0,20.0,1.0,45.0,2.0,55.0,5.0,7.0,0.389,0.359,0.748,4.92,4.83,2020.0,1440,外野手,3,27,1993/05/06,171cm,83kg,A,右左,東京都,True
藤原　恭大,ロッテ,0.26,26.0,105.0,96.0,25.0,3.0,10.0,4.0,6.0,0.0,33.0,2.0,1.0,0.301,0.406,0.707,4.32,4.37,2020.0,1500,外野手,2,20,2000/05/06,181cm,80kg,B,左左,大阪,False
伏見　寅威,オリックス,0.259,71.0,198.0,189.0,49.0,6.0,23.0,0.0,6.0,0.0,35.0,2.0,4.0,0.281,0.413,0.693,3.83,3.84,2020.0,1650,捕手,8,30,1990/05/12,182cm,88kg,AB,右右,北海道,False
大盛　穂,広島,0.259,73.0,148.0,135.0,35.0,2.0,16.0,5.0,11.0,1.0,50.0,0.0,1.0,0.318,0.385,0.703,4.29,4.28,2020.0,500,外野手,2,24,1996/08/31,180cm,71kg,A,右左,大阪,False
太田　椋,オリックス,0.259,20.0,61.0,54.0,14.0,3.0,5.0,0.0,4.0,1.0,19.0,2.0,0.0,0.322,0.463,0.785,5.34,5.33,2020.0,800,内野手,2,19,2001/02/14,181cm,81kg,B,右右,大阪,False
ジョーンズ,オリックス,0.258,87.0,338.0,302.0,78.0,12.0,43.0,1.0,32.0,2.0,66.0,0.0,9.0,0.331,0.417,0.749,4.71,4.75,2020.0,44000,外野手,1,35,1985/08/01,188cm,98kg,不明,右右,アメリカ,True
福田　周平,オリックス,0.258,76.0,312.0,260.0,67.0,0.0,24.0,13.0,43.0,3.0,44.0,3.0,5.0,0.366,0.335,0.7,4.68,4.69,2020.0,4500,内野手,3,28,1992/08/08,167cm,69kg,A,右左,大阪,False
阿部　寿樹,中日,0.257,115.0,459.0,421.0,108.0,13.0,61.0,2.0,30.0,1.0,92.0,5.0,21.0,0.306,0.409,0.715,3.58,3.57,2020.0,3000,内野手,5,31,1989/12/03,185cm,80kg,B,右右,岩手,False
サンズ,阪神,0.257,110.0,443.0,377.0,97.0,19.0,64.0,2.0,61.0,3.0,106.0,0.0,11.0,0.363,0.451,0.814,5.68,5.7,2020.0,12000,外野手,1,33,1987/09/28,193cm,102kg,不明,右右,アメリカ,True
野村　佑希,日本ハム,0.257,21.0,76.0,74.0,19.0,3.0,18.0,0.0,1.0,1.0,17.0,0.0,1.0,0.276,0.473,0.749,4.54,4.47,2020.0,600,内野手,2,20,2000/06/26,187cm,92kg,O,右右,アメリカ,True
Ｔ－岡田,オリックス,0.256,100.0,377.0,328.0,84.0,16.0,55.0,5.0,40.0,4.0,87.0,0.0,11.0,0.34,0.457,0.797,5.11,5.23,2020.0,9000,外野手,15,32,1988/02/09,187cm,100kg,B,左左,大阪,False
重信　慎之介,巨人,0.256,60.0,96.0,90.0,23.0,1.0,6.0,5.0,6.0,0.0,33.0,0.0,1.0,0.302,0.367,0.669,4.05,3.93,2020.0,3500,外野手,5,27,1993/04/17,173cm,74kg,A,右左,千葉,False
宇草　孔基,広島,0.256,13.0,47.0,43.0,11.0,0.0,3.0,3.0,3.0,1.0,7.0,0.0,0.0,0.319,0.326,0.645,3.66,3.64,2020.0,1200,外野手,1,23,1997/04/17,185cm,83kg,O,右左,東京都,True
亀井　善行,巨人,0.255,51.0,156.0,141.0,36.0,2.0,17.0,0.0,11.0,1.0,21.0,1.0,3.0,0.31,0.348,0.657,3.59,3.67,2020.0,11000,外野手,16,38,1982/07/28,178cm,82kg,AB,右左,奈良,False
山田　哲人,ヤクルト,0.254,94.0,384.0,334.0,85.0,12.0,52.0,8.0,48.0,0.0,83.0,0.0,6.0,0.346,0.419,0.766,5.15,5.14,2020.0,50000,内野手,10,28,1992/07/16,180cm,76kg,O,右右,兵庫,False
