選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
ボウカー,巨人,0.262,105.0,295.0,271.0,71.0,14.0,46.0,0.0,19.0,3.0,79.0,0.0,8.0,0.315,0.502,0.817,5.24,5.20,2013.0,3000,外野手,2,30,1983/07/08,188cm,86kg,不明,左左,アメリカ,True
多村　仁志,DeNA,0.261,96.0,277.0,238.0,62.0,12.0,39.0,1.0,33.0,3.0,54.0,0.0,5.0,0.354,0.466,0.82,5.79,5.89,2013.0,11000,外野手,19,36,1977/03/28,180cm,80kg,B型,右右,神奈川,False
江川　智晃,ソフトバンク,0.26,77.0,264.0,227.0,59.0,12.0,35.0,2.0,30.0,3.0,64.0,3.0,3.0,0.352,0.445,0.797,5.53,5.63,2013.0,1400,外野手,9,27,1986/10/31,180cm,86kg,B型,右右,三重,False
大松　尚逸,ロッテ,0.26,35.0,82.0,77.0,20.0,0.0,8.0,0.0,3.0,2.0,16.0,0.0,1.0,0.305,0.325,0.63,3.50,3.34,2013.0,5000,内野手,9,31,1982/06/16,184cm,93kg,B型,左左,石川,False
岡田　幸文,ロッテ,0.259,134.0,355.0,313.0,81.0,0.0,18.0,19.0,18.0,5.0,26.0,16.0,7.0,0.307,0.297,0.604,3.26,3.30,2013.0,4000,外野手,5,29,1984/07/06,177cm,70kg,O型,左左,栃木,False
キラ,広島,0.259,66.0,265.0,224.0,58.0,14.0,45.0,0.0,36.0,2.0,65.0,0.0,2.0,0.362,0.478,0.84,6.39,6.56,2013.0,3500,内野手,1,29,1984/03/29,193cm,106kg,不明,右左,アメリカ,True
大野　奨太,日本ハム,0.259,87.0,244.0,201.0,52.0,3.0,19.0,0.0,25.0,3.0,35.0,15.0,3.0,0.349,0.368,0.718,4.51,4.34,2013.0,2900,捕手,5,26,1987/01/13,177cm,79kg,O型,右右,岐阜,False
荒波　翔,DeNA,0.258,126.0,490.0,445.0,115.0,2.0,30.0,19.0,37.0,2.0,96.0,4.0,9.0,0.317,0.337,0.654,3.64,3.57,2013.0,3000,外野手,3,27,1986/01/25,179cm,78kg,A型,右左,神奈川,False
藤井　彰人,阪神,0.258,112.0,343.0,298.0,77.0,1.0,24.0,1.0,27.0,0.0,43.0,15.0,7.0,0.317,0.292,0.609,3.15,3.19,2013.0,4200,捕手,15,37,1976/06/18,170cm,81kg,AB型,右右,大阪,False
嶋　基宏,楽天,0.257,134.0,507.0,447.0,115.0,4.0,48.0,3.0,39.0,2.0,92.0,16.0,14.0,0.318,0.318,0.635,3.21,3.22,2013.0,6000,捕手,7,29,1984/12/13,179cm,82kg,A型,右右,岐阜,False
上田　剛史,ヤクルト,0.257,112.0,399.0,339.0,87.0,4.0,22.0,18.0,33.0,1.0,65.0,24.0,2.0,0.323,0.336,0.659,4.05,4.06,2013.0,1300,外野手,7,25,1988/10/02,180cm,73kg,B型,右左,岡山,False
亀井　善行,巨人,0.257,86.0,324.0,296.0,76.0,3.0,25.0,3.0,17.0,1.0,36.0,9.0,5.0,0.298,0.345,0.643,3.42,3.35,2013.0,3800,外野手,9,31,1982/07/28,178cm,80kg,AB型,右左,奈良,False
荒木　貴裕,ヤクルト,0.256,12.0,44.0,43.0,11.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.256,0.349,0.605,2.73,2.76,2013.0,1000,内野手,4,26,1987/07/26,180cm,84kg,AB型,右右,富山,False
清田　育宏,ロッテ,0.255,68.0,223.0,184.0,47.0,3.0,18.0,3.0,29.0,2.0,51.0,6.0,5.0,0.359,0.375,0.734,4.63,4.66,2013.0,3000,外野手,4,27,1986/02/11,180cm,85kg,A型,右右,千葉,False
岩本　貴裕,広島,0.255,82.0,152.0,145.0,37.0,5.0,24.0,0.0,5.0,0.0,33.0,0.0,3.0,0.276,0.407,0.683,3.73,3.84,2013.0,1900,外野手,5,27,1986/04/18,182cm,90kg,A型,左左,広島,False
Ｇ．Ｇ．佐藤,ロッテ,0.255,30.0,54.0,51.0,13.0,2.0,9.0,0.0,3.0,0.0,15.0,0.0,3.0,0.296,0.471,0.767,3.66,3.56,2013.0,1000,外野手,9,35,1978/08/09,184cm,98kg,AB型,右右,千葉,False
上本　博紀,阪神,0.254,25.0,70.0,59.0,15.0,2.0,8.0,2.0,8.0,1.0,19.0,2.0,1.0,0.353,0.407,0.76,4.96,4.92,2013.0,2100,内野手,5,27,1986/07/04,173cm,63kg,O型,右右,広島,False
今宮　健太,ソフトバンク,0.253,143.0,600.0,491.0,124.0,5.0,43.0,10.0,35.0,9.0,94.0,62.0,7.0,0.312,0.346,0.658,3.52,3.47,2013.0,2200,内野手,4,22,1991/07/15,172cm,68kg,O型,右右,大分,False
原　拓也,オリックス,0.253,67.0,174.0,154.0,39.0,0.0,8.0,0.0,15.0,0.0,29.0,5.0,6.0,0.32,0.292,0.612,2.83,2.79,2013.0,3000,内野手,7,29,1984/05/18,175cm,80kg,O型,右左,神奈川,False
山崎　勝己,ソフトバンク,0.252,91.0,168.0,139.0,35.0,1.0,20.0,0.0,10.0,4.0,30.0,12.0,0.0,0.314,0.345,0.659,3.88,3.95,2013.0,3400,捕手,13,31,1982/08/16,180cm,83kg,O型,右右,兵庫,False
ミレッジ,ヤクルト,0.251,96.0,423.0,374.0,94.0,16.0,49.0,7.0,42.0,2.0,54.0,3.0,12.0,0.329,0.436,0.764,4.73,4.73,2013.0,9000,外野手,2,28,1985/04/05,183cm,93kg,不明,右右,アメリカ,True
鶴岡　一成,DeNA,0.25,108.0,318.0,280.0,70.0,3.0,40.0,1.0,26.0,1.0,50.0,7.0,7.0,0.312,0.346,0.658,3.63,3.64,2013.0,4000,捕手,18,36,1977/05/30,183cm,85kg,A型,右右,兵庫,False
大崎　雄太朗,西武,0.25,84.0,208.0,184.0,46.0,1.0,13.0,0.0,11.0,5.0,29.0,5.0,5.0,0.305,0.299,0.604,3.00,3.13,2013.0,2800,外野手,7,29,1984/10/18,169cm,79kg,O型,右左,茨城,False
比屋根　渉,ヤクルト,0.25,63.0,176.0,156.0,39.0,1.0,10.0,14.0,14.0,1.0,20.0,4.0,1.0,0.314,0.314,0.628,3.56,3.61,2013.0,1200,外野手,2,26,1987/06/20,180cm,70kg,O型,右右,沖縄,False
宮崎　敏郎,DeNA,0.25,33.0,58.0,52.0,13.0,2.0,5.0,0.0,2.0,3.0,11.0,0.0,1.0,0.31,0.404,0.714,4.35,4.56,2013.0,850,内野手,1,25,1988/12/12,172cm,85kg,B型,右右,佐賀,False
小笠原　道大,巨人,0.25,22.0,40.0,36.0,9.0,1.0,8.0,0.0,2.0,1.0,7.0,0.0,2.0,0.3,0.389,0.689,2.96,3.24,2013.0,7000,内野手,17,40,1973/10/25,178cm,83kg,A型,右左,千葉,False
谷　佳知,巨人,0.25,13.0,31.0,28.0,7.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,0.3,0.321,0.621,2.40,2.25,2013.0,8000,外野手,17,40,1973/02/09,173cm,77kg,O型,右右,大阪,False
伏見　寅威,オリックス,0.25,17.0,30.0,28.0,7.0,1.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.276,0.393,0.669,3.82,3.82,2013.0,1200,捕手,1,23,1990/05/12,182cm,85kg,AB型,右右,北海道,False
高山　久,阪神,0.25,9.0,21.0,16.0,4.0,2.0,3.0,0.0,4.0,1.0,6.0,0.0,0.0,0.429,0.688,1.116,10.60,10.31,2013.0,1900,外野手,14,32,1981/11/16,177cm,84kg,O型,右右,熊本,False
吉川　大幾,中日,0.25,15.0,15.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.25,0.25,0.5,2.18,2.14,2013.0,700,内野手,3,21,1992/08/21,175cm,70kg,A型,右両,大阪,False
川崎　成晃,ヤクルト,0.25,11.0,15.0,12.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.4,0.333,0.733,5.88,5.73,2013.0,630,外野手,3,27,1986/03/30,182cm,85kg,B型,右右,鹿児島,False
仲澤　広基,楽天,0.25,14.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,2.01,2.03,2013.0,500,内野手,5,26,1987/01/22,181cm,80kg,A型,右右,山梨,False
武田　健吾,オリックス,0.25,2.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.625,3.38,3.06,2013.0,500,外野手,1,19,1994/04/18,183cm,78kg,O型,右右,福岡,False
山崎　憲晴,DeNA,0.249,115.0,279.0,237.0,59.0,3.0,23.0,1.0,13.0,4.0,53.0,25.0,8.0,0.299,0.35,0.649,2.89,2.82,2013.0,1000,内野手,5,27,1986/12/13,176cm,79kg,O型,右右,静岡,False
高橋　周平,中日,0.249,66.0,212.0,197.0,49.0,5.0,27.0,0.0,11.0,1.0,34.0,2.0,2.0,0.29,0.401,0.691,4.07,3.99,2013.0,1200,内野手,2,19,1994/01/18,180cm,85kg,O型,右左,神奈川,False
大島　洋平,中日,0.248,140.0,555.0,499.0,124.0,3.0,27.0,19.0,37.0,6.0,69.0,10.0,2.0,0.306,0.311,0.617,3.46,3.48,2013.0,7500,外野手,4,28,1985/11/09,176cm,74kg,A型,左左,愛知,False
松井　稼頭央,楽天,0.248,125.0,497.0,448.0,111.0,11.0,58.0,1.0,40.0,3.0,85.0,2.0,4.0,0.311,0.388,0.7,4.34,4.35,2013.0,13000,内野手,13,38,1975/10/23,177cm,85kg,O型,右両,大阪,False
石原　慶幸,広島,0.248,121.0,398.0,327.0,81.0,7.0,35.0,0.0,45.0,8.0,76.0,15.0,12.0,0.35,0.339,0.689,3.87,3.96,2013.0,8000,捕手,12,34,1979/09/07,177cm,82kg,A型,右右,岐阜,False
菊池　涼介,広島,0.247,141.0,633.0,538.0,133.0,11.0,57.0,16.0,38.0,2.0,121.0,50.0,4.0,0.297,0.374,0.67,3.65,3.68,2013.0,1500,内野手,2,23,1990/03/11,171cm,69kg,A型,右右,東京都,True
森岡　良介,ヤクルト,0.247,109.0,347.0,295.0,73.0,1.0,21.0,0.0,36.0,3.0,61.0,11.0,5.0,0.333,0.298,0.632,3.60,3.62,2013.0,3000,内野手,11,29,1984/07/15,174cm,71kg,A型,右左,大阪,False
エルドレッド,広島,0.247,66.0,260.0,235.0,58.0,13.0,32.0,3.0,20.0,4.0,73.0,0.0,6.0,0.315,0.46,0.775,4.93,4.97,2013.0,6850,内野手,2,33,1980/07/12,196cm,122kg,不明,右右,アメリカ,True
松本　啓二朗,DeNA,0.247,72.0,166.0,154.0,38.0,4.0,14.0,0.0,4.0,0.0,34.0,8.0,2.0,0.266,0.357,0.623,2.92,2.95,2013.0,1100,外野手,5,27,1986/06/24,180cm,78kg,O型,左左,千葉,False
岩村　明憲,ヤクルト,0.246,75.0,159.0,142.0,35.0,3.0,17.0,0.0,15.0,0.0,48.0,0.0,0.0,0.314,0.338,0.652,4.04,4.22,2013.0,1500,内野手,13,34,1979/02/09,175cm,92kg,O型,右左,愛媛,False
實松　一成,巨人,0.246,41.0,73.0,65.0,16.0,1.0,6.0,0.0,6.0,1.0,20.0,1.0,1.0,0.319,0.369,0.689,4.11,3.98,2013.0,4000,捕手,15,32,1981/01/18,177cm,85kg,A型,右右,佐賀,False
サブロー,ロッテ,0.245,73.0,216.0,184.0,45.0,5.0,24.0,0.0,27.0,0.0,42.0,1.0,6.0,0.335,0.375,0.71,4.17,4.38,2013.0,13000,外野手,19,37,1976/06/01,181cm,90kg,B型,右右,岡山,False
川端　崇義,オリックス,0.244,74.0,257.0,217.0,53.0,1.0,16.0,7.0,18.0,5.0,34.0,16.0,2.0,0.315,0.313,0.629,3.58,3.53,2013.0,2400,外野手,2,28,1985/02/04,176cm,80kg,B型,右右,静岡,False
脇谷　亮太,巨人,0.244,49.0,135.0,123.0,30.0,0.0,8.0,3.0,10.0,1.0,18.0,1.0,1.0,0.306,0.285,0.591,3.34,3.23,2013.0,2600,内野手,8,32,1981/11/04,176cm,74kg,A型,右左,大分,False
田中　雅彦,ヤクルト,0.244,23.0,48.0,41.0,10.0,0.0,0.0,0.0,5.0,0.0,14.0,2.0,0.0,0.326,0.268,0.594,3.35,3.35,2013.0,2000,捕手,10,31,1982/01/09,175cm,75kg,A型,右右,大阪,False
ジョーンズ,楽天,0.243,143.0,604.0,478.0,116.0,26.0,94.0,4.0,105.0,15.0,164.0,0.0,15.0,0.391,0.454,0.845,6.20,6.35,2013.0,25000,外野手,1,36,1977/04/23,185cm,101kg,不明,右右,キュラソー,True
後藤　光尊,オリックス,0.243,69.0,271.0,255.0,62.0,3.0,16.0,1.0,11.0,3.0,41.0,1.0,7.0,0.281,0.314,0.595,2.52,2.55,2013.0,15000,内野手,12,35,1978/07/27,175cm,75kg,A型,右左,秋田,False
今浪　隆博,日本ハム,0.242,91.0,150.0,128.0,31.0,0.0,14.0,0.0,13.0,0.0,11.0,6.0,1.0,0.306,0.273,0.579,2.94,3.16,2013.0,1200,内野手,7,29,1984/07/06,171cm,75kg,A型,右左,福岡,False
佐藤　賢治,日本ハム,0.242,38.0,108.0,91.0,22.0,2.0,15.0,1.0,12.0,1.0,28.0,4.0,2.0,0.337,0.363,0.699,4.03,4.03,2013.0,630,外野手,7,25,1988/08/26,181cm,87kg,A型,右左,東京都,True
鉄平,楽天,0.24,54.0,168.0,146.0,35.0,1.0,10.0,2.0,15.0,0.0,22.0,7.0,5.0,0.311,0.322,0.632,2.99,2.92,2013.0,8600,外野手,13,31,1982/12/27,178cm,78kg,AB型,右左,大分,False
橋本　到,巨人,0.239,35.0,111.0,92.0,22.0,1.0,8.0,3.0,7.0,1.0,30.0,10.0,0.0,0.297,0.326,0.623,3.00,3.11,2013.0,950,外野手,5,23,1990/04/28,172cm,72kg,O型,右左,宮城,False
熊代　聖人,西武,0.239,104.0,99.0,92.0,22.0,0.0,6.0,4.0,6.0,0.0,25.0,1.0,0.0,0.286,0.261,0.547,2.60,2.63,2013.0,1700,外野手,3,24,1989/04/18,175cm,74kg,O型,右右,愛媛,False
小斉　祐輔,楽天,0.239,22.0,47.0,46.0,11.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.255,0.37,0.625,3.34,3.26,2013.0,1000,内野手,8,30,1983/04/30,178cm,88kg,O型,右左,大阪,False
クラーク,中日,0.238,132.0,467.0,407.0,97.0,25.0,70.0,0.0,49.0,7.0,130.0,0.0,7.0,0.328,0.457,0.785,5.20,5.38,2013.0,3080,内野手,1,27,1986/12/10,196cm,104kg,不明,右左,アメリカ,True
新井　良太,阪神,0.238,119.0,401.0,357.0,85.0,14.0,51.0,2.0,37.0,4.0,89.0,1.0,10.0,0.315,0.401,0.716,4.12,4.22,2013.0,2800,内野手,8,30,1983/08/16,188cm,97kg,AB型,右右,広島,False
中島　卓也,日本ハム,0.238,127.0,272.0,223.0,53.0,0.0,8.0,23.0,21.0,1.0,47.0,26.0,2.0,0.305,0.26,0.565,3.15,3.17,2013.0,1000,内野手,5,22,1991/01/11,176cm,69kg,A型,右左,福岡,False
大谷　翔平,日本ハム,0.238,77.0,204.0,189.0,45.0,3.0,20.0,4.0,12.0,1.0,64.0,0.0,3.0,0.284,0.376,0.66,3.62,3.63,2013.0,1500,投手,1,19,1994/07/05,193cm,86kg,B型,右左,岩手,False
竹原　直隆,オリックス,0.238,20.0,49.0,42.0,10.0,1.0,8.0,0.0,7.0,0.0,13.0,0.0,0.0,0.347,0.405,0.752,5.39,5.25,2013.0,1800,外野手,9,33,1980/04/21,183cm,93kg,O型,左右,岡山,False
中田　亮二,中日,0.238,23.0,25.0,21.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.333,0.286,0.619,3.74,3.68,2013.0,1000,内野手,4,26,1987/11/03,171cm,107kg,A型,右左,大阪,False
松本　哲也,巨人,0.237,91.0,222.0,190.0,45.0,0.0,5.0,11.0,21.0,1.0,34.0,9.0,2.0,0.315,0.258,0.572,2.90,2.99,2013.0,3200,外野手,7,29,1984/07/03,168cm,66kg,O型,左左,山梨,False
井端　弘和,中日,0.236,100.0,376.0,326.0,77.0,1.0,18.0,0.0,38.0,4.0,51.0,8.0,13.0,0.323,0.273,0.596,2.74,2.75,2013.0,19000,内野手,16,38,1975/05/12,173cm,75kg,B型,右右,神奈川,False
安達　了一,オリックス,0.235,131.0,470.0,395.0,93.0,5.0,30.0,16.0,27.0,9.0,80.0,38.0,4.0,0.299,0.316,0.615,3.17,3.18,2013.0,1500,内野手,2,25,1988/01/07,178cm,77kg,O型,右右,群馬,False
中村　悠平,ヤクルト,0.234,84.0,286.0,239.0,56.0,4.0,24.0,1.0,30.0,3.0,37.0,12.0,8.0,0.325,0.322,0.647,3.36,3.45,2013.0,2400,捕手,5,23,1990/06/17,176cm,83kg,A型,右右,福井,False
スピリー,西武,0.234,70.0,246.0,214.0,50.0,3.0,25.0,1.0,24.0,4.0,50.0,0.0,6.0,0.317,0.308,0.625,3.37,3.61,2013.0,5900,外野手,1,34,1979/09/05,185cm,90kg,不明,右右,アメリカ,True
伊志嶺　翔大,ロッテ,0.234,102.0,161.0,137.0,32.0,3.0,11.0,8.0,16.0,2.0,27.0,6.0,4.0,0.323,0.314,0.636,3.11,3.20,2013.0,2500,外野手,3,25,1988/05/12,179cm,79kg,A型,右右,沖縄,False
倉　義和,広島,0.234,39.0,75.0,64.0,15.0,0.0,4.0,0.0,6.0,2.0,14.0,3.0,1.0,0.319,0.297,0.616,3.31,3.28,2013.0,3300,捕手,16,38,1975/07/27,179cm,80kg,O型,右右,京都,False
ペーニャ,ソフトバンク,0.233,55.0,171.0,150.0,35.0,1.0,16.0,0.0,15.0,5.0,52.0,0.0,4.0,0.322,0.307,0.628,3.36,3.42,2013.0,14000,外野手,2,31,1982/01/23,191cm,118kg,不明,右右,ドミニカ共和国,True
清水　誉,阪神,0.233,39.0,94.0,90.0,21.0,0.0,3.0,0.0,1.0,2.0,29.0,1.0,2.0,0.258,0.289,0.547,2.13,2.09,2013.0,800,捕手,7,29,1984/04/23,178cm,78kg,A型,右右,兵庫,False
松井　淳,ヤクルト,0.233,11.0,32.0,30.0,7.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.281,0.267,0.548,2.14,2.09,2013.0,1200,外野手,4,26,1987/11/27,177cm,88kg,O型,右左,神奈川,False
中島　俊哉,楽天,0.232,45.0,90.0,82.0,19.0,1.0,3.0,0.0,6.0,0.0,8.0,2.0,3.0,0.284,0.317,0.601,2.65,2.62,2013.0,1620,外野手,11,33,1980/06/10,180cm,80kg,O型,右右,福岡,False
黒瀬　春樹,阪神,0.231,13.0,15.0,13.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.333,0.385,0.718,3.58,3.29,2013.0,600,内野手,10,28,1985/04/15,180cm,80kg,B型,右右,岐阜,False
坂口　智隆,オリックス,0.23,97.0,440.0,383.0,88.0,3.0,24.0,2.0,44.0,1.0,48.0,10.0,4.0,0.309,0.313,0.623,3.41,3.46,2013.0,11500,外野手,11,29,1984/07/07,180cm,76kg,O型,右左,兵庫,False
ラヘア,ソフトバンク,0.23,111.0,389.0,348.0,80.0,16.0,57.0,2.0,39.0,0.0,121.0,0.0,7.0,0.306,0.428,0.734,4.39,4.48,2013.0,18500,内野手,1,31,1982/11/05,196cm,109kg,不明,右左,アメリカ,True
坂　克彦,阪神,0.229,111.0,233.0,205.0,47.0,2.0,20.0,0.0,20.0,0.0,43.0,5.0,1.0,0.294,0.293,0.587,3.07,3.27,2013.0,1100,内野手,10,28,1985/09/06,180cm,82kg,A型,右左,茨城,False
福浦　和也,ロッテ,0.229,78.0,169.0,140.0,32.0,0.0,17.0,0.0,26.0,1.0,30.0,0.0,4.0,0.349,0.279,0.628,3.65,3.80,2013.0,9000,内野手,20,38,1975/12/14,183cm,88kg,B型,左左,千葉,False
柴田　講平,阪神,0.229,36.0,80.0,70.0,16.0,1.0,5.0,4.0,5.0,0.0,14.0,5.0,0.0,0.28,0.286,0.566,2.86,2.92,2013.0,1500,外野手,5,27,1986/07/17,177cm,75kg,A型,左左,福岡,False
明石　健志,ソフトバンク,0.228,33.0,89.0,79.0,18.0,1.0,7.0,2.0,6.0,0.0,16.0,4.0,1.0,0.282,0.304,0.586,2.56,2.63,2013.0,3900,内野手,10,27,1986/01/09,175cm,66kg,B型,右左,北海道,False
鈴木　尚広,巨人,0.227,80.0,25.0,22.0,5.0,0.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,0.227,0.273,0.5,2.99,3.16,2013.0,4000,外野手,17,35,1978/04/27,180cm,78kg,A型,右右,福島,False
山本　和作,オリックス,0.226,96.0,176.0,159.0,36.0,4.0,15.0,3.0,9.0,2.0,48.0,4.0,4.0,0.273,0.333,0.607,2.89,3.09,2013.0,440,内野手,5,27,1986/09/21,182cm,82kg,AB型,右右,兵庫,False
寺内　崇幸,巨人,0.225,114.0,274.0,240.0,54.0,2.0,12.0,6.0,11.0,2.0,45.0,21.0,6.0,0.265,0.279,0.544,2.09,2.11,2013.0,2700,内野手,7,30,1983/05/27,177cm,74kg,B型,右右,栃木,False
田中　浩康,ヤクルト,0.225,97.0,252.0,227.0,51.0,0.0,14.0,1.0,17.0,1.0,32.0,6.0,6.0,0.28,0.256,0.536,2.12,2.16,2013.0,12500,内野手,9,31,1982/05/24,177cm,77kg,O型,右右,京都,False
里崎　智也,ロッテ,0.224,48.0,157.0,134.0,30.0,3.0,17.0,0.0,11.0,5.0,35.0,3.0,5.0,0.299,0.321,0.62,2.96,3.30,2013.0,16000,捕手,15,37,1976/05/20,175cm,94kg,A型,右右,徳島,False
金子　侑司,西武,0.223,94.0,311.0,278.0,62.0,2.0,23.0,12.0,18.0,3.0,56.0,12.0,5.0,0.278,0.291,0.569,2.46,2.53,2013.0,1200,内野手,1,23,1990/04/24,178cm,70kg,B型,右両,京都,False
宮崎　祐樹,オリックス,0.223,53.0,146.0,121.0,27.0,1.0,6.0,0.0,19.0,1.0,39.0,4.0,2.0,0.331,0.273,0.604,3.04,3.22,2013.0,1100,外野手,3,27,1986/11/29,178cm,83kg,A型,右右,佐賀,False
荒木　雅博,中日,0.222,105.0,384.0,338.0,75.0,0.0,19.0,12.0,25.0,1.0,33.0,18.0,10.0,0.276,0.249,0.524,1.93,2.01,2013.0,17000,内野手,18,36,1977/09/13,180cm,74kg,A型,右右,熊本,False
Ｔ−岡田,オリックス,0.222,58.0,207.0,189.0,42.0,4.0,18.0,2.0,15.0,1.0,42.0,0.0,6.0,0.28,0.349,0.629,2.99,3.09,2013.0,7300,外野手,8,25,1988/02/09,186cm,100kg,B型,左左,大阪,False
牧田　明久,楽天,0.222,27.0,90.0,81.0,18.0,2.0,7.0,0.0,7.0,1.0,6.0,1.0,1.0,0.292,0.358,0.65,3.61,3.63,2013.0,3800,外野手,13,31,1982/06/03,182cm,78kg,A型,右右,福井,False
福元　淳史,ソフトバンク,0.222,15.0,41.0,36.0,8.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.216,0.278,0.494,1.45,1.76,2013.0,600,内野手,5,30,1983/08/24,174cm,72kg,O型,右左,千葉,False
小池　正晃,DeNA,0.222,14.0,30.0,27.0,6.0,2.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.222,0.444,0.667,3.23,3.44,2013.0,3000,外野手,15,33,1980/05/15,182cm,88kg,A型,右右,神奈川,False
安部　友裕,広島,0.22,75.0,142.0,123.0,27.0,1.0,8.0,5.0,12.0,0.0,31.0,6.0,1.0,0.287,0.276,0.563,2.68,2.80,2013.0,950,内野手,6,24,1989/06/24,181cm,80kg,O型,右左,福岡,False
浅井　良,阪神,0.22,46.0,55.0,50.0,11.0,1.0,5.0,0.0,2.0,1.0,7.0,2.0,3.0,0.264,0.3,0.564,1.82,1.89,2013.0,3000,外野手,12,34,1979/07/19,177cm,81kg,O型,右右,神奈川,False
畠山　和洋,ヤクルト,0.219,99.0,393.0,360.0,79.0,12.0,51.0,0.0,30.0,0.0,69.0,2.0,10.0,0.279,0.369,0.648,3.22,3.28,2013.0,8500,内野手,13,31,1982/09/13,180cm,96kg,O型,右右,岩手,False
高橋　信二,オリックス,0.219,51.0,99.0,96.0,21.0,1.0,9.0,1.0,2.0,1.0,18.0,0.0,2.0,0.242,0.313,0.555,2.25,2.22,2013.0,3000,内野手,17,35,1978/08/07,182cm,90kg,A型,右右,岡山,False
柳田　殖生,中日,0.219,24.0,32.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.219,0.25,0.469,1.50,1.52,2013.0,800,内野手,8,31,1982/03/31,178cm,77kg,A型,右右,兵庫,False
岩崎　達郎,楽天,0.218,74.0,112.0,101.0,22.0,0.0,12.0,0.0,5.0,0.0,18.0,5.0,3.0,0.252,0.267,0.52,1.52,1.61,2013.0,1550,内野手,7,29,1984/12/28,175cm,75kg,O型,右右,神奈川,False
堂林　翔太,広島,0.217,105.0,410.0,364.0,79.0,6.0,41.0,10.0,33.0,7.0,96.0,5.0,10.0,0.294,0.305,0.599,2.90,2.98,2013.0,1700,内野手,4,22,1991/08/17,183cm,81kg,A型,右右,愛知,False
迎　祐一郎,広島,0.217,42.0,67.0,60.0,13.0,0.0,2.0,1.0,4.0,0.0,12.0,2.0,2.0,0.262,0.3,0.562,2.28,2.40,2013.0,1100,外野手,14,32,1981/12/22,180cm,79kg,AB型,右右,佐賀,False
谷繁　元信,中日,0.216,130.0,438.0,379.0,82.0,6.0,34.0,1.0,46.0,4.0,70.0,6.0,11.0,0.306,0.296,0.601,2.87,3.02,2013.0,19000,捕手,25,43,1970/12/21,176cm,81kg,A型,右右,広島,False
細谷　圭,ロッテ,0.216,84.0,116.0,102.0,22.0,2.0,8.0,1.0,10.0,0.0,29.0,3.0,2.0,0.283,0.294,0.577,2.70,2.89,2013.0,760,内野手,8,25,1988/01/17,182cm,84kg,B型,右右,群馬,False
筒香　嘉智,DeNA,0.216,23.0,56.0,51.0,11.0,1.0,3.0,0.0,3.0,2.0,13.0,0.0,2.0,0.286,0.294,0.58,2.41,2.52,2013.0,1950,内野手,4,22,1991/11/26,185cm,97kg,A型,右左,和歌山,False
炭谷　銀仁朗,西武,0.215,141.0,468.0,413.0,89.0,5.0,43.0,1.0,30.0,4.0,62.0,19.0,14.0,0.274,0.291,0.564,2.20,2.27,2013.0,5700,捕手,8,26,1987/07/19,180cm,93kg,O型,右右,京都,False
加藤　健,巨人,0.214,12.0,31.0,28.0,6.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,0.29,0.25,0.54,1.65,1.68,2013.0,2000,捕手,15,32,1981/03/23,186cm,90kg,A型,右右,新潟,False
木村　文紀,西武,0.214,11.0,16.0,14.0,3.0,1.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,0.267,0.643,0.91,5.73,5.69,2013.0,800,外野手,7,25,1988/09/13,182cm,85kg,O型,右右,東京都,True
高濱　卓也,ロッテ,0.214,6.0,14.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.214,0.214,0.429,0.22,0.27,2013.0,820,内野手,6,24,1989/07/06,184cm,84kg,A型,右左,佐賀,False
川島　慶三,ヤクルト,0.213,101.0,268.0,225.0,48.0,4.0,14.0,7.0,23.0,5.0,38.0,14.0,4.0,0.299,0.289,0.588,2.90,3.01,2013.0,1200,内野手,8,30,1983/10/05,171cm,70kg,A型,右右,長崎,False
