選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
バレンティン,ヤクルト,0.33,130.0,547.0,439.0,145.0,60.0,131.0,0.0,103.0,1.0,105.0,0.0,14.0,0.455,0.779,1.234,12.06,11.79,2013.0,8000,外野手,3,29,1984/07/02,185cm,100kg,O型,右右,アンティル,True
今江　敏晃,ロッテ,0.325,132.0,551.0,508.0,165.0,10.0,74.0,5.0,26.0,4.0,45.0,2.0,12.0,0.355,0.435,0.79,5.64,5.57,2013.0,14000,内野手,12,30,1983/08/26,180cm,89kg,B型,右右,京都,False
木村　昇吾,広島,0.325,62.0,133.0,114.0,37.0,1.0,12.0,3.0,12.0,0.0,18.0,7.0,2.0,0.389,0.36,0.749,5.12,4.94,2013.0,2800,内野手,11,33,1980/04/16,182cm,77kg,A型,右左,大阪,False
金子　圭輔,ソフトバンク,0.325,59.0,49.0,40.0,13.0,0.0,3.0,2.0,3.0,2.0,7.0,4.0,1.0,0.4,0.45,0.85,6.44,5.87,2013.0,1200,内野手,10,28,1985/07/23,180cm,68kg,B型,右両,千葉,False
中井　大介,巨人,0.324,48.0,149.0,139.0,45.0,4.0,17.0,2.0,8.0,0.0,12.0,2.0,4.0,0.361,0.453,0.814,5.72,5.45,2013.0,840,内野手,6,24,1989/11/27,182cm,84kg,B型,右右,三重,False
岡島　豪郎,楽天,0.323,79.0,264.0,226.0,73.0,1.0,13.0,3.0,27.0,4.0,31.0,7.0,6.0,0.405,0.385,0.79,5.73,5.44,2013.0,1500,捕手,2,24,1989/09/07,177cm,82kg,B型,右左,群馬,False
ヘルマン,西武,0.319,144.0,623.0,518.0,165.0,4.0,55.0,40.0,85.0,7.0,87.0,8.0,20.0,0.418,0.396,0.814,5.92,5.79,2013.0,9300,内野手,2,35,1978/01/26,175cm,88kg,不明,右右,ドミニカ共和国,True
浅村　栄斗,西武,0.317,144.0,620.0,543.0,172.0,27.0,110.0,14.0,61.0,5.0,88.0,7.0,9.0,0.388,0.554,0.943,7.64,7.37,2013.0,3500,内野手,5,23,1990/11/12,181cm,85kg,O型,右右,大阪,False
銀次,楽天,0.317,131.0,525.0,482.0,153.0,4.0,54.0,3.0,36.0,2.0,44.0,1.0,14.0,0.365,0.405,0.769,5.28,5.07,2013.0,2200,内野手,8,25,1988/02/24,174cm,85kg,A型,右左,岩手,False
内川　聖一,ソフトバンク,0.316,144.0,633.0,570.0,180.0,19.0,92.0,1.0,46.0,12.0,47.0,0.0,23.0,0.376,0.477,0.853,6.22,6.03,2013.0,17000,外野手,13,31,1982/08/04,185cm,91kg,B型,右右,大分,False
村田　修一,巨人,0.316,144.0,595.0,519.0,164.0,25.0,87.0,1.0,50.0,13.0,74.0,6.0,11.0,0.385,0.511,0.896,7.11,7.01,2013.0,22000,内野手,11,33,1980/12/28,177cm,92kg,AB型,右右,福岡,False
マートン,阪神,0.314,143.0,613.0,566.0,178.0,19.0,85.0,6.0,42.0,1.0,81.0,0.0,25.0,0.361,0.484,0.845,5.87,5.65,2013.0,24600,外野手,4,32,1981/10/03,185cm,99kg,不明,右右,アメリカ,True
平野　恵一,オリックス,0.313,56.0,238.0,217.0,68.0,0.0,14.0,1.0,15.0,1.0,26.0,5.0,3.0,0.361,0.369,0.729,4.99,4.70,2013.0,15000,内野手,12,34,1979/04/07,169cm,67kg,B型,右左,神奈川,False
青松　敬鎔,ロッテ,0.313,9.0,17.0,16.0,5.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,0.353,0.438,0.79,4.73,4.25,2013.0,500,内野手,9,27,1986/12/07,185cm,83kg,O型,右右,京都,False
川端　慎吾,ヤクルト,0.311,70.0,312.0,267.0,83.0,5.0,37.0,2.0,37.0,0.0,28.0,7.0,6.0,0.393,0.408,0.802,5.93,5.76,2013.0,6300,内野手,8,26,1987/10/16,185cm,86kg,O型,右左,大阪,False
井手　正太郎,DeNA,0.31,32.0,99.0,87.0,27.0,0.0,11.0,0.0,7.0,1.0,11.0,1.0,4.0,0.357,0.356,0.713,4.35,4.48,2013.0,1000,外野手,12,30,1983/10/10,179cm,85kg,O型,右右,宮崎,False
松元　ユウイチ,ヤクルト,0.309,44.0,153.0,139.0,43.0,4.0,25.0,0.0,10.0,3.0,17.0,1.0,4.0,0.368,0.417,0.786,5.54,5.38,2013.0,1400,外野手,15,33,1980/12/18,178cm,86kg,A型,左左,ブラジル,True
中村　晃,ソフトバンク,0.307,109.0,492.0,427.0,131.0,5.0,44.0,7.0,54.0,7.0,59.0,2.0,12.0,0.392,0.403,0.795,5.60,5.42,2013.0,1000,外野手,6,24,1989/11/05,175cm,82kg,O型,左左,埼玉,False
中田　翔,日本ハム,0.305,108.0,459.0,407.0,124.0,28.0,73.0,1.0,45.0,6.0,77.0,0.0,11.0,0.381,0.55,0.932,7.30,7.15,2013.0,8500,内野手,6,24,1989/04/22,182cm,95kg,O型,右右,広島,False
梵　英心,広島,0.304,117.0,427.0,359.0,109.0,6.0,42.0,6.0,38.0,3.0,58.0,23.0,7.0,0.371,0.429,0.8,5.43,5.26,2013.0,7000,内野手,8,33,1980/10/11,173cm,73kg,B型,右右,広島,False
李　大浩,オリックス,0.303,141.0,593.0,521.0,158.0,24.0,91.0,0.0,64.0,6.0,80.0,0.0,20.0,0.384,0.493,0.878,6.57,6.38,2013.0,25000,内野手,2,31,1982/06/21,194cm,130kg,不明,右右,韓国,True
ロペス,巨人,0.303,121.0,467.0,429.0,130.0,18.0,55.0,1.0,25.0,5.0,57.0,5.0,12.0,0.346,0.49,0.836,5.82,5.66,2013.0,8000,内野手,1,30,1983/11/24,183cm,93kg,不明,右右,ベネズエラ,True
藤井　淳志,中日,0.303,108.0,259.0,238.0,72.0,6.0,19.0,5.0,14.0,2.0,53.0,2.0,4.0,0.342,0.42,0.763,5.21,5.16,2013.0,2200,外野手,8,32,1981/05/20,182cm,81kg,O型,右両,愛知,False
高橋　由伸,巨人,0.303,68.0,197.0,165.0,50.0,10.0,34.0,0.0,31.0,1.0,34.0,0.0,4.0,0.416,0.533,0.95,8.15,7.91,2013.0,18000,外野手,16,38,1975/04/03,180cm,87kg,O型,右左,千葉,False
糸井　嘉男,オリックス,0.3,141.0,601.0,524.0,157.0,17.0,61.0,33.0,66.0,8.0,93.0,0.0,6.0,0.384,0.468,0.852,6.94,6.74,2013.0,20000,外野手,10,32,1981/07/31,187cm,88kg,A型,右左,京都,False
井口　資仁,ロッテ,0.297,135.0,566.0,485.0,144.0,23.0,83.0,4.0,67.0,10.0,81.0,0.0,13.0,0.39,0.511,0.902,7.08,6.93,2013.0,18000,内野手,13,39,1974/12/04,178cm,91kg,O型,右右,東京都,True
雄平,ヤクルト,0.297,13.0,43.0,37.0,11.0,2.0,3.0,0.0,6.0,0.0,10.0,0.0,0.0,0.395,0.622,1.017,9.24,8.74,2013.0,1550,外野手,11,29,1984/06/25,174cm,83kg,A型,左左,神奈川,False
阿部　慎之助,巨人,0.296,135.0,529.0,422.0,125.0,32.0,91.0,0.0,86.0,15.0,59.0,0.0,8.0,0.427,0.564,0.991,8.92,8.85,2013.0,57000,捕手,13,34,1979/03/20,180cm,97kg,A型,右左,千葉,False
柳田　悠岐,ソフトバンク,0.295,104.0,337.0,298.0,88.0,11.0,41.0,10.0,32.0,7.0,96.0,0.0,3.0,0.377,0.483,0.86,7.03,6.76,2013.0,1800,外野手,3,25,1988/10/09,188cm,90kg,AB型,右左,広島,False
鶴岡　慎也,日本ハム,0.295,114.0,276.0,244.0,72.0,2.0,26.0,1.0,16.0,2.0,28.0,13.0,7.0,0.342,0.357,0.699,4.09,3.96,2013.0,7600,捕手,11,32,1981/04/11,177cm,77kg,A型,右右,鹿児島,False
李　杜軒,ソフトバンク,0.295,43.0,72.0,61.0,18.0,3.0,10.0,0.0,10.0,0.0,20.0,1.0,2.0,0.394,0.459,0.853,6.00,5.97,2013.0,800,内野手,7,25,1988/04/21,173cm,91kg,A型,右右,台湾,True
モーガン,DeNA,0.294,108.0,424.0,371.0,109.0,11.0,50.0,3.0,27.0,13.0,81.0,11.0,3.0,0.361,0.434,0.795,5.76,5.65,2013.0,15000,外野手,1,33,1980/07/02,183cm,84kg,不明,左左,アメリカ,True
マギー,楽天,0.292,144.0,590.0,513.0,150.0,28.0,93.0,2.0,70.0,2.0,119.0,0.0,12.0,0.376,0.515,0.891,6.80,6.72,2013.0,10000,内野手,1,31,1982/10/12,185cm,99kg,不明,右右,アメリカ,True
俊介,阪神,0.292,119.0,216.0,192.0,56.0,0.0,9.0,8.0,8.0,0.0,19.0,16.0,2.0,0.32,0.349,0.669,3.69,3.51,2013.0,1500,外野手,4,26,1987/08/17,178cm,70kg,A型,右右,福岡,False
金城　龍彦,DeNA,0.291,118.0,334.0,306.0,89.0,6.0,36.0,3.0,17.0,8.0,40.0,2.0,8.0,0.343,0.395,0.739,4.87,4.72,2013.0,3000,外野手,15,37,1976/07/27,177cm,80kg,A型,右両,大阪,False
西岡　剛,阪神,0.29,122.0,549.0,497.0,144.0,4.0,44.0,11.0,45.0,1.0,65.0,0.0,6.0,0.346,0.382,0.728,5.08,4.97,2013.0,20000,内野手,9,29,1984/07/27,182cm,80kg,A型,右両,大阪,False
片岡　治大,西武,0.29,72.0,300.0,259.0,75.0,4.0,28.0,9.0,24.0,2.0,35.0,15.0,4.0,0.354,0.355,0.71,4.72,4.60,2013.0,9500,内野手,9,30,1983/02/17,176cm,82kg,O型,右右,千葉,False
バルディリス,オリックス,0.289,142.0,585.0,512.0,148.0,17.0,91.0,1.0,54.0,15.0,67.0,0.0,17.0,0.371,0.441,0.812,5.80,5.70,2013.0,5000,内野手,6,30,1983/01/05,185cm,90kg,不明,右右,ベネズエラ,True
平田　良介,中日,0.289,118.0,414.0,367.0,106.0,15.0,55.0,1.0,41.0,4.0,54.0,1.0,13.0,0.366,0.488,0.853,6.00,5.83,2013.0,2900,外野手,8,25,1988/03/23,177cm,88kg,B型,右右,大阪,False
坂田　遼,西武,0.289,53.0,195.0,180.0,52.0,6.0,34.0,1.0,13.0,1.0,39.0,0.0,7.0,0.338,0.45,0.788,4.86,4.74,2013.0,1400,外野手,5,27,1986/10/02,178cm,90kg,A型,右左,神奈川,False
矢野　謙次,巨人,0.289,90.0,166.0,159.0,46.0,2.0,22.0,2.0,3.0,0.0,20.0,4.0,8.0,0.302,0.409,0.711,3.72,3.45,2013.0,4000,外野手,11,33,1980/09/21,178cm,81kg,O型,右右,東京都,True
日高　剛,阪神,0.289,44.0,100.0,97.0,28.0,2.0,7.0,1.0,2.0,1.0,16.0,0.0,0.0,0.31,0.381,0.691,4.60,4.46,2013.0,4000,捕手,18,36,1977/08/15,182cm,88kg,A型,右左,福岡,False
角中　勝也,ロッテ,0.288,125.0,525.0,462.0,133.0,5.0,43.0,10.0,50.0,4.0,63.0,6.0,3.0,0.36,0.403,0.763,5.49,5.33,2013.0,4200,外野手,7,26,1987/05/25,180cm,85kg,A型,右左,石川,False
森野　将彦,中日,0.286,134.0,457.0,399.0,114.0,16.0,51.0,1.0,54.0,0.0,61.0,2.0,10.0,0.369,0.461,0.83,6.11,6.01,2013.0,16000,内野手,17,35,1978/07/28,180cm,85kg,AB型,右左,神奈川,False
岩崎　恭平,中日,0.286,54.0,57.0,49.0,14.0,1.0,2.0,8.0,5.0,0.0,10.0,3.0,2.0,0.352,0.347,0.699,2.99,3.12,2013.0,780,内野手,5,27,1986/04/04,178cm,73kg,AB型,右左,神奈川,False
山下　斐紹,ソフトバンク,0.286,11.0,14.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.286,0.286,0.571,2.97,2.92,2013.0,700,捕手,3,21,1992/11/16,179cm,84kg,A型,右左,北海道,False
田上　健一,阪神,0.286,24.0,8.0,7.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.375,0.286,0.661,6.59,6.57,2013.0,650,外野手,4,26,1987/12/12,181cm,71kg,A型,右左,神奈川,False
田村　龍弘,ロッテ,0.286,7.0,7.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.286,0.286,0.571,2.99,2.92,2013.0,600,捕手,1,19,1994/05/13,174cm,77kg,A型,右右,大阪,False
福田　永将,中日,0.286,4.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.286,0.286,0.571,2.95,2.86,2013.0,900,内野手,7,25,1988/07/23,181cm,80kg,O型,右右,神奈川,False
伊藤　光,オリックス,0.285,137.0,475.0,410.0,117.0,3.0,40.0,4.0,24.0,3.0,84.0,35.0,10.0,0.327,0.366,0.693,3.96,3.84,2013.0,2200,捕手,6,24,1989/04/23,180cm,80kg,B型,右右,愛知,False
アブレイユ,日本ハム,0.284,138.0,571.0,504.0,143.0,31.0,95.0,0.0,57.0,4.0,132.0,0.0,14.0,0.357,0.506,0.863,6.21,6.27,2013.0,320,外野手,1,24,1989/10/24,190cm,85kg,不明,右右,ドミニカ共和国,True
アブレイユ,日本ハム,0.284,138.0,571.0,504.0,143.0,31.0,95.0,0.0,57.0,4.0,132.0,0.0,14.0,0.357,0.506,0.863,6.21,6.27,2013.0,2000,内野手,1,34,1979/01/02,187cm,111kg,不明,右右,キューバ,True
聖澤　諒,楽天,0.284,120.0,491.0,433.0,123.0,2.0,40.0,21.0,44.0,5.0,100.0,9.0,3.0,0.357,0.356,0.713,4.89,4.72,2013.0,9800,外野手,6,28,1985/11/03,179cm,72kg,B型,右左,長野,False
島内　宏明,楽天,0.284,97.0,329.0,299.0,85.0,6.0,38.0,6.0,21.0,0.0,44.0,4.0,6.0,0.326,0.391,0.717,4.39,4.49,2013.0,1200,外野手,2,23,1990/02/02,180cm,76kg,B型,左左,石川,False
後藤　武敏,DeNA,0.284,62.0,101.0,88.0,25.0,6.0,14.0,0.0,9.0,3.0,19.0,1.0,1.0,0.37,0.557,0.927,7.14,6.98,2013.0,1700,内野手,11,33,1980/06/05,176cm,84kg,A型,右右,静岡,False
本多　雄一,ソフトバンク,0.283,120.0,471.0,406.0,115.0,2.0,37.0,22.0,42.0,2.0,62.0,19.0,1.0,0.352,0.347,0.699,4.80,4.70,2013.0,18000,内野手,8,29,1984/11/19,174cm,72kg,O型,右左,福岡,False
山田　哲人,ヤクルト,0.283,94.0,396.0,350.0,99.0,3.0,26.0,9.0,39.0,1.0,37.0,3.0,6.0,0.354,0.357,0.711,4.84,4.77,2013.0,1000,内野手,3,21,1992/07/16,180cm,76kg,O型,右右,兵庫,False
陽　岱鋼,日本ハム,0.282,144.0,658.0,574.0,162.0,18.0,67.0,47.0,69.0,9.0,142.0,4.0,9.0,0.367,0.43,0.797,6.05,5.92,2013.0,9200,外野手,8,26,1987/01/17,183cm,87kg,A型,右右,台湾,True
鳥谷　敬,阪神,0.282,144.0,643.0,532.0,150.0,10.0,65.0,15.0,104.0,4.0,65.0,1.0,12.0,0.402,0.41,0.812,6.28,6.13,2013.0,28000,内野手,10,32,1981/06/26,180cm,77kg,B型,右左,東京都,True
松山　竜平,広島,0.282,123.0,389.0,372.0,105.0,10.0,52.0,2.0,11.0,1.0,49.0,1.0,4.0,0.302,0.43,0.732,4.72,4.65,2013.0,1100,外野手,6,28,1985/09/18,176cm,94kg,B型,右左,鹿児島,False
長野　久義,巨人,0.281,144.0,642.0,590.0,166.0,19.0,65.0,14.0,48.0,1.0,101.0,3.0,6.0,0.336,0.424,0.76,5.27,5.15,2013.0,16000,外野手,4,29,1984/12/06,180cm,83kg,O型,右右,佐賀,False
中村　紀洋,DeNA,0.281,122.0,473.0,431.0,121.0,14.0,61.0,1.0,32.0,5.0,66.0,0.0,20.0,0.334,0.427,0.761,4.59,4.60,2013.0,3000,内野手,21,40,1973/07/24,180cm,93kg,O型,右右,大阪,False
田中　大輔,中日,0.28,15.0,27.0,25.0,7.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.296,0.48,0.776,5.31,5.56,2013.0,800,捕手,7,29,1984/12/18,175cm,81kg,O型,右右,広島,False
栗山　巧,西武,0.279,144.0,637.0,527.0,147.0,12.0,73.0,6.0,99.0,6.0,96.0,1.0,8.0,0.396,0.414,0.81,6.37,6.27,2013.0,20000,外野手,12,30,1983/09/03,177cm,85kg,O型,右左,兵庫,False
松田　宣浩,ソフトバンク,0.279,144.0,626.0,584.0,163.0,20.0,90.0,13.0,27.0,6.0,124.0,2.0,11.0,0.314,0.443,0.758,4.78,4.80,2013.0,10000,内野手,8,30,1983/05/17,180cm,87kg,B型,右右,滋賀,False
相川　亮二,ヤクルト,0.279,66.0,239.0,219.0,61.0,6.0,30.0,1.0,14.0,0.0,42.0,4.0,2.0,0.319,0.42,0.739,4.78,4.71,2013.0,11000,捕手,19,37,1976/07/11,182cm,94kg,A型,右右,千葉,False
関本　賢太郎,阪神,0.279,56.0,55.0,43.0,12.0,0.0,5.0,1.0,8.0,2.0,10.0,2.0,1.0,0.415,0.349,0.764,5.85,5.55,2013.0,7500,内野手,17,35,1978/08/26,186cm,94kg,O型,右右,奈良,False
西川　遥輝,日本ハム,0.278,85.0,332.0,281.0,78.0,2.0,26.0,22.0,31.0,5.0,69.0,14.0,5.0,0.358,0.37,0.729,5.14,4.94,2013.0,1000,内野手,3,21,1992/04/16,179cm,73kg,A型,右左,和歌山,False
和田　一浩,中日,0.275,142.0,581.0,495.0,136.0,18.0,76.0,2.0,77.0,2.0,63.0,0.0,26.0,0.37,0.434,0.804,5.24,5.30,2013.0,33000,外野手,17,41,1972/06/19,182cm,90kg,O型,右右,岐阜,False
小谷野　栄一,日本ハム,0.275,139.0,559.0,512.0,141.0,3.0,46.0,2.0,26.0,3.0,77.0,8.0,9.0,0.309,0.342,0.65,3.55,3.63,2013.0,10500,内野手,11,33,1980/10/10,177cm,88kg,O型,右右,東京都,True
藤田　一也,楽天,0.275,128.0,536.0,466.0,128.0,1.0,48.0,3.0,21.0,12.0,43.0,33.0,7.0,0.32,0.326,0.646,3.55,3.51,2013.0,4300,内野手,9,31,1982/07/03,175cm,75kg,O型,右左,徳島,False
石川　雄洋,DeNA,0.275,119.0,523.0,459.0,126.0,5.0,41.0,5.0,51.0,8.0,76.0,5.0,6.0,0.357,0.351,0.708,4.79,4.70,2013.0,5000,内野手,9,27,1986/07/10,183cm,78kg,O型,右左,静岡,False
荻野　貴司,ロッテ,0.275,102.0,397.0,335.0,92.0,4.0,28.0,26.0,32.0,9.0,26.0,17.0,4.0,0.351,0.37,0.721,5.11,5.04,2013.0,2150,外野手,4,28,1985/10/21,172cm,75kg,O型,右右,奈良,False
飯原　誉士,ヤクルト,0.274,70.0,193.0,168.0,46.0,3.0,23.0,2.0,21.0,0.0,25.0,4.0,6.0,0.354,0.399,0.753,4.62,4.49,2013.0,3400,外野手,8,30,1983/04/26,181cm,88kg,O型,右右,栃木,False
丸　佳浩,広島,0.273,140.0,601.0,506.0,138.0,14.0,58.0,29.0,85.0,1.0,103.0,5.0,6.0,0.376,0.425,0.801,5.83,5.77,2013.0,2300,外野手,6,24,1989/04/11,177cm,80kg,AB型,右左,千葉,False
大和,阪神,0.273,104.0,454.0,384.0,105.0,0.0,21.0,19.0,27.0,8.0,40.0,35.0,2.0,0.334,0.32,0.654,3.80,3.69,2013.0,2400,内野手,8,26,1987/11/05,177cm,62kg,A型,右右,鹿児島,False
赤田　将吾,日本ハム,0.273,57.0,160.0,143.0,39.0,2.0,12.0,1.0,15.0,0.0,36.0,1.0,1.0,0.34,0.357,0.696,4.40,4.39,2013.0,5000,外野手,15,33,1980/09/01,179cm,83kg,A型,右両,鹿児島,False
中東　直己,広島,0.273,51.0,87.0,77.0,21.0,1.0,4.0,3.0,7.0,0.0,13.0,3.0,0.0,0.333,0.351,0.684,4.22,4.10,2013.0,1050,外野手,7,32,1981/10/05,168cm,75kg,B型,右左,広島,False
枡田　慎太郎,楽天,0.272,86.0,311.0,268.0,73.0,8.0,47.0,1.0,33.0,3.0,81.0,1.0,2.0,0.352,0.425,0.777,5.66,5.75,2013.0,1900,内野手,8,26,1987/07/08,178cm,80kg,AB型,右左,京都,False
森山　周,楽天,0.272,89.0,95.0,81.0,22.0,0.0,9.0,11.0,8.0,1.0,10.0,5.0,0.0,0.344,0.272,0.616,4.22,4.18,2013.0,1000,外野手,8,32,1981/08/11,179cm,74kg,O型,右左,兵庫,False
秋山　翔吾,西武,0.27,144.0,634.0,564.0,152.0,13.0,58.0,13.0,49.0,7.0,89.0,12.0,8.0,0.334,0.408,0.742,4.83,4.75,2013.0,3500,外野手,3,25,1988/04/16,183cm,86kg,A型,右左,神奈川,False
廣瀬　純,広島,0.27,106.0,334.0,274.0,74.0,9.0,39.0,7.0,43.0,8.0,51.0,4.0,6.0,0.379,0.405,0.784,5.71,5.85,2013.0,6000,外野手,13,34,1979/03/29,181cm,87kg,B型,右右,大分,False
ルイス,広島,0.268,79.0,300.0,265.0,71.0,4.0,20.0,12.0,31.0,3.0,73.0,0.0,7.0,0.35,0.385,0.735,4.87,4.73,2013.0,4000,外野手,1,33,1980/12/09,188cm,93kg,不明,右左,アメリカ,True
新井　貴浩,阪神,0.267,140.0,548.0,476.0,127.0,15.0,70.0,2.0,60.0,5.0,110.0,0.0,17.0,0.35,0.403,0.754,4.74,4.83,2013.0,25000,内野手,15,36,1977/01/30,189cm,97kg,B型,右右,広島,False
黒羽根　利規,DeNA,0.267,30.0,68.0,60.0,16.0,2.0,5.0,0.0,5.0,1.0,16.0,2.0,2.0,0.333,0.383,0.717,4.16,4.16,2013.0,1200,捕手,8,26,1987/06/02,178cm,86kg,A型,右右,神奈川,False
大引　啓次,日本ハム,0.266,120.0,492.0,402.0,107.0,3.0,32.0,13.0,50.0,8.0,86.0,32.0,9.0,0.359,0.333,0.692,4.26,4.16,2013.0,5600,内野手,7,29,1984/06/29,178cm,80kg,A型,右右,大阪,False
鬼崎　裕司,西武,0.266,105.0,301.0,271.0,72.0,2.0,24.0,6.0,12.0,3.0,73.0,13.0,4.0,0.302,0.336,0.638,3.42,3.42,2013.0,1500,内野手,6,30,1983/04/07,177cm,77kg,B型,右左,佐賀,False
宮本　慎也,ヤクルト,0.266,104.0,259.0,237.0,63.0,0.0,17.0,1.0,14.0,1.0,28.0,6.0,8.0,0.308,0.27,0.578,2.66,2.68,2013.0,16500,内野手,19,43,1970/11/05,176cm,82kg,O型,右右,大阪,False
坂本　勇人,巨人,0.265,144.0,620.0,554.0,147.0,12.0,54.0,24.0,55.0,4.0,87.0,4.0,11.0,0.334,0.394,0.728,4.84,4.75,2013.0,18000,内野手,7,25,1988/12/14,185cm,80kg,AB型,右右,兵庫,False
今成　亮太,阪神,0.265,88.0,215.0,185.0,49.0,1.0,17.0,2.0,25.0,0.0,37.0,1.0,7.0,0.346,0.357,0.703,4.10,4.20,2013.0,720,捕手,8,26,1987/10/06,178cm,76kg,O型,右左,埼玉,False
ブラゼル,ロッテ,0.265,62.0,201.0,185.0,49.0,11.0,33.0,0.0,10.0,2.0,45.0,0.0,6.0,0.303,0.476,0.779,4.72,4.96,2013.0,1470,内野手,6,33,1980/05/10,191cm,95kg,不明,右左,アメリカ,True
中村　一生,オリックス,0.265,34.0,37.0,34.0,9.0,0.0,1.0,2.0,3.0,0.0,14.0,0.0,1.0,0.324,0.353,0.677,3.68,3.49,2013.0,1200,外野手,9,31,1982/04/02,186cm,85kg,AB型,右右,東京都,True
鈴木　大地,ロッテ,0.264,144.0,551.0,481.0,127.0,5.0,50.0,2.0,38.0,12.0,66.0,14.0,8.0,0.33,0.383,0.712,4.33,4.33,2013.0,1630,内野手,2,24,1989/08/18,175cm,79kg,O型,右左,静岡,False
小窪　哲也,広島,0.264,53.0,121.0,110.0,29.0,3.0,9.0,0.0,8.0,2.0,14.0,1.0,3.0,0.325,0.409,0.734,4.51,4.44,2013.0,1500,内野手,6,28,1985/04/12,175cm,78kg,O型,右右,奈良,False
根元　俊一,ロッテ,0.262,123.0,559.0,485.0,127.0,8.0,45.0,9.0,52.0,5.0,85.0,14.0,7.0,0.338,0.353,0.69,4.41,4.39,2013.0,4500,内野手,8,30,1983/07/08,177cm,77kg,A型,右左,東京都,True
