選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
草野　大輔,楽天,0.305,122.0,511.0,462.0,141.0,7.0,54.0,3.0,27.0,17.0,60.0,3.0,15.0,0.364,0.411,0.775,5.35,5.11,2009.0,2900,内野手,4,33,1976/12/04,170cm,78kg,B型,右左,宮崎,False
金子　誠,日本ハム,0.304,136.0,510.0,454.0,138.0,14.0,66.0,6.0,27.0,3.0,88.0,22.0,8.0,0.344,0.474,0.818,5.53,5.36,2009.0,8100,内野手,16,34,1975/11/08,185cm,84kg,B型,右右,千葉,False
高須　洋介,楽天,0.304,67.0,236.0,204.0,62.0,1.0,22.0,1.0,18.0,2.0,18.0,9.0,5.0,0.361,0.382,0.744,4.87,4.74,2009.0,7500,内野手,12,33,1976/02/09,170cm,73kg,B型,右右,佐賀,False
青木　宣親,ヤクルト,0.303,142.0,624.0,531.0,161.0,16.0,66.0,18.0,75.0,13.0,65.0,1.0,9.0,0.4,0.444,0.844,6.69,6.55,2009.0,26000,外野手,6,27,1982/01/05,175cm,80kg,A型,右左,宮崎,False
小瀬　浩之,オリックス,0.303,78.0,216.0,198.0,60.0,0.0,11.0,7.0,11.0,0.0,40.0,4.0,0.0,0.335,0.359,0.693,4.64,4.58,2009.0,2000,外野手,2,24,1985/09/02,180cm,73kg,AB型,右左,大分,False
宮出　隆自,楽天,0.303,82.0,168.0,155.0,47.0,3.0,21.0,5.0,9.0,1.0,26.0,0.0,6.0,0.339,0.406,0.746,4.87,4.88,2009.0,3800,外野手,14,32,1977/08/18,190cm,88kg,A型,右右,愛媛,False
和田　一浩,中日,0.302,144.0,592.0,517.0,156.0,29.0,87.0,5.0,68.0,2.0,56.0,0.0,16.0,0.382,0.532,0.914,7.10,7.00,2009.0,28000,外野手,13,37,1972/06/19,182cm,90kg,O型,右右,岐阜,False
桜井　広大,阪神,0.302,103.0,320.0,281.0,85.0,12.0,42.0,2.0,32.0,3.0,53.0,2.0,4.0,0.377,0.509,0.886,6.80,6.64,2009.0,2000,外野手,8,26,1983/07/01,180cm,91kg,O型,右右,滋賀,False
塀内　久雄,ロッテ,0.302,54.0,108.0,96.0,29.0,4.0,10.0,0.0,8.0,2.0,31.0,2.0,2.0,0.368,0.469,0.837,6.11,5.93,2009.0,1220,内野手,10,28,1981/07/07,180cm,82kg,A型,右左,愛媛,False
稲葉　篤紀,日本ハム,0.3,135.0,587.0,500.0,150.0,17.0,85.0,5.0,65.0,14.0,96.0,2.0,4.0,0.391,0.492,0.883,7.42,7.16,2009.0,30000,外野手,15,37,1972/08/03,188cm,85kg,O型,左左,愛知,False
石井　義人,西武,0.3,125.0,422.0,383.0,115.0,6.0,39.0,3.0,30.0,3.0,73.0,5.0,7.0,0.355,0.407,0.762,5.24,5.04,2009.0,4300,内野手,13,31,1978/07/12,178cm,82kg,O型,右左,埼玉,False
天谷　宗一郎,広島,0.3,94.0,361.0,317.0,95.0,5.0,41.0,12.0,31.0,2.0,62.0,6.0,4.0,0.361,0.435,0.796,5.43,5.40,2009.0,1800,外野手,8,26,1983/11/08,178cm,80kg,O型,左左,福井,False
相川　良太,オリックス,0.3,10.0,23.0,20.0,6.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,2.0,0.391,0.5,0.891,4.52,3.89,2009.0,1800,外野手,11,32,1977/01/18,183cm,78kg,A型,右右,福岡,False
丈武,楽天,0.3,9.0,21.0,20.0,6.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,1.0,0.333,0.5,0.833,5.25,4.59,2009.0,440,内野手,1,29,1980/11/29,185cm,84kg,O型,右右,茨城,False
藤井　淳志,中日,0.299,114.0,438.0,401.0,120.0,10.0,49.0,15.0,23.0,1.0,79.0,11.0,4.0,0.337,0.444,0.781,5.64,5.38,2009.0,1600,外野手,4,28,1981/05/20,181cm,77kg,O型,右両,愛知,False
山崎　浩司,オリックス,0.297,97.0,276.0,246.0,73.0,3.0,26.0,2.0,16.0,2.0,44.0,11.0,4.0,0.343,0.386,0.73,4.46,4.31,2009.0,1200,内野手,11,29,1980/10/31,180cm,74kg,O型,右右,大阪,False
小谷野　栄一,日本ハム,0.296,138.0,581.0,530.0,157.0,11.0,82.0,7.0,27.0,6.0,95.0,16.0,21.0,0.336,0.436,0.772,4.76,4.54,2009.0,3600,内野手,7,29,1980/10/10,177cm,83kg,O型,右右,東京都,True
小窪　哲也,広島,0.295,70.0,209.0,183.0,54.0,2.0,16.0,2.0,20.0,2.0,33.0,4.0,2.0,0.371,0.388,0.759,5.48,5.22,2009.0,1700,内野手,2,24,1985/04/12,175cm,78kg,O型,右右,奈良,False
東出　輝裕,広島,0.294,142.0,625.0,558.0,164.0,0.0,26.0,14.0,44.0,1.0,39.0,19.0,5.0,0.345,0.351,0.696,4.52,4.38,2009.0,10000,内野手,11,29,1980/08/21,171cm,73kg,A型,右左,福井,False
宮本　慎也,ヤクルト,0.294,128.0,505.0,469.0,138.0,5.0,46.0,3.0,16.0,4.0,58.0,12.0,6.0,0.32,0.399,0.719,4.54,4.39,2009.0,22000,内野手,15,39,1970/11/05,176cm,70kg,O型,右右,大阪,False
阿部　慎之助,巨人,0.293,123.0,462.0,409.0,120.0,32.0,76.0,1.0,34.0,10.0,87.0,2.0,9.0,0.357,0.587,0.943,7.22,7.28,2009.0,27000,捕手,9,30,1979/03/20,179cm,91kg,A型,右左,千葉,False
松本　哲也,巨人,0.293,129.0,424.0,372.0,109.0,0.0,15.0,16.0,21.0,4.0,59.0,27.0,8.0,0.338,0.328,0.665,3.66,3.51,2009.0,580,外野手,3,25,1984/07/03,170cm,66kg,O型,左左,山梨,False
後藤　武敏,西武,0.293,54.0,161.0,147.0,43.0,5.0,23.0,0.0,13.0,0.0,33.0,0.0,4.0,0.348,0.435,0.783,5.04,5.03,2009.0,2400,外野手,7,29,1980/06/05,176cm,84kg,A型,右右,静岡,False
リンデン,楽天,0.292,73.0,317.0,284.0,83.0,12.0,37.0,2.0,32.0,1.0,105.0,0.0,5.0,0.366,0.496,0.862,6.21,5.98,2009.0,4000,外野手,1,29,1980/06/30,191cm,100kg,不明,右両,アメリカ,True
Ｇ．Ｇ．佐藤,西武,0.291,136.0,556.0,502.0,146.0,25.0,83.0,1.0,43.0,9.0,121.0,1.0,20.0,0.357,0.508,0.865,5.98,5.78,2009.0,6700,外野手,6,31,1978/08/09,184cm,98kg,AB型,右右,千葉,False
大村　直之,オリックス,0.291,119.0,462.0,419.0,122.0,0.0,30.0,5.0,18.0,6.0,35.0,14.0,10.0,0.326,0.341,0.667,3.44,3.38,2009.0,12000,外野手,16,33,1976/02/13,173cm,72kg,O型,左左,兵庫,False
ブラゼル,阪神,0.291,82.0,295.0,285.0,83.0,16.0,49.0,0.0,8.0,0.0,66.0,0.0,13.0,0.308,0.509,0.817,4.88,4.84,2009.0,2500,内野手,2,29,1980/05/10,191cm,95kg,不明,右左,アメリカ,True
明石　健志,ソフトバンク,0.291,48.0,114.0,103.0,30.0,1.0,9.0,6.0,8.0,0.0,27.0,2.0,0.0,0.339,0.447,0.786,6.14,5.85,2009.0,1000,内野手,6,23,1986/01/09,174cm,70kg,B型,右左,北海道,False
村田　和哉,日本ハム,0.291,44.0,61.0,55.0,16.0,0.0,5.0,8.0,4.0,0.0,9.0,2.0,1.0,0.339,0.382,0.721,5.19,4.97,2009.0,930,外野手,2,24,1985/07/23,165cm,65kg,B型,右左,千葉,False
亀井　義行,巨人,0.29,134.0,547.0,490.0,142.0,25.0,71.0,12.0,45.0,5.0,74.0,4.0,7.0,0.354,0.51,0.864,6.37,6.26,2009.0,3000,外野手,5,27,1982/07/28,178cm,80kg,AB型,右左,奈良,False
森野　将彦,中日,0.289,144.0,632.0,546.0,158.0,23.0,109.0,4.0,72.0,8.0,95.0,1.0,12.0,0.377,0.504,0.881,6.85,6.68,2009.0,12000,内野手,13,31,1978/07/28,180cm,85kg,AB型,右左,神奈川,False
鳥谷　敬,阪神,0.288,144.0,617.0,538.0,155.0,20.0,75.0,7.0,65.0,5.0,83.0,5.0,13.0,0.368,0.465,0.832,5.91,5.82,2009.0,11000,内野手,6,28,1981/06/26,179cm,81kg,B型,右左,東京都,True
ラロッカ,オリックス,0.287,74.0,291.0,261.0,75.0,12.0,43.0,0.0,17.0,12.0,36.0,0.0,4.0,0.357,0.487,0.844,6.37,6.22,2009.0,2700,内野手,6,37,1972/11/10,181cm,81kg,不明,右右,アメリカ,True
迎　祐一郎,オリックス,0.286,8.0,8.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.375,0.429,0.804,7.47,6.86,2009.0,1200,外野手,10,28,1981/12/22,180cm,79kg,AB型,右右,佐賀,False
中村　剛也,西武,0.285,128.0,562.0,501.0,143.0,48.0,122.0,3.0,52.0,7.0,154.0,0.0,8.0,0.359,0.651,1.01,8.17,8.04,2009.0,7000,内野手,8,26,1983/08/15,175cm,102kg,O型,右右,大阪,False
田中　賢介,日本ハム,0.283,144.0,680.0,575.0,163.0,3.0,49.0,31.0,79.0,5.0,105.0,17.0,0.0,0.373,0.372,0.745,5.54,5.38,2009.0,14000,内野手,10,28,1981/05/20,176cm,78kg,O型,右左,福岡,False
オーティズ,ソフトバンク,0.282,109.0,458.0,411.0,116.0,20.0,74.0,2.0,36.0,3.0,81.0,0.0,8.0,0.338,0.496,0.835,5.93,5.99,2009.0,5000,内野手,5,32,1977/06/13,177cm,83kg,不明,右右,ドミニカ共和国,True
金城　龍彦,横浜,0.282,118.0,341.0,312.0,88.0,9.0,34.0,1.0,18.0,5.0,44.0,5.0,6.0,0.33,0.449,0.779,5.02,4.80,2009.0,12500,外野手,11,33,1976/07/27,177cm,85kg,A型,右両,大阪,False
多村　仁志,ソフトバンク,0.282,93.0,338.0,308.0,87.0,17.0,57.0,0.0,22.0,4.0,66.0,0.0,11.0,0.334,0.51,0.844,5.58,5.60,2009.0,10000,外野手,15,32,1977/03/28,180cm,81kg,B型,右右,神奈川,False
南　竜介,ロッテ,0.282,15.0,40.0,39.0,11.0,3.0,8.0,0.0,1.0,0.0,10.0,0.0,1.0,0.3,0.615,0.915,6.32,6.21,2009.0,740,外野手,10,28,1981/07/09,186cm,88kg,A型,右右,兵庫,False
井口　資仁,ロッテ,0.281,123.0,530.0,448.0,126.0,19.0,65.0,4.0,68.0,13.0,101.0,0.0,11.0,0.391,0.475,0.866,6.62,6.48,2009.0,18000,内野手,9,35,1974/12/04,178cm,91kg,O型,右右,東京都,True
松田　宣浩,ソフトバンク,0.281,46.0,175.0,160.0,45.0,8.0,24.0,1.0,7.0,1.0,32.0,7.0,1.0,0.315,0.538,0.853,5.98,5.74,2009.0,4500,内野手,4,26,1983/05/17,179cm,85kg,B型,右右,滋賀,False
松中　信彦,ソフトバンク,0.279,126.0,521.0,448.0,125.0,23.0,80.0,2.0,62.0,8.0,77.0,0.0,11.0,0.374,0.48,0.854,6.32,6.25,2009.0,50000,外野手,13,36,1973/12/26,182cm,95kg,B型,左左,熊本,False
末永　真史,広島,0.279,73.0,170.0,154.0,43.0,2.0,19.0,3.0,15.0,1.0,48.0,0.0,1.0,0.347,0.383,0.73,5.10,4.92,2009.0,850,外野手,10,28,1981/06/08,175cm,78kg,O型,左左,佐賀,False
中島　俊哉,楽天,0.279,47.0,114.0,104.0,29.0,1.0,8.0,0.0,7.0,2.0,17.0,0.0,3.0,0.333,0.346,0.679,3.86,3.83,2009.0,1600,外野手,7,29,1980/06/10,180cm,80kg,O型,右右,福岡,False
大引　啓次,オリックス,0.278,107.0,425.0,349.0,97.0,5.0,25.0,3.0,33.0,8.0,84.0,34.0,6.0,0.353,0.393,0.745,4.58,4.41,2009.0,3100,内野手,3,25,1984/06/29,178cm,80kg,A型,右右,大阪,False
中田　翔,日本ハム,0.278,22.0,38.0,36.0,10.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0.0,0.289,0.333,0.623,3.55,3.69,2009.0,1200,内野手,2,20,1989/04/22,182cm,95kg,O型,右右,広島,False
桑原　義行,横浜,0.278,20.0,20.0,18.0,5.0,1.0,3.0,0.0,2.0,0.0,5.0,0.0,1.0,0.35,0.5,0.85,5.42,5.32,2009.0,700,外野手,5,27,1982/06/15,180cm,86kg,A型,右右,東京都,True
米野　智人,ヤクルト,0.278,11.0,19.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.278,0.278,0.556,1.80,1.75,2009.0,2000,捕手,10,27,1982/01/21,181cm,82kg,B型,右右,北海道,False
廣瀬　純,広島,0.277,94.0,213.0,195.0,54.0,5.0,22.0,1.0,7.0,3.0,32.0,4.0,3.0,0.306,0.41,0.716,4.13,4.25,2009.0,1500,外野手,9,30,1979/03/29,180cm,87kg,B型,右右,大分,False
稲田　直人,日本ハム,0.277,65.0,67.0,65.0,18.0,0.0,7.0,1.0,2.0,0.0,7.0,0.0,1.0,0.299,0.323,0.622,3.48,3.30,2009.0,2100,内野手,6,30,1979/11/06,176cm,76kg,B型,右左,広島,False
渡辺　直人,楽天,0.276,125.0,547.0,463.0,128.0,1.0,28.0,26.0,55.0,7.0,69.0,19.0,13.0,0.36,0.343,0.703,4.48,4.38,2009.0,3900,内野手,3,29,1980/10/15,173cm,73kg,AB型,右右,茨城,False
デントナ,ヤクルト,0.276,118.0,428.0,391.0,108.0,21.0,83.0,0.0,30.0,2.0,110.0,0.0,10.0,0.327,0.486,0.813,5.43,5.47,2009.0,4700,内野手,1,27,1982/05/12,188cm,102kg,不明,右右,アメリカ,True
ブランコ,中日,0.275,144.0,615.0,549.0,151.0,39.0,110.0,1.0,48.0,14.0,157.0,0.0,17.0,0.346,0.534,0.88,6.19,6.22,2009.0,2760,内野手,1,29,1980/11/10,188cm,102kg,不明,右右,ドミニカ共和国,True
大崎　雄太朗,西武,0.275,75.0,188.0,160.0,44.0,0.0,14.0,2.0,11.0,4.0,30.0,13.0,1.0,0.337,0.369,0.706,4.50,4.20,2009.0,1200,外野手,3,25,1984/10/18,169cm,76kg,O型,右左,茨城,False
村田　修一,横浜,0.274,93.0,369.0,343.0,94.0,25.0,69.0,0.0,21.0,5.0,80.0,0.0,7.0,0.325,0.545,0.87,6.08,6.02,2009.0,26000,内野手,7,29,1980/12/28,177cm,88kg,AB型,右右,福岡,False
後藤　光尊,オリックス,0.274,54.0,219.0,208.0,57.0,4.0,17.0,8.0,8.0,0.0,36.0,1.0,4.0,0.298,0.389,0.688,3.97,3.93,2009.0,6300,内野手,8,31,1978/07/27,175cm,75kg,A型,右左,秋田,False
福浦　和也,ロッテ,0.273,129.0,460.0,396.0,108.0,6.0,39.0,1.0,46.0,4.0,65.0,11.0,8.0,0.352,0.364,0.716,4.65,4.61,2009.0,12000,内野手,16,34,1975/12/14,183cm,88kg,B型,左左,千葉,False
北川　博敏,オリックス,0.273,103.0,302.0,267.0,73.0,2.0,31.0,0.0,19.0,6.0,37.0,4.0,9.0,0.329,0.363,0.692,4.02,4.06,2009.0,7700,内野手,15,37,1972/05/27,180cm,92kg,A型,右右,兵庫,False
前田　大輔,オリックス,0.273,19.0,41.0,33.0,9.0,0.0,2.0,0.0,4.0,0.0,7.0,4.0,0.0,0.351,0.364,0.715,3.60,3.44,2009.0,1750,捕手,7,30,1979/09/14,179cm,80kg,A型,右右,香川,False
荒金　久雄,ソフトバンク,0.273,16.0,11.0,11.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.273,0.545,0.818,5.62,5.74,2009.0,2200,外野手,9,31,1978/08/01,178cm,77kg,A型,右右,大分,False
関本　賢太郎,阪神,0.271,113.0,462.0,377.0,102.0,3.0,44.0,3.0,36.0,13.0,56.0,34.0,7.0,0.353,0.353,0.706,4.20,4.12,2009.0,8500,内野手,13,31,1978/08/26,186cm,91kg,O型,右右,奈良,False
平田　良介,中日,0.271,42.0,95.0,85.0,23.0,2.0,9.0,0.0,8.0,1.0,19.0,0.0,2.0,0.337,0.494,0.831,5.76,5.61,2009.0,1600,外野手,4,21,1988/03/23,176cm,84kg,B型,右右,大阪,False
荒木　雅博,中日,0.27,140.0,631.0,582.0,157.0,2.0,38.0,37.0,25.0,4.0,70.0,19.0,14.0,0.304,0.32,0.624,3.20,3.12,2009.0,15000,内野手,14,32,1977/09/13,180cm,74kg,A型,右右,熊本,False
福地　寿樹,ヤクルト,0.27,137.0,543.0,504.0,136.0,5.0,34.0,42.0,27.0,4.0,86.0,5.0,4.0,0.31,0.345,0.656,4.26,4.22,2009.0,8000,外野手,16,34,1975/12/17,184cm,85kg,O型,右両,佐賀,False
平野　恵一,阪神,0.27,132.0,462.0,404.0,109.0,0.0,18.0,3.0,22.0,7.0,53.0,28.0,5.0,0.318,0.332,0.65,3.70,3.57,2009.0,6900,外野手,8,30,1979/04/07,169cm,65kg,B型,右左,神奈川,False
中村　真人,楽天,0.27,101.0,353.0,318.0,86.0,3.0,25.0,9.0,22.0,1.0,32.0,10.0,5.0,0.318,0.352,0.67,3.90,3.85,2009.0,1000,外野手,3,27,1982/02/02,176cm,71kg,AB型,右左,奈良,False
川端　慎吾,ヤクルト,0.27,30.0,42.0,37.0,10.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,2.0,0.325,0.27,0.595,2.54,2.51,2009.0,1150,内野手,4,22,1987/10/16,185cm,82kg,O型,右左,大阪,False
大松　尚逸,ロッテ,0.269,139.0,553.0,494.0,133.0,19.0,79.0,0.0,47.0,4.0,80.0,2.0,11.0,0.334,0.445,0.779,5.08,5.11,2009.0,5400,外野手,5,27,1982/06/16,184cm,90kg,B型,左左,石川,False
藤田　一也,横浜,0.269,120.0,381.0,346.0,93.0,4.0,20.0,6.0,7.0,1.0,34.0,24.0,4.0,0.283,0.353,0.636,3.32,3.32,2009.0,1500,内野手,5,27,1982/07/03,175cm,75kg,O型,右左,徳島,False
梶本　勇介,ヤクルト,0.269,12.0,27.0,26.0,7.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.296,0.269,0.566,2.61,2.65,2009.0,630,内野手,8,26,1983/12/18,177cm,75kg,AB型,右両,大阪,False
脇谷　亮太,巨人,0.268,89.0,245.0,231.0,62.0,2.0,16.0,5.0,10.0,3.0,52.0,1.0,0.0,0.307,0.342,0.649,3.87,3.77,2009.0,1900,内野手,4,28,1981/11/04,176cm,74kg,A型,右左,大分,False
