選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
栗山　巧,西武,0.267,140.0,643.0,569.0,152.0,12.0,57.0,18.0,53.0,10.0,106.0,8.0,9.0,0.339,0.394,0.732,4.85,4.80,2009.0,6000,外野手,8,26,1983/09/03,177cm,85kg,O型,右左,兵庫,False
ガイエル,ヤクルト,0.267,128.0,482.0,409.0,109.0,27.0,80.0,2.0,53.0,15.0,101.0,0.0,6.0,0.367,0.533,0.9,6.99,6.99,2009.0,4400,外野手,3,37,1972/10/05,178cm,90kg,不明,右左,カナダ,True
坪井　智哉,日本ハム,0.267,84.0,156.0,146.0,39.0,0.0,15.0,0.0,5.0,1.0,23.0,2.0,4.0,0.292,0.322,0.614,3.02,2.99,2009.0,2800,外野手,12,35,1974/02/19,177cm,79kg,B型,左左,東京都,True
小久保　裕紀,ソフトバンク,0.266,144.0,605.0,533.0,142.0,18.0,81.0,2.0,50.0,16.0,101.0,0.0,13.0,0.344,0.418,0.762,5.03,5.05,2009.0,30000,内野手,16,38,1971/10/08,182cm,88kg,AB型,右右,和歌山,False
スレッジ,日本ハム,0.266,117.0,487.0,418.0,111.0,27.0,88.0,1.0,58.0,6.0,108.0,0.0,12.0,0.359,0.529,0.888,6.49,6.52,2009.0,13500,外野手,2,32,1977/03/18,183cm,85kg,不明,左左,アメリカ,True
田中　雅彦,ロッテ,0.266,41.0,75.0,64.0,17.0,1.0,8.0,6.0,5.0,0.0,17.0,4.0,1.0,0.31,0.359,0.669,4.07,4.28,2009.0,1300,捕手,6,27,1982/01/09,175cm,75kg,A型,右右,大阪,False
ベニー,ロッテ,0.265,95.0,320.0,272.0,72.0,7.0,31.0,0.0,44.0,1.0,59.0,0.0,8.0,0.366,0.401,0.766,5.04,5.06,2009.0,13000,外野手,6,38,1971/12/28,183cm,100kg,不明,右右,アメリカ,True
フィリップス,広島,0.265,74.0,301.0,264.0,70.0,15.0,50.0,0.0,27.0,5.0,48.0,0.0,7.0,0.339,0.5,0.839,5.80,5.93,2009.0,4000,内野手,1,32,1977/04/06,183cm,93kg,不明,右右,アメリカ,True
阿部　真宏,オリックス,0.264,46.0,182.0,148.0,39.0,1.0,23.0,1.0,18.0,1.0,19.0,14.0,4.0,0.345,0.365,0.71,4.08,3.97,2009.0,3800,内野手,9,31,1978/05/12,182cm,80kg,B型,右右,神奈川,False
赤星　憲広,阪神,0.263,91.0,377.0,338.0,89.0,0.0,8.0,31.0,26.0,4.0,54.0,7.0,3.0,0.322,0.296,0.617,3.90,3.88,2009.0,25000,外野手,9,33,1976/04/10,170cm,66kg,A型,右左,愛知,False
野口　祥順,ヤクルト,0.263,74.0,94.0,80.0,21.0,1.0,4.0,11.0,6.0,1.0,22.0,6.0,1.0,0.318,0.338,0.656,3.89,3.95,2009.0,850,内野手,10,28,1981/05/16,185cm,78kg,A型,右右,茨城,False
本多　雄一,ソフトバンク,0.262,137.0,622.0,554.0,145.0,1.0,41.0,43.0,44.0,4.0,95.0,18.0,5.0,0.32,0.339,0.659,4.10,3.99,2009.0,5600,内野手,4,25,1984/11/19,173cm,70kg,O型,右左,福岡,False
狩野　恵輔,阪神,0.262,127.0,432.0,393.0,103.0,5.0,35.0,10.0,25.0,4.0,52.0,10.0,9.0,0.313,0.349,0.661,3.79,3.63,2009.0,1500,捕手,9,27,1982/12/17,181cm,81kg,B型,右右,群馬,False
鈴木　尚広,巨人,0.262,122.0,220.0,202.0,53.0,1.0,8.0,25.0,13.0,3.0,44.0,2.0,1.0,0.317,0.312,0.628,3.90,3.86,2009.0,4500,外野手,13,31,1978/04/27,180cm,78kg,A型,右両,福島,False
金本　知憲,阪神,0.261,144.0,619.0,518.0,135.0,21.0,91.0,8.0,88.0,5.0,98.0,0.0,7.0,0.368,0.454,0.822,6.28,6.27,2009.0,55000,外野手,18,41,1968/04/03,180cm,89kg,O型,右左,広島,False
フェルナンデス,オリックス,0.261,117.0,447.0,410.0,107.0,15.0,47.0,4.0,31.0,4.0,71.0,0.0,15.0,0.318,0.422,0.74,4.42,4.40,2009.0,350,内野手,1,35,1974/11/02,192cm,100kg,A型,右右,ブラジル,True
鶴岡　一成,巨人,0.261,59.0,160.0,142.0,37.0,5.0,18.0,1.0,8.0,1.0,30.0,8.0,4.0,0.303,0.437,0.739,4.20,4.09,2009.0,3000,捕手,14,32,1977/05/30,183cm,84kg,A型,右右,兵庫,False
片岡　易之,西武,0.26,139.0,646.0,588.0,153.0,13.0,58.0,51.0,36.0,7.0,72.0,12.0,8.0,0.309,0.395,0.704,4.46,4.40,2009.0,10000,内野手,5,26,1983/02/17,176cm,82kg,O型,右右,千葉,False
新井　貴浩,阪神,0.26,144.0,599.0,558.0,145.0,15.0,82.0,4.0,28.0,6.0,82.0,0.0,20.0,0.299,0.401,0.7,3.72,3.78,2009.0,20000,内野手,11,32,1977/01/30,189cm,94kg,B型,右右,広島,False
西岡　剛,ロッテ,0.26,120.0,531.0,454.0,118.0,14.0,41.0,26.0,67.0,5.0,76.0,3.0,6.0,0.36,0.427,0.787,5.64,5.57,2009.0,17000,内野手,7,25,1984/07/27,182cm,80kg,A型,右左,京都,False
川崎　宗則,ソフトバンク,0.259,143.0,640.0,540.0,140.0,4.0,34.0,44.0,47.0,7.0,90.0,43.0,8.0,0.325,0.359,0.684,3.94,3.88,2009.0,15000,内野手,10,28,1981/06/03,178cm,73kg,O型,右左,鹿児島,False
堀　幸一,ロッテ,0.259,56.0,121.0,112.0,29.0,4.0,17.0,0.0,5.0,1.0,31.0,2.0,4.0,0.294,0.429,0.723,3.92,3.90,2009.0,4500,内野手,22,40,1969/04/02,182cm,85kg,A型,右右,長崎,False
田中　浩康,ヤクルト,0.258,130.0,514.0,434.0,112.0,4.0,35.0,6.0,34.0,4.0,50.0,38.0,10.0,0.315,0.35,0.665,3.58,3.55,2009.0,7500,内野手,5,27,1982/05/24,177cm,77kg,O型,右右,京都,False
佐伯　貴弘,横浜,0.258,114.0,402.0,361.0,93.0,12.0,55.0,1.0,35.0,3.0,90.0,0.0,9.0,0.326,0.402,0.728,4.47,4.52,2009.0,3000,内野手,17,39,1970/04/18,186cm,90kg,B型,左左,大阪,False
下園　辰哉,横浜,0.258,81.0,221.0,198.0,51.0,6.0,11.0,2.0,20.0,1.0,34.0,1.0,2.0,0.327,0.384,0.711,4.49,4.54,2009.0,1000,外野手,3,25,1984/11/22,179cm,81kg,B型,左左,宮崎,False
上本　達之,西武,0.258,58.0,105.0,97.0,25.0,4.0,15.0,0.0,3.0,1.0,22.0,3.0,0.0,0.284,0.443,0.728,4.51,4.54,2009.0,600,捕手,7,29,1980/11/08,186cm,92kg,B型,右左,山口,False
栗原　健太,広島,0.257,140.0,582.0,521.0,134.0,23.0,79.0,1.0,48.0,7.0,82.0,0.0,11.0,0.327,0.43,0.757,4.70,4.74,2009.0,13000,内野手,10,27,1982/01/08,183cm,95kg,O型,右右,山形,False
武内　晋一,ヤクルト,0.257,112.0,162.0,144.0,37.0,2.0,13.0,0.0,15.0,1.0,23.0,1.0,1.0,0.329,0.326,0.656,4.10,4.11,2009.0,1350,外野手,4,26,1983/12/10,175cm,85kg,O型,左左,兵庫,False
大道　典嘉,巨人,0.257,37.0,38.0,35.0,9.0,0.0,3.0,0.0,2.0,0.0,9.0,1.0,1.0,0.297,0.286,0.583,2.63,2.57,2009.0,3000,内野手,22,40,1969/10/28,184cm,96kg,B型,右右,三重,False
下山　真二,オリックス,0.256,99.0,335.0,285.0,73.0,13.0,47.0,4.0,37.0,3.0,76.0,10.0,5.0,0.348,0.467,0.814,5.52,5.42,2009.0,4300,外野手,7,34,1975/12/01,175cm,75kg,A型,右右,兵庫,False
森本　学,ソフトバンク,0.256,95.0,283.0,242.0,62.0,0.0,20.0,8.0,24.0,1.0,56.0,13.0,7.0,0.322,0.318,0.64,3.43,3.46,2009.0,2200,内野手,7,31,1978/01/06,175cm,75kg,AB型,右右,大阪,False
川島　慶三,ヤクルト,0.255,118.0,485.0,427.0,109.0,12.0,43.0,8.0,32.0,6.0,77.0,17.0,9.0,0.314,0.379,0.693,3.82,3.89,2009.0,2500,内野手,4,26,1983/10/05,172cm,70kg,A型,右右,長崎,False
リック,楽天,0.255,61.0,201.0,184.0,47.0,3.0,13.0,4.0,13.0,3.0,24.0,0.0,4.0,0.313,0.342,0.656,3.78,3.76,2009.0,12000,内野手,5,37,1972/12/06,183cm,92kg,不明,右右,アメリカ,True
工藤　隆人,巨人,0.255,49.0,56.0,51.0,13.0,0.0,1.0,1.0,2.0,1.0,18.0,2.0,0.0,0.296,0.333,0.63,3.64,3.51,2009.0,2300,外野手,5,28,1981/03/30,171cm,73kg,A型,左左,青森,False
日高　剛,オリックス,0.254,93.0,315.0,295.0,75.0,5.0,34.0,1.0,13.0,3.0,36.0,2.0,12.0,0.291,0.356,0.647,3.03,3.04,2009.0,8800,捕手,14,32,1977/08/15,182cm,88kg,A型,右左,福岡,False
喜田　剛,広島,0.254,78.0,134.0,126.0,32.0,2.0,20.0,0.0,6.0,2.0,30.0,0.0,0.0,0.299,0.397,0.695,4.24,4.04,2009.0,1300,内野手,8,30,1979/10/25,183cm,85kg,B型,右左,福岡,False
平石　洋介,楽天,0.254,26.0,64.0,59.0,15.0,1.0,8.0,1.0,3.0,0.0,13.0,1.0,0.0,0.286,0.441,0.726,3.76,3.85,2009.0,820,外野手,5,29,1980/04/23,175cm,75kg,A型,左左,大分,False
セギノール,楽天,0.253,104.0,361.0,316.0,80.0,14.0,54.0,1.0,39.0,5.0,83.0,0.0,8.0,0.343,0.443,0.787,5.29,5.24,2009.0,5000,内野手,7,34,1975/01/19,194cm,92kg,不明,右両,パナマ共和国,True
二岡　智宏,日本ハム,0.253,69.0,187.0,170.0,43.0,4.0,25.0,0.0,10.0,3.0,36.0,2.0,5.0,0.303,0.353,0.656,3.36,3.49,2009.0,11000,内野手,11,33,1976/04/29,180cm,81kg,O型,右右,広島,False
内藤　雄太,横浜,0.253,69.0,95.0,87.0,22.0,5.0,14.0,1.0,7.0,0.0,22.0,1.0,1.0,0.309,0.506,0.814,5.52,5.46,2009.0,800,外野手,4,26,1983/11/29,182cm,84kg,O型,右左,神奈川,False
田上　秀則,ソフトバンク,0.251,138.0,520.0,463.0,116.0,26.0,80.0,0.0,29.0,5.0,122.0,18.0,12.0,0.299,0.458,0.757,4.30,4.43,2009.0,2650,捕手,8,29,1980/03/20,178cm,85kg,AB型,右右,大阪,False
古城　茂幸,巨人,0.251,77.0,204.0,179.0,45.0,2.0,18.0,3.0,10.0,10.0,39.0,3.0,2.0,0.323,0.324,0.647,3.66,3.74,2009.0,2600,内野手,12,33,1976/01/12,174cm,77kg,B型,右左,千葉,False
野本　圭,中日,0.251,64.0,191.0,175.0,44.0,2.0,13.0,1.0,6.0,4.0,34.0,6.0,3.0,0.292,0.331,0.623,3.22,3.14,2009.0,1500,外野手,1,25,1984/07/07,180cm,81kg,B型,左左,岡山,False
葛城　育郎,阪神,0.25,99.0,204.0,184.0,46.0,2.0,13.0,0.0,16.0,2.0,42.0,2.0,5.0,0.317,0.359,0.676,3.78,3.64,2009.0,3500,外野手,10,32,1977/09/28,180cm,84kg,AB型,左左,岡山,False
飯原　誉士,ヤクルト,0.25,94.0,198.0,180.0,45.0,6.0,23.0,11.0,10.0,7.0,40.0,1.0,6.0,0.315,0.394,0.709,4.22,4.18,2009.0,2500,外野手,4,26,1983/04/26,181cm,81kg,O型,右右,栃木,False
辻　俊哉,オリックス,0.25,25.0,38.0,36.0,9.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.289,0.278,0.567,3.16,3.11,2009.0,1500,捕手,8,30,1979/07/14,178cm,82kg,A型,右右,山梨,False
呉本　成徳,横浜,0.25,17.0,17.0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.294,0.313,0.607,1.47,1.35,2009.0,700,内野手,6,28,1981/04/08,178cm,84kg,O型,右右,長野,False
高森　勇気,横浜,0.25,2.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.5,1.86,1.82,2009.0,490,捕手,3,21,1988/05/18,180cm,84kg,O型,右左,富山,False
新里　賢,ロッテ,0.25,2.0,5.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4,0.75,1.15,5.23,5.00,2009.0,780,捕手,6,28,1981/04/12,178cm,82kg,B型,右右,大阪,False
衣川　篤史,ヤクルト,0.25,5.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,1.97,1.98,2009.0,1000,捕手,3,28,1981/03/20,179cm,93kg,O型,右右,兵庫,False
今浪　隆博,日本ハム,0.25,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,1.97,1.98,2009.0,720,内野手,3,25,1984/07/06,171cm,75kg,A型,右左,福岡,False
本間　満,ソフトバンク,0.25,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.5,1.89,1.89,2009.0,2500,内野手,15,37,1972/08/25,180cm,78kg,O型,右左,北海道,False
関口　雄大,横浜,0.25,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.5,0.75,4.62,3.96,2009.0,440,外野手,2,24,1985/08/26,177cm,85kg,B型,右右,栃木,False
吉村　裕基,横浜,0.248,144.0,588.0,528.0,131.0,16.0,54.0,13.0,45.0,11.0,134.0,0.0,17.0,0.318,0.396,0.714,4.06,4.12,2009.0,8600,外野手,7,25,1984/06/14,183cm,94kg,B型,右右,福岡,False
相川　亮二,ヤクルト,0.247,122.0,446.0,413.0,102.0,5.0,43.0,2.0,23.0,1.0,69.0,6.0,14.0,0.286,0.339,0.625,2.91,2.90,2009.0,15000,捕手,15,33,1976/07/11,182cm,86kg,A型,右右,千葉,False
今江　敏晃,ロッテ,0.247,113.0,441.0,409.0,101.0,9.0,60.0,2.0,12.0,6.0,60.0,12.0,17.0,0.277,0.369,0.647,2.87,2.88,2009.0,12000,内野手,8,26,1983/08/26,180cm,88kg,B型,右右,京都,False
森本　稀哲,日本ハム,0.247,107.0,404.0,316.0,78.0,1.0,29.0,9.0,43.0,2.0,52.0,43.0,2.0,0.341,0.326,0.667,3.95,3.85,2009.0,11000,外野手,11,28,1981/01/31,184cm,80kg,B型,右右,東京都,True
山崎　武司,楽天,0.246,142.0,611.0,536.0,132.0,39.0,107.0,3.0,67.0,4.0,114.0,0.0,23.0,0.332,0.515,0.847,5.47,5.55,2009.0,18000,内野手,23,41,1968/11/07,182cm,100kg,A型,右右,愛知,False
マクレーン,広島,0.244,114.0,447.0,401.0,98.0,18.0,52.0,1.0,43.0,2.0,107.0,0.0,8.0,0.32,0.424,0.744,4.60,4.64,2009.0,2000,内野手,5,37,1972/05/19,193cm,100kg,不明,右右,アメリカ,True
高橋　光信,阪神,0.244,46.0,45.0,41.0,10.0,1.0,10.0,0.0,2.0,0.0,3.0,0.0,2.0,0.267,0.317,0.584,2.36,2.94,2009.0,2800,内野手,12,34,1975/07/07,177cm,87kg,AB型,右右,神奈川,False
石川　雄洋,横浜,0.242,134.0,495.0,463.0,112.0,2.0,24.0,19.0,13.0,3.0,98.0,15.0,8.0,0.267,0.3,0.567,2.58,2.57,2009.0,1500,内野手,5,23,1986/07/10,183cm,78kg,O型,右左,神奈川,False
武山　真吾,横浜,0.242,49.0,130.0,120.0,29.0,0.0,5.0,1.0,7.0,1.0,35.0,2.0,2.0,0.289,0.283,0.572,2.59,2.52,2009.0,800,捕手,7,25,1984/06/22,177cm,86kg,O型,右右,愛知,False
佐藤　友亮,西武,0.241,105.0,216.0,191.0,46.0,0.0,21.0,9.0,15.0,1.0,30.0,7.0,2.0,0.297,0.304,0.6,3.08,3.14,2009.0,3450,外野手,9,31,1978/06/13,178cm,85kg,O型,右右,神奈川,False
一輝,オリックス,0.239,58.0,150.0,142.0,34.0,3.0,28.0,1.0,4.0,2.0,53.0,1.0,2.0,0.268,0.352,0.621,3.11,3.16,2009.0,1800,内野手,6,28,1981/10/13,180cm,77kg,B型,右右,山口,False
ボッツ,日本ハム,0.238,11.0,24.0,21.0,5.0,1.0,6.0,0.0,1.0,2.0,7.0,0.0,0.0,0.333,0.524,0.857,5.39,5.24,2009.0,4650,内野手,2,29,1980/07/26,198cm,113kg,不明,右左,アメリカ,True
畠山　和洋,ヤクルト,0.236,85.0,214.0,182.0,43.0,4.0,19.0,0.0,27.0,0.0,31.0,1.0,7.0,0.329,0.357,0.686,3.78,4.01,2009.0,3200,内野手,9,27,1982/09/13,180cm,96kg,O型,右右,岩手,False
デ　ラ　ロサ,中日,0.236,32.0,65.0,55.0,13.0,0.0,3.0,0.0,8.0,1.0,16.0,0.0,0.0,0.338,0.273,0.611,3.54,3.77,2009.0,1800,内野手,2,32,1977/01/28,178cm,89kg,不明,右右,ドミニカ共和国,True
里崎　智也,ロッテ,0.234,124.0,479.0,414.0,97.0,10.0,49.0,0.0,49.0,6.0,121.0,5.0,7.0,0.321,0.365,0.685,4.00,4.11,2009.0,15000,捕手,11,33,1976/05/20,175cm,88kg,A型,右右,徳島,False
橋本　将,ロッテ,0.234,94.0,288.0,252.0,59.0,2.0,27.0,0.0,32.0,1.0,80.0,1.0,3.0,0.321,0.313,0.634,3.66,3.70,2009.0,7500,捕手,15,33,1976/05/01,179cm,88kg,A型,右左,愛媛,False
塩崎　真,オリックス,0.234,66.0,106.0,94.0,22.0,2.0,7.0,0.0,8.0,0.0,29.0,3.0,4.0,0.291,0.351,0.642,2.79,2.89,2009.0,4900,内野手,13,36,1973/06/29,178cm,72kg,A型,右右,熊本,False
嶋　基宏,楽天,0.233,106.0,294.0,249.0,58.0,1.0,14.0,1.0,22.0,3.0,55.0,20.0,5.0,0.303,0.281,0.584,2.53,2.51,2009.0,2300,捕手,3,25,1984/12/13,179cm,82kg,A型,右右,岐阜,False
中井　大介,巨人,0.233,18.0,33.0,30.0,7.0,1.0,6.0,2.0,0.0,0.0,11.0,2.0,0.0,0.226,0.4,0.626,3.38,3.67,2009.0,630,内野手,2,20,1989/11/27,181cm,84kg,B型,右右,三重,False
赤松　真人,広島,0.232,137.0,489.0,423.0,98.0,6.0,43.0,14.0,33.0,3.0,79.0,25.0,3.0,0.289,0.324,0.613,3.12,3.25,2009.0,1800,外野手,5,27,1982/09/06,182cm,75kg,O型,右右,京都,False
木村　拓也,巨人,0.231,86.0,210.0,186.0,43.0,2.0,16.0,1.0,12.0,2.0,38.0,8.0,2.0,0.282,0.306,0.589,2.91,3.00,2009.0,8500,内野手,19,37,1972/04/15,173cm,75kg,A型,右左,宮崎,False
ヒメネス,日本ハム,0.231,39.0,127.0,121.0,28.0,5.0,14.0,0.0,5.0,1.0,35.0,0.0,4.0,0.268,0.397,0.664,3.20,3.26,2009.0,1800,内野手,1,27,1982/05/07,194cm,120kg,不明,左左,ベネズエラ,True
紺田　敏正,日本ハム,0.231,56.0,75.0,65.0,15.0,0.0,4.0,2.0,4.0,0.0,22.0,5.0,0.0,0.271,0.292,0.564,2.60,2.69,2009.0,2100,外野手,7,29,1980/08/12,185cm,77kg,A型,右左,富山,False
木村　昇吾,広島,0.231,69.0,15.0,13.0,3.0,0.0,1.0,4.0,0.0,1.0,7.0,1.0,0.0,0.286,0.308,0.593,0.73,1.04,2009.0,1300,内野手,7,29,1980/04/16,182cm,75kg,A型,右左,大阪,False
古木　克明,オリックス,0.231,9.0,14.0,13.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.286,0.308,0.593,3.13,3.02,2009.0,2400,外野手,11,29,1980/11/10,182cm,85kg,O型,右左,三重,False
小池　正晃,中日,0.23,101.0,201.0,174.0,40.0,7.0,18.0,1.0,13.0,3.0,42.0,11.0,4.0,0.295,0.385,0.68,3.50,3.56,2009.0,3000,外野手,11,29,1980/05/15,183cm,88kg,A型,右右,神奈川,False
李　承ヨプ,巨人,0.229,77.0,257.0,223.0,51.0,16.0,36.0,1.0,28.0,5.0,65.0,0.0,1.0,0.327,0.484,0.811,5.56,5.66,2009.0,60000,内野手,6,33,1976/08/18,183cm,85kg,不明,左左,韓国,True
嶋　重宣,広島,0.229,89.0,198.0,175.0,40.0,2.0,17.0,3.0,15.0,3.0,34.0,0.0,7.0,0.293,0.314,0.607,2.83,3.08,2009.0,5500,外野手,15,33,1976/06/16,181cm,95kg,A型,左左,埼玉,False
竹原　直隆,ロッテ,0.228,89.0,262.0,215.0,49.0,5.0,30.0,2.0,34.0,5.0,61.0,6.0,3.0,0.344,0.349,0.693,4.03,4.17,2009.0,1700,外野手,5,29,1980/04/21,183cm,88kg,O型,左右,岡山,False
小斉　祐輔,ソフトバンク,0.228,43.0,64.0,57.0,13.0,2.0,7.0,0.0,3.0,2.0,20.0,1.0,1.0,0.286,0.368,0.654,3.45,3.70,2009.0,1050,外野手,4,26,1983/04/30,178cm,90kg,A型,右左,大阪,False
石井　琢朗,広島,0.227,89.0,246.0,211.0,48.0,2.0,18.0,2.0,20.0,4.0,33.0,11.0,4.0,0.306,0.332,0.638,3.42,3.38,2009.0,2000,内野手,21,39,1970/08/25,174cm,78kg,B型,右左,栃木,False
小坂　誠,楽天,0.227,105.0,213.0,176.0,40.0,1.0,8.0,7.0,18.0,0.0,31.0,17.0,1.0,0.297,0.273,0.57,2.69,2.79,2009.0,3000,内野手,13,36,1973/07/02,167cm,63kg,O型,右左,宮城,False
北川　隼行,横浜,0.227,19.0,47.0,44.0,10.0,1.0,4.0,0.0,1.0,0.0,13.0,2.0,0.0,0.244,0.341,0.585,2.72,2.73,2009.0,790,内野手,7,30,1979/01/08,174cm,74kg,A型,右左,大阪,False
桧山　進次郎,阪神,0.225,82.0,99.0,89.0,20.0,1.0,9.0,0.0,7.0,1.0,27.0,0.0,1.0,0.283,0.303,0.586,2.93,3.15,2009.0,6000,外野手,18,40,1969/07/01,177cm,78kg,B型,右左,京都,False
梵　英心,広島,0.224,73.0,264.0,241.0,54.0,2.0,19.0,14.0,18.0,1.0,37.0,3.0,4.0,0.28,0.32,0.599,3.09,3.11,2009.0,3500,内野手,4,29,1980/10/11,173cm,70kg,B型,右右,広島,False
早坂　圭介,ロッテ,0.224,103.0,249.0,219.0,49.0,1.0,17.0,12.0,16.0,1.0,44.0,12.0,2.0,0.278,0.32,0.598,2.77,2.81,2009.0,680,内野手,7,25,1984/06/19,176cm,63kg,O型,右両,神奈川,False
松元　ユウイチ,ヤクルト,0.224,51.0,75.0,67.0,15.0,0.0,4.0,1.0,7.0,1.0,16.0,0.0,1.0,0.307,0.284,0.59,3.15,3.11,2009.0,2100,外野手,11,29,1980/12/18,178cm,83kg,不明,左左,ブラジル,True
早川　大輔,ロッテ,0.223,84.0,189.0,175.0,39.0,1.0,12.0,5.0,6.0,1.0,34.0,6.0,0.0,0.251,0.286,0.537,2.19,2.28,2009.0,4600,外野手,8,34,1975/06/03,177cm,77kg,A型,右両,千葉,False
星　秀和,西武,0.222,7.0,19.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.222,0.278,0.5,1.85,1.78,2009.0,600,内野手,5,23,1986/11/10,180cm,92kg,A型,右左,群馬,False
鶴岡　慎也,日本ハム,0.221,122.0,304.0,263.0,58.0,1.0,29.0,1.0,20.0,2.0,48.0,17.0,6.0,0.279,0.293,0.572,2.45,2.48,2009.0,3200,捕手,7,28,1981/04/11,176cm,77kg,A型,右右,鹿児島,False
中村　紀洋,楽天,0.221,77.0,294.0,263.0,58.0,2.0,26.0,0.0,29.0,0.0,41.0,1.0,11.0,0.297,0.285,0.582,2.45,2.49,2009.0,15000,内野手,17,36,1973/07/24,180cm,93kg,O型,右右,大阪,False
銀仁朗,西武,0.22,112.0,306.0,273.0,60.0,3.0,25.0,1.0,15.0,1.0,75.0,14.0,5.0,0.26,0.308,0.568,2.41,2.49,2009.0,1600,捕手,4,22,1987/07/19,180cm,93kg,O型,右右,京都,False
聖澤　諒,楽天,0.22,79.0,65.0,59.0,13.0,0.0,5.0,15.0,2.0,1.0,18.0,3.0,2.0,0.258,0.237,0.495,2.45,2.50,2009.0,1000,外野手,2,24,1985/11/03,179cm,72kg,B型,右左,長野,False
原　拓也,西武,0.219,50.0,151.0,128.0,28.0,0.0,9.0,0.0,10.0,2.0,37.0,9.0,4.0,0.282,0.266,0.547,2.15,2.28,2009.0,1200,内野手,3,25,1984/05/18,175cm,75kg,O型,右左,神奈川,False
藤本　敦士,阪神,0.219,47.0,70.0,64.0,14.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,4.0,0.254,0.234,0.488,0.72,0.78,2009.0,3600,内野手,9,32,1977/10/04,174cm,72kg,O型,右左,兵庫,False
バーナム・ジュニア,ロッテ,0.218,73.0,179.0,147.0,32.0,4.0,22.0,1.0,20.0,10.0,37.0,1.0,4.0,0.348,0.361,0.709,4.47,4.57,2009.0,1300,内野手,1,35,1974/10/13,180cm,99kg,不明,左左,アメリカ,True
李　炳圭,中日,0.218,28.0,107.0,101.0,22.0,3.0,8.0,0.0,5.0,0.0,33.0,1.0,4.0,0.255,0.337,0.591,2.28,2.37,2009.0,15000,外野手,3,35,1974/10/25,185cm,82kg,不明,左左,韓国,True
村松　有人,ソフトバンク,0.217,29.0,52.0,46.0,10.0,0.0,5.0,0.0,3.0,2.0,5.0,1.0,1.0,0.294,0.283,0.577,2.09,2.17,2009.0,8000,外野手,19,37,1972/12/12,178cm,78kg,A型,左左,石川,False
ジョンソン,横浜,0.215,117.0,382.0,325.0,70.0,24.0,57.0,0.0,52.0,4.0,78.0,0.0,10.0,0.33,0.462,0.791,5.01,5.22,2009.0,11000,外野手,1,30,1979/08/10,189cm,100kg,不明,右左,アメリカ,True
ボカチカ,西武,0.215,75.0,236.0,195.0,42.0,13.0,32.0,2.0,32.0,6.0,77.0,2.0,3.0,0.342,0.467,0.809,5.37,5.55,2009.0,5000,外野手,2,33,1976/03/04,181cm,88kg,不明,右右,プエルトリコ,True
英智,中日,0.215,71.0,128.0,121.0,26.0,1.0,10.0,4.0,2.0,0.0,20.0,4.0,4.0,0.226,0.256,0.482,1.34,1.49,2009.0,3100,外野手,11,33,1976/05/09,182cm,74kg,O型,右右,岐阜,False
會澤　翼,広島,0.214,15.0,31.0,28.0,6.0,0.0,1.0,0.0,3.0,0.0,8.0,0.0,1.0,0.29,0.25,0.54,2.11,2.04,2009.0,500,捕手,3,21,1988/04/13,177cm,80kg,B型,右右,茨城,False
シーボル,広島,0.213,40.0,142.0,127.0,27.0,4.0,11.0,1.0,10.0,3.0,32.0,0.0,2.0,0.282,0.346,0.628,3.18,3.47,2009.0,3850,内野手,2,34,1975/05/17,193cm,91kg,不明,右右,アメリカ,True
野口　寿浩,横浜,0.211,17.0,44.0,38.0,8.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,1.0,0.286,0.316,0.602,2.70,2.59,2009.0,6500,捕手,20,38,1971/06/24,183cm,77kg,A型,右右,千葉,False
高谷　裕亮,ソフトバンク,0.21,25.0,72.0,62.0,13.0,0.0,5.0,0.0,7.0,1.0,18.0,2.0,2.0,0.3,0.226,0.526,2.06,2.15,2009.0,1800,捕手,3,28,1981/11/13,178cm,84kg,O型,右左,栃木,False
